"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"3373",NA,"ORANGE CO BUTLER CO 150 ATLANTIC","ST","ORANGE CO BUTLER CO 150 ATLANTIC ST","ORANGE CO BUTLER CO 150 ATLANTIC ST","ORANGE CO BUTLER CO 150TH ATLANTIC ST","ORANGE CO BUTLER CO 150TH ATLANTIC ST"
"3374",NA,"RED HOOK POINT","ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST"
"3375",NA,"RED HOOK POINT","ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST"
"3376",NA,"NAVY & LAFAYETTE","ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST"
"3377",NA,"F FERRYMAN FLATBUSH TURNPIKE & NEVINS","ST","F FERRYMAN FLATBUSH TURNPIKE & NEVINS ST","F FERRYMAN FLATBUSH TURNPIKE & NEVINS ST","F FERRYMAN FLATBUSH TURNPIKE & NEVINS ST","F FERRYMAN FLATBUSH TURNPIKE & NEVINS ST"
"3378",NA,"WOLCOTT & RICHARDS RED HOOK","ST","WOLCOTT & RICHARDS RED HOOK ST","WOLCOTT & RICHARDS RED HOOK ST","WOLCOTT & RICHARDS RED HOOK ST","WOLCOTT & RICHARDS RED HOOK ST"
"3379",93,"PROSPECT","ST","93 PROSPECT ST","93 PROSPECT ST","93 PROSPECT ST","93 PROSPECT ST"
"3380",NA,"HENRY & 1 PL","PL","HENRY & 1 PL","HENRY & 1 PL","HENRY & 1ST PL","HENRY & 1ST PL"
"3381",NA,"LOTIS LN & DE KALB AVE","AVE","LOTIS LN & DE KALB AVE","LOTIS LN & DE KALB AVE","LOTIS LN & DE KALB AVE","LOTIS LN & DE KALB AVE"
"3382",NA,"BOND AND HOYT","ST","BOND AND HOYT ST","BOND AND HOYT ST","BOND AND HOYT ST","BOND AND HOYT ST"
"3383",NA,"","ST",NA,NA,NA,NA
"3384",NA,"SULLIVAN & VAN BRUNT RED HOOK","ST","SULLIVAN & VAN BRUNT RED HOOK ST","SULLIVAN & VAN BRUNT RED HOOK ST","SULLIVAN & VAN BRUNT RED HOOK ST","SULLIVAN & VAN BRUNT RED HOOK ST"
"3385",141,"MYRTLE AVE","AVE","141 MYRTLE AVE","ONE HUNDRED FORTY-ONE MYRTLE AVE","141 MYRTLE AVE","ONE HUNDRED FORTY-ONE MYRTLE AVE"
"3386",NA,"PACIFIC B CT AND CLINTON","CT","PACIFIC B CT AND CLINTON CT","PACIFIC B CT AND CLINTON CT","PACIFIC B CT AND CLINTON CT","PACIFIC B CT AND CLINTON CT"
"3387",NA,"S U M 53 HUDSON AVE","AVE","S U M 53 HUDSON AVE","S U M 53 HUDSON AVE","S U M 53RD HUDSON AVE","S U M 53RD HUDSON AVE"
"3388",NA,"KENT AVE NORTH L,IMING REBECCA,HARTS ALY & GOLD","AVE","KENT AVE NORTH L,IMING REBECCA,HARTS ALY & GOLD AVE","KENT AVE NORTH L,IMING REBECCA,HARTS ALY & GOLD AVE","KENT AVE NORTH L,IMING REBECCA,HARTS ALY & GOLD AVE","KENT AVE NORTH L,IMING REBECCA,HARTS ALY & GOLD AVE"
"3389",NA,"WARREN & BOND J.INAN JOHN,WARREN C NEVINS","ST","WARREN & BOND J.INAN JOHN,WARREN C NEVINS ST","WARREN & BOND J.INAN JOHN,WARREN C NEVINS ST","WARREN & BOND J.INAN JOHN,WARREN C NEVINS ST","WARREN & BOND J.INAN JOHN,WARREN C NEVINS ST"
"3390",NA,"FLUSHING AVE GRAHAM","AVE","FLUSHING AVE GRAHAM AVE","FLUSHING AVE GRAHAM AVE","FLUSHING AVE GRAHAM AVE","FLUSHING AVE GRAHAM AVE"
"3391",NA,"HENRY & PRESIDENT","ST","HENRY & PRESIDENT ST","HENRY & PRESIDENT ST","HENRY & PRESIDENT ST","HENRY & PRESIDENT ST"
"3392",NA,"JAMAICA RD & DIVISION AVE","AVE","JAMAICA RD & DIVISION AVE","JAMAICA RD & DIVISION AVE","JAMAICA RD & DIVISION AVE","JAMAICA RD & DIVISION AVE"
"3393",56,"FRONT","ST","56 FRONT ST","56 FRONT ST","56 FRONT ST","56 FRONT ST"
"3394",NA,"222 FRONT & HUDSON AVE","AVE","222 FRONT & HUDSON AVE","222 FRONT & HUDSON AVE","222ND FRONT & HUDSON AVE","222ND FRONT & HUDSON AVE"
"3395",NA,"LIVINGSTON & BOND","ST","LIVINGSTON & BOND ST","LIVINGSTON & BOND ST","LIVINGSTON & BOND ST","LIVINGSTON & BOND ST"
"3396",NA,"BRG & TILLARY","ST","BRG & TILLARY ST","BRG & TILLARY ST","BRG & TILLARY ST","BRG & TILLARY ST"
"3397",NA,"SMITH & SACKETT","ST","SMITH & SACKETT ST","SMITH & SACKETT ST","SMITH & SACKETT ST","SMITH & SACKETT ST"
"3398",NA,"21 & 3 AVE GOWANUS","AVE","21 & 3 AVE GOWANUS AVE","21 & 3 AVE GOWANUS AVE","21ST & 3 AVE GOWANUS AVE","21ST & 3 AVE GOWANUS AVE"
"3399",NA,"UNDERHILL AVE & DEAN","AVE","UNDERHILL AVE & DEAN AVE","UNDERHILL AVE & DEAN AVE","UNDERHILL AVE & DEAN AVE","UNDERHILL AVE & DEAN AVE"
"3400",NA,"COLUMBIA & HARRISON","ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST"
"3401",NA,"25S HICKS","ST","25S HICKS ST","25S HICKS ST","25THS HICKS ST","25THS HICKS ST"
"3402",NA,"STRONG PL","PL","STRONG PL","STRONG PL","STRONG PL","STRONG PL"
"3403",NA,"PACIFIC & POWERS","ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST"
"3404",NA,"PLYMOUTH & PEARL","ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST"
"3405",84,"FULTON","ST","84 FULTON ST","84 FULTON ST","84 FULTON ST","84 FULTON ST"
"3406",NA,"FRANKLIN & MYRTLE AVE","AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE"
"3407",NA,"NEVINS & STATE","ST","NEVINS & STATE ST","NEVINS & STATE ST","NEVINS & STATE ST","NEVINS & STATE ST"
"3408",NA,"MAHATFAN BANK NYH 287 JAY","ST","MAHATFAN BANK NYH 287 JAY ST","MAHATFAN BANK NYH 287 JAY ST","MAHATFAN BANK NYH 287TH JAY ST","MAHATFAN BANK NYH 287TH JAY ST"
"3409",NA,"N FLUSHING AVE OP CITY PARK","AVE","N FLUSHING AVE OP CITY PARK AVE","N FLUSHING AVE OP CITY PARK AVE","N FLUSHING AVE OP CITY PARK AVE","N FLUSHING AVE OP CITY PARK AVE"
"3410",NA,"ATLANTIC & COLUMBIAÃ¢ÂÂHENRY WOODMAN PROPRIETOR","ST","ATLANTIC & COLUMBIAÃ¢ÂÂHENRY WOODMAN PROPRIETOR ST","ATLANTIC & COLUMBIAÃ¢ÂÂHENRY WOODMAN PROPRIETOR ST","ATLANTIC & COLUMBIAÃ¢ÂÂHENRY WOODMAN PROPRIETOR ST","ATLANTIC & COLUMBIAÃ¢ÂÂHENRY WOODMAN PROPRIETOR ST"
"3411",NA,"TALMAN & BRG","BRG","TALMAN & BRG","TALMAN & BRG","TALMAN & BRG","TALMAN & BRG"
"3412",NA,"S U N 72 YORK","ST","S U N 72 YORK ST","S U N 72 YORK ST","S U N 72ND YORK ST","S U N 72ND YORK ST"
"3413",NA,"BOND & WYCKOFF","ST","BOND & WYCKOFF ST","BOND & WYCKOFF ST","BOND & WYCKOFF ST","BOND & WYCKOFF ST"
"3414",NA,"CENTRAL PRESBYTERIAN CHURCH CT & LIVINGSTON","CT","CENTRAL PRESBYTERIAN CHURCH CT & LIVINGSTON CT","CENTRAL PRESBYTERIAN CHURCH CT & LIVINGSTON CT","CENTRAL PRESBYTERIAN CHURCH CT & LIVINGSTON CT","CENTRAL PRESBYTERIAN CHURCH CT & LIVINGSTON CT"
"3415",NA,"FRINGE AND TASSEL MANUFACTURER AND AGENT FORSORIA AND CO FRENCH DYCRS 189 FULTON","ST","FRINGE AND TASSEL MANUFACTURER AND AGENT FORSORIA AND CO FRENCH DYCRS 189 FULTON ST","FRINGE AND TASSEL MANUFACTURER AND AGENT FORSORIA AND CO FRENCH DYCRS 189 FULTON ST","FRINGE AND TASSEL MANUFACTURER AND AGENT FORSORIA AND CO FRENCH DYCRS 189TH FULTON ST","FRINGE AND TASSEL MANUFACTURER AND AGENT FORSORIA AND CO FRENCH DYCRS 189TH FULTON ST"
"3416",NA,"COLUMBIA & FULTON AND 101 ATLANTIC AND 154 FULTON","ST","COLUMBIA & FULTON AND 101 ATLANTIC AND 154 FULTON ST","COLUMBIA & FULTON AND 101 ATLANTIC AND 154 FULTON ST","COLUMBIA & FULTON AND 101ST ATLANTIC AND 154 FULTON ST","COLUMBIA & FULTON AND 101ST ATLANTIC AND 154 FULTON ST"
"3417",NA,"","ST",NA,NA,NA,NA
"3418",NA,"S U CIVIL ENGINEER 97 DEGRAW","ST","S U CIVIL ENGINEER 97 DEGRAW ST","S U CIVIL ENGINEER 97 DEGRAW ST","S U CIVIL ENGINEER 97TH DEGRAW ST","S U CIVIL ENGINEER 97TH DEGRAW ST"
"3419",NA,"DEAN & BOERUM","ST","DEAN & BOERUM ST","DEAN & BOERUM ST","DEAN & BOERUM ST","DEAN & BOERUM ST"
"3420",NA,"TILLARY & GOLD","ST","TILLARY & GOLD ST","TILLARY & GOLD ST","TILLARY & GOLD ST","TILLARY & GOLD ST"
"3421",NA,"COLUMBIA & BALTIC","ST","COLUMBIA & BALTIC ST","COLUMBIA & BALTIC ST","COLUMBIA & BALTIC ST","COLUMBIA & BALTIC ST"
"3422",NA,"ATTORNEY AND COUNSELLOR AND COMMISSIONER OF DEEDS PRINCE","ST","ATTORNEY AND COUNSELLOR AND COMMISSIONER OF DEEDS PRINCE ST","ATTORNEY AND COUNSELLOR AND COMMISSIONER OF DEEDS PRINCE ST","ATTORNEY AND COUNSELLOR AND COMMISSIONER OF DEEDS PRINCE ST","ATTORNEY AND COUNSELLOR AND COMMISSIONER OF DEEDS PRINCE ST"
"3423",NA,"NYH JORALEMON & HENRY","ST","NYH JORALEMON & HENRY ST","NYH JORALEMON & HENRY ST","NYH JORALEMON & HENRY ST","NYH JORALEMON & HENRY ST"
"3424",95,"PRINCE","ST","95 PRINCE ST","95 PRINCE ST","95 PRINCE ST","95 PRINCE ST"
"3425",NA,"SOUTH FERRY","ST","SOUTH FERRY ST","SOUTH FERRY ST","SOUTH FERRY ST","SOUTH FERRY ST"
"3426",0,"","ST","0  ST","0  ST","0  ST","0  ST"
"3427",NA,"FRANKLIN BUILDINGS ORANGE & FULTON","ST","FRANKLIN BUILDINGS ORANGE & FULTON ST","FRANKLIN BUILDINGS ORANGE & FULTON ST","FRANKLIN BUILDINGS ORANGE & FULTON ST","FRANKLIN BUILDINGS ORANGE & FULTON ST"
"3428",NA,"HICKS & ORANGE","ST","HICKS & ORANGE ST","HICKS & ORANGE ST","HICKS & ORANGE ST","HICKS & ORANGE ST"
"3429",NA,"ORANGE & HICKS","ST","ORANGE & HICKS ST","ORANGE & HICKS ST","ORANGE & HICKS ST","ORANGE & HICKS ST"
"3430",NA,"ORANGE & HICKS","ST","ORANGE & HICKS ST","ORANGE & HICKS ST","ORANGE & HICKS ST","ORANGE & HICKS ST"
"3431",NA,"HENRY & ORANGE","ST","HENRY & ORANGE ST","HENRY & ORANGE ST","HENRY & ORANGE ST","HENRY & ORANGE ST"
"3432",165,"HUDSON AVE","AVE","165 HUDSON AVE","ONE HUNDRED SIXTY-FIVE HUDSON AVE","165 HUDSON AVE","ONE HUNDRED SIXTY-FIVE HUDSON AVE"
"3433",NA,"21 & 4 AVE GOWANUS","AVE","21 & 4 AVE GOWANUS AVE","21 & 4 AVE GOWANUS AVE","21ST & 4 AVE GOWANUS AVE","21ST & 4 AVE GOWANUS AVE"
"3434",NA,"JOHNSON & PRINCE","ST","JOHNSON & PRINCE ST","JOHNSON & PRINCE ST","JOHNSON & PRINCE ST","JOHNSON & PRINCE ST"
"3435",NA,"DEAN & SMITH","ST","DEAN & SMITH ST","DEAN & SMITH ST","DEAN & SMITH ST","DEAN & SMITH ST"
"3436",NA,"PACIFIC & BOERUM","ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST"
"3437",NA,"PACIFIC & BOERUM","ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST"
"3438",NA,"HAMILTON AVE & THE FERRY","AVE","HAMILTON AVE & THE FERRY AVE","HAMILTON AVE & THE FERRY AVE","HAMILTON AVE & THE FERRY AVE","HAMILTON AVE & THE FERRY AVE"
"3439",NA,"DUFFIELD & MYRTLE AVE","AVE","DUFFIELD & MYRTLE AVE","DUFFIELD & MYRTLE AVE","DUFFIELD & MYRTLE AVE","DUFFIELD & MYRTLE AVE"
"3440",NA,"CLASSON AVE & HICKORY","AVE","CLASSON AVE & HICKORY AVE","CLASSON AVE & HICKORY AVE","CLASSON AVE & HICKORY AVE","CLASSON AVE & HICKORY AVE"
"3441",NA,"LUQUIER & FLICKS RED HOOK","ST","LUQUIER & FLICKS RED HOOK ST","LUQUIER & FLICKS RED HOOK ST","LUQUIER & FLICKS RED HOOK ST","LUQUIER & FLICKS RED HOOK ST"
"3442",NA,"5 JAMES JJOTT JAMES,GREEN AVE & LOTTS LN","AVE","5 JAMES JJOTT JAMES,GREEN AVE & LOTTS LN AVE","5 JAMES JJOTT JAMES,GREEN AVE & LOTTS LN AVE","5TH JAMES JJOTT JAMES,GREEN AVE & LOTTS LN AVE","5TH JAMES JJOTT JAMES,GREEN AVE & LOTTS LN AVE"
"3443",NA,"BEDFORD","ST","BEDFORD ST","BEDFORD ST","BEDFORD ST","BEDFORD ST"
"3444",NA,"LOTTS LN & MYRTLE AVE","AVE","LOTTS LN & MYRTLE AVE","LOTTS LN & MYRTLE AVE","LOTTS LN & MYRTLE AVE","LOTTS LN & MYRTLE AVE"
"3445",3,"FRONT","ST","3 FRONT ST","3 FRONT ST","3 FRONT ST","3 FRONT ST"
"3446",NA,"20 & 4 AVE GOWANUS","AVE","20 & 4 AVE GOWANUS AVE","20 & 4 AVE GOWANUS AVE","20TH & 4 AVE GOWANUS AVE","20TH & 4 AVE GOWANUS AVE"
"3447",NA,"TILLARY & GOLD","ST","TILLARY & GOLD ST","TILLARY & GOLD ST","TILLARY & GOLD ST","TILLARY & GOLD ST"
"3448",NA,"SMITH & BERGEN","ST","SMITH & BERGEN ST","SMITH & BERGEN ST","SMITH & BERGEN ST","SMITH & BERGEN ST"
"3449",NA,"PACIFIC & WILLOW","ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST"
"3450",NA,"","ST",NA,NA,NA,NA
"3451",NA,"HUNTERFLY RD & RAILROAD","ST","HUNTERFLY RD & RAILROAD ST","HUNTERFLY RD & RAILROAD ST","HUNTERFLY RD & RAILROAD ST","HUNTERFLY RD & RAILROAD ST"
"3452",NA,"WARREN & HOYT","ST","WARREN & HOYT ST","WARREN & HOYT ST","WARREN & HOYT ST","WARREN & HOYT ST"
"3453",NA,"CHARLES & TALMAN","ST","CHARLES & TALMAN ST","CHARLES & TALMAN ST","CHARLES & TALMAN ST","CHARLES & TALMAN ST"
"3454",NA,"CLOVE RD BEDFORD","ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST"
"3455",NA,"VANDERBILT & PARK AVE","AVE","VANDERBILT & PARK AVE","VANDERBILT & PARK AVE","VANDERBILT & PARK AVE","VANDERBILT & PARK AVE"
"3456",NA,"WALWORTH & PARK AVE","AVE","WALWORTH & PARK AVE","WALWORTH & PARK AVE","WALWORTH & PARK AVE","WALWORTH & PARK AVE"
"3457",NA,"3D CUMBERLAND & MYRTLE AVE","AVE","3D CUMBERLAND & MYRTLE AVE","3D CUMBERLAND & MYRTLE AVE","3RDD CUMBERLAND & MYRTLE AVE","3RDD CUMBERLAND & MYRTLE AVE"
"3458",NA,"MERCHANT NYH 122 PIERREPONT","PIER","MERCHANT NYH 122 PIERREPONT PIER","MERCHANT NYH 122 PIERREPONT PIER","MERCHANT NYH 122ND PIERREPONT PIER","MERCHANT NYH 122ND PIERREPONT PIER"
"3459",NA,"CLINTON & FLUSHING AVE","AVE","CLINTON & FLUSHING AVE","CLINTON & FLUSHING AVE","CLINTON & FLUSHING AVE","CLINTON & FLUSHING AVE"
"3460",NA,"MECHANICS BANK NYH 217 ATLANTIC","ST","MECHANICS BANK NYH 217 ATLANTIC ST","MECHANICS BANK NYH 217 ATLANTIC ST","MECHANICS BANK NYH 217TH ATLANTIC ST","MECHANICS BANK NYH 217TH ATLANTIC ST"
"3461",NA,"JAY & WATER","ST","JAY & WATER ST","JAY & WATER ST","JAY & WATER ST","JAY & WATER ST"
"3462",NA,"MKENNY & DOUGHTY","ST","MKENNY & DOUGHTY ST","MKENNY & DOUGHTY ST","MKENNY & DOUGHTY ST","MKENNY & DOUGHTY ST"
"3463",NA,"PEARL & PLYMOUTH","PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL"
"3464",NA,"FLUSHING AVE & GRAHAM","AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE"
"3465",NA,"BERGEN & POWERS","ST","BERGEN & POWERS ST","BERGEN & POWERS ST","BERGEN & POWERS ST","BERGEN & POWERS ST"
"3466",NA,"SOUTH AND DOVER NYH 129 HUDSON AVE","AVE","SOUTH AND DOVER NYH 129 HUDSON AVE","SOUTH AND DOVER NYH 129 HUDSON AVE","SOUTH AND DOVER NYH 129TH HUDSON AVE","SOUTH AND DOVER NYH 129TH HUDSON AVE"
"3467",NA,"31 HUDSON AVE JJUCAS WILLIAM,HUDSON AVE & LAFAYETTE","AVE","31 HUDSON AVE JJUCAS WILLIAM,HUDSON AVE & LAFAYETTE AVE","31 HUDSON AVE JJUCAS WILLIAM,HUDSON AVE & LAFAYETTE AVE","31ST HUDSON AVE JJUCAS WILLIAM,HUDSON AVE & LAFAYETTE AVE","31ST HUDSON AVE JJUCAS WILLIAM,HUDSON AVE & LAFAYETTE AVE"
"3468",NA,"ION 128 DEGRAW","ST","ION 128 DEGRAW ST","ION 128 DEGRAW ST","ION 128TH DEGRAW ST","ION 128TH DEGRAW ST"
"3469",NA,"CANTON & TILLARY","ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST"
"3470",NA,"PARK AVE & CANTON","AVE","PARK AVE & CANTON AVE","PARK AVE & CANTON AVE","PARK AVE & CANTON AVE","PARK AVE & CANTON AVE"
"3471",NA,"N NAVY TILLARY TJUKE CATHERINE,PROSPECT & ADAMS","ST","N NAVY TILLARY TJUKE CATHERINE,PROSPECT & ADAMS ST","N NAVY TILLARY TJUKE CATHERINE,PROSPECT & ADAMS ST","N NAVY TILLARY TJUKE CATHERINE,PROSPECT & ADAMS ST","N NAVY TILLARY TJUKE CATHERINE,PROSPECT & ADAMS ST"
"3472",NA,"CUMBERLAND & MYRTLE AVE","AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE"
"3473",NA,"MYRTLE AVE & LOTTS LN","AVE","MYRTLE AVE & LOTTS LN AVE","MYRTLE AVE & LOTTS LN AVE","MYRTLE AVE & LOTTS LN AVE","MYRTLE AVE & LOTTS LN AVE"
"3474",NA,"HENRY & HAMILTON AVE","AVE","HENRY & HAMILTON AVE","HENRY & HAMILTON AVE","HENRY & HAMILTON AVE","HENRY & HAMILTON AVE"
"3475",NA,"MYRTLE AVE & RAYMOND","AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE"
"3476",NA,"CT B JORALEMON AND LIVINGSTON","ST","CT B JORALEMON AND LIVINGSTON ST","CT B JORALEMON AND LIVINGSTON ST","CT B JORALEMON AND LIVINGSTON ST","CT B JORALEMON AND LIVINGSTON ST"
"3477",NA,"SKILLMAN & MYRTLE AVE","AVE","SKILLMAN & MYRTLE AVE","SKILLMAN & MYRTLE AVE","SKILLMAN & MYRTLE AVE","SKILLMAN & MYRTLE AVE"
"3478",NA,"","ST",NA,NA,NA,NA
"3479",NA,"VANDERBILT AVE & DEAN","AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE"
"3480",NA,"STATE & NEVINS","ST","STATE & NEVINS ST","STATE & NEVINS ST","STATE & NEVINS ST","STATE & NEVINS ST"
"3481",NA,"STATE LYNCH EDWARD,FURMANN DOUGHTYH 100 HICKS","ST","STATE LYNCH EDWARD,FURMANN DOUGHTYH 100 HICKS ST","STATE LYNCH EDWARD,FURMANN DOUGHTYH 100 HICKS ST","STATE LYNCH EDWARD,FURMANN DOUGHTYH 100TH HICKS ST","STATE LYNCH EDWARD,FURMANN DOUGHTYH 100TH HICKS ST"
"3482",NA,"UNION & CT","CT","UNION & CT","UNION & CT","UNION & CT","UNION & CT"
"3483",NA,"TILLARY & NAVY","ST","TILLARY & NAVY ST","TILLARY & NAVY ST","TILLARY & NAVY ST","TILLARY & NAVY ST"
"3484",NA,"ATLANTIC AVE & OXFORD","AVE","ATLANTIC AVE & OXFORD AVE","ATLANTIC AVE & OXFORD AVE","ATLANTIC AVE & OXFORD AVE","ATLANTIC AVE & OXFORD AVE"
"3485",NA,"DEAN & 5 AVE","AVE","DEAN & 5 AVE","DEAN & 5 AVE","DEAN & 5TH AVE","DEAN & 5TH AVE"
"3486",NA,"KENT & MYRTLE AVE","AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE"
"3487",NA,"PACIFIC & SMITH","ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST"
"3488",NA,"STATE & BOND","ST","STATE & BOND ST","STATE & BOND ST","STATE & BOND ST","STATE & BOND ST"
"3489",NA,"262 MARSHALL & LITTLE L,YNCH PATRICK,18 TALMAN","ST","262 MARSHALL & LITTLE L,YNCH PATRICK,18 TALMAN ST","262 MARSHALL & LITTLE L,YNCH PATRICK,18 TALMAN ST","262ND MARSHALL & LITTLE L,YNCH PATRICK,18 TALMAN ST","262ND MARSHALL & LITTLE L,YNCH PATRICK,18 TALMAN ST"
"3490",NA,"JAY & JOHN HL TILLARY","HL","JAY & JOHN HL TILLARY HL","JAY & JOHN HL TILLARY HL","JAY & JOHN HL TILLARY HL","JAY & JOHN HL TILLARY HL"
"3491",NA,"JAMAICA RD & WASHINGTON AVE","AVE","JAMAICA RD & WASHINGTON AVE","JAMAICA RD & WASHINGTON AVE","JAMAICA RD & WASHINGTON AVE","JAMAICA RD & WASHINGTON AVE"
"3492",NA,"GRAHAM & MYRTLE AVE","AVE","GRAHAM & MYRTLE AVE","GRAHAM & MYRTLE AVE","GRAHAM & MYRTLE AVE","GRAHAM & MYRTLE AVE"
"3493",NA,"HOYT & BUTLER","ST","HOYT & BUTLER ST","HOYT & BUTLER ST","HOYT & BUTLER ST","HOYT & BUTLER ST"
"3494",NA,"JAY & JOHN","ST","JAY & JOHN ST","JAY & JOHN ST","JAY & JOHN ST","JAY & JOHN ST"
"3495",NA,"VANDERBILT AVE & PACIFIC","AVE","VANDERBILT AVE & PACIFIC AVE","VANDERBILT AVE & PACIFIC AVE","VANDERBILT AVE & PACIFIC AVE","VANDERBILT AVE & PACIFIC AVE"
"3496",NA,"HENRY & HAMILTON AVE","AVE","HENRY & HAMILTON AVE","HENRY & HAMILTON AVE","HENRY & HAMILTON AVE","HENRY & HAMILTON AVE"
"3497",NA,"NAVY & MYRTLE AVE","AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE"
"3498",NA,"CARLTON & FULTON AVE","AVE","CARLTON & FULTON AVE","CARLTON & FULTON AVE","CARLTON & FULTON AVE","CARLTON & FULTON AVE"
"3499",NA,"","ST",NA,NA,NA,NA
"3500",NA,"HICKS & UNION","ST","HICKS & UNION ST","HICKS & UNION ST","HICKS & UNION ST","HICKS & UNION ST"
"3501",NA,"BERGEN & SMITH","ST","BERGEN & SMITH ST","BERGEN & SMITH ST","BERGEN & SMITH ST","BERGEN & SMITH ST"
"3502",NA,"SMITH & BERGEN","ST","SMITH & BERGEN ST","SMITH & BERGEN ST","SMITH & BERGEN ST","SMITH & BERGEN ST"
"3503",NA,"WARREN & HOYT","ST","WARREN & HOYT ST","WARREN & HOYT ST","WARREN & HOYT ST","WARREN & HOYT ST"
"3504",NA,"BERGEN & BOERUM","ST","BERGEN & BOERUM ST","BERGEN & BOERUM ST","BERGEN & BOERUM ST","BERGEN & BOERUM ST"
"3505",NA,"","ST",NA,NA,NA,NA
"3506",NA,"HICKS B PRESIDENT AND CARLL","ST","HICKS B PRESIDENT AND CARLL ST","HICKS B PRESIDENT AND CARLL ST","HICKS B PRESIDENT AND CARLL ST","HICKS B PRESIDENT AND CARLL ST"
"3507",NA,"PRINCE & TILLARY","ST","PRINCE & TILLARY ST","PRINCE & TILLARY ST","PRINCE & TILLARY ST","PRINCE & TILLARY ST"
"3508",NA,"DICKENSONS ALY & SANDS","ALY","DICKENSONS ALY & SANDS ALY","DICKENSONS ALY & SANDS ALY","DICKENSONS ALY & SANDS ALY","DICKENSONS ALY & SANDS ALY"
"3509",NA,"MERCEIN & GARRISON","ST","MERCEIN & GARRISON ST","MERCEIN & GARRISON ST","MERCEIN & GARRISON ST","MERCEIN & GARRISON ST"
"3510",NA,"20 & 3 AVE GOWANUS","AVE","20 & 3 AVE GOWANUS AVE","20 & 3 AVE GOWANUS AVE","20TH & 3 AVE GOWANUS AVE","20TH & 3 AVE GOWANUS AVE"
"3511",NA,"7 WARD FLUSHING AVE & YVILLIAMSBURGH RD","AVE","7 WARD FLUSHING AVE & YVILLIAMSBURGH RD AVE","7 WARD FLUSHING AVE & YVILLIAMSBURGH RD AVE","7TH WARD FLUSHING AVE & YVILLIAMSBURGH RD AVE","7TH WARD FLUSHING AVE & YVILLIAMSBURGH RD AVE"
"3512",NA,"PACIFIC & CT","CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT"
"3513",NA,"","ST",NA,NA,NA,NA
"3514",NA,"FLUSHING & CLASSON AVE","AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE"
"3515",NA,"JAY & JOHN","ST","JAY & JOHN ST","JAY & JOHN ST","JAY & JOHN ST","JAY & JOHN ST"
"3516",NA,"BEDELLS BUILDINGS 70 MIDDAGH","ST","BEDELLS BUILDINGS 70 MIDDAGH ST","BEDELLS BUILDINGS 70 MIDDAGH ST","BEDELLS BUILDINGS 70TH MIDDAGH ST","BEDELLS BUILDINGS 70TH MIDDAGH ST"
