"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"1625",NA,"ADAMS & PLYMOUTH","PL","ADAMS & PLYMOUTH PL","ADAMS & PLYMOUTH PL","ADAMS & PLYMOUTH PL","ADAMS & PLYMOUTH PL"
"1626",NA,"WYCKOFF & NEVINS","ST","WYCKOFF & NEVINS ST","WYCKOFF & NEVINS ST","WYCKOFF & NEVINS ST","WYCKOFF & NEVINS ST"
"1627",NA,"BUTLER & HOYT","ST","BUTLER & HOYT ST","BUTLER & HOYT ST","BUTLER & HOYT ST","BUTLER & HOYT ST"
"1628",NA,"VAUDERBILT AVE & DEAN","AVE","VAUDERBILT AVE & DEAN AVE","VAUDERBILT AVE & DEAN AVE","VAUDERBILT AVE & DEAN AVE","VAUDERBILT AVE & DEAN AVE"
"1629",NA,"STATE & BOND","ST","STATE & BOND ST","STATE & BOND ST","STATE & BOND ST","STATE & BOND ST"
"1630",NA,"VANBRUNT & WOLCOTT RED HOOK","ST","VANBRUNT & WOLCOTT RED HOOK ST","VANBRUNT & WOLCOTT RED HOOK ST","VANBRUNT & WOLCOTT RED HOOK ST","VANBRUNT & WOLCOTT RED HOOK ST"
"1631",NA,"LUQUIER & HICKS RED HOOK","ST","LUQUIER & HICKS RED HOOK ST","LUQUIER & HICKS RED HOOK ST","LUQUIER & HICKS RED HOOK ST","LUQUIER & HICKS RED HOOK ST"
"1632",NA,"NURSE 228 ATLANTIC & BOERUM","ST","NURSE 228 ATLANTIC & BOERUM ST","NURSE 228 ATLANTIC & BOERUM ST","NURSE 228TH ATLANTIC & BOERUM ST","NURSE 228TH ATLANTIC & BOERUM ST"
"1633",NA,"UNION & VANBRUNTST","ST","UNION & VANBRUNTST","UNION & VANBRUNTST","UNION & VANBRUNTST","UNION & VANBRUNTST"
"1634",3,"AVE GOWANUS","AVE","3 AVE GOWANUS AVE","THREE AVE GOWANUS AVE","3 AVE GOWANUS AVE","THREE AVE GOWANUS AVE"
"1635",NA,"PACIFIC & BOERUM","ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST"
"1636",NA,"WARREN & BOND","ST","WARREN & BOND ST","WARREN & BOND ST","WARREN & BOND ST","WARREN & BOND ST"
"1637",NA,"NAVY & TILLARY","ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST"
"1638",NA,"PLYMOUTH & PEARL","ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST"
"1639",NA,"JOHN & GOLD","ST","JOHN & GOLD ST","JOHN & GOLD ST","JOHN & GOLD ST","JOHN & GOLD ST"
"1640",NA,"RAYMOND & MYRTLE AVE","AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE"
"1641",NA,"16G MYRTLE AVE","AVE","16G MYRTLE AVE","16G MYRTLE AVE","16THG MYRTLE AVE","16THG MYRTLE AVE"
"1642",NA,"PACIFIC & WILLOW","ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST"
"1643",NA,"WATER & ADAMS","ST","WATER & ADAMS ST","WATER & ADAMS ST","WATER & ADAMS ST","WATER & ADAMS ST"
"1644",NA,"JAY & WATERS","ST","JAY & WATERS ST","JAY & WATERS ST","JAY & WATERS ST","JAY & WATERS ST"
"1645",NA,"JOHN & HUDSON AVE","AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE"
"1646",NA,"WATER & JAY","ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST"
"1647",NA,"LITTLE OP PLYMOUTH","PL","LITTLE OP PLYMOUTH PL","LITTLE OP PLYMOUTH PL","LITTLE OP PLYMOUTH PL","LITTLE OP PLYMOUTH PL"
"1648",NA,"JAY & WATER","ST","JAY & WATER ST","JAY & WATER ST","JAY & WATER ST","JAY & WATER ST"
"1649",NA,"E BRG JOHN","BRG","E BRG JOHN BRG","E BRG JOHN BRG","E BRG JOHN BRG","E BRG JOHN BRG"
"1650",NA,"JAY & WATER","ST","JAY & WATER ST","JAY & WATER ST","JAY & WATER ST","JAY & WATER ST"
"1651",NA,"COLUMBIA & CONGRESS","ST","COLUMBIA & CONGRESS ST","COLUMBIA & CONGRESS ST","COLUMBIA & CONGRESS ST","COLUMBIA & CONGRESS ST"
"1652",NA,"WATER & JAY","ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST"
"1653",NA,"PLYMOUTH & BRG","BRG","PLYMOUTH & BRG","PLYMOUTH & BRG","PLYMOUTH & BRG","PLYMOUTH & BRG"
"1654",NA,"CT & ATLANTIC","ST","CT & ATLANTIC ST","CT & ATLANTIC ST","CT & ATLANTIC ST","CT & ATLANTIC ST"
"1655",251,"PEARL","ST","251 PEARL ST","251 PEARL ST","251 PEARL ST","251 PEARL ST"
"1656",NA,"JOHN & HUDSON AVE","AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE"
"1657",NA,"FA NCY STORE 133 CT","ST","FA NCY STORE 133 CT ST","FA NCY STORE 133 CT ST","FA NCY STORE 133RD CT ST","FA NCY STORE 133RD CT ST"
"1658",NA,"CT & PACIFIC","ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST"
"1659",NA,"WATER & JAY","ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST"
"1660",NA,"PEARL & PLYMOUTH","PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL"
"1661",NA,"WATER & JAY","ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST","WATER & JAY ST"
"1662",NA,"SPENCER & PARK AVE","AVE","SPENCER & PARK AVE","SPENCER & PARK AVE","SPENCER & PARK AVE","SPENCER & PARK AVE"
"1663",NA,"PRESIDENT & VANBRUNT ALY","ALY","PRESIDENT & VANBRUNT ALY","PRESIDENT & VANBRUNT ALY","PRESIDENT & VANBRUNT ALY","PRESIDENT & VANBRUNT ALY"
"1664",NA,"WATER & LITTLE","ST","WATER & LITTLE ST","WATER & LITTLE ST","WATER & LITTLE ST","WATER & LITTLE ST"
"1665",NA,"JAY & JOHN","ST","JAY & JOHN ST","JAY & JOHN ST","JAY & JOHN ST","JAY & JOHN ST"
"1666",NA,"WATER C.P LITTLE","ST","WATER C.P LITTLE ST","WATER C.P LITTLE ST","WATER C.P LITTLE ST","WATER C.P LITTLE ST"
"1667",NA,"RAYMOND & MYRTLE AR","ST","RAYMOND & MYRTLE AR ST","RAYMOND & MYRTLE AR ST","RAYMOND & MYRTLE AR ST","RAYMOND & MYRTLE AR ST"
"1668",NA,"CT & ATLANTIC","ST","CT & ATLANTIC ST","CT & ATLANTIC ST","CT & ATLANTIC ST","CT & ATLANTIC ST"
"1669",NA,"S U M 142 MYRTLE AVE","AVE","S U M 142 MYRTLE AVE","S U M 142 MYRTLE AVE","S U M 142ND MYRTLE AVE","S U M 142ND MYRTLE AVE"
"1670",NA,"ATLANTIC BANK AND CITY TREA,SURER FULTON","ST","ATLANTIC BANK AND CITY TREA,SURER FULTON ST","ATLANTIC BANK AND CITY TREA,SURER FULTON ST","ATLANTIC BANK AND CITY TREA,SURER FULTON ST","ATLANTIC BANK AND CITY TREA,SURER FULTON ST"
"1671",NA,"PARK AVE & CUMBERLAND","AVE","PARK AVE & CUMBERLAND AVE","PARK AVE & CUMBERLAND AVE","PARK AVE & CUMBERLAND AVE","PARK AVE & CUMBERLAND AVE"
"1672",NA,"","ST",NA,NA,NA,NA
"1673",NA,"S U N 213 FRONT","ST","S U N 213 FRONT ST","S U N 213 FRONT ST","S U N 213TH FRONT ST","S U N 213TH FRONT ST"
"1674",NA,"E HICKORY FRANKLIN AVE","AVE","E HICKORY FRANKLIN AVE","E HICKORY FRANKLIN AVE","E HICKORY FRANKLIN AVE","E HICKORY FRANKLIN AVE"
"1675",NA,"","ST",NA,NA,NA,NA
"1676",NA,"LAFAYETTE B NAVY AND HUDSON AVE","AVE","LAFAYETTE B NAVY AND HUDSON AVE","LAFAYETTE B NAVY AND HUDSON AVE","LAFAYETTE B NAVY AND HUDSON AVE","LAFAYETTE B NAVY AND HUDSON AVE"
"1677",NA,"FULTON AVE & DUFFIELD","AVE","FULTON AVE & DUFFIELD AVE","FULTON AVE & DUFFIELD AVE","FULTON AVE & DUFFIELD AVE","FULTON AVE & DUFFIELD AVE"
"1678",NA,"SMITH U BERGEN","ST","SMITH U BERGEN ST","SMITH U BERGEN ST","SMITH U BERGEN ST","SMITH U BERGEN ST"
"1679",NA,"","ST",NA,NA,NA,NA
"1680",NA,"HICKORY & FRANKLIN AVE","AVE","HICKORY & FRANKLIN AVE","HICKORY & FRANKLIN AVE","HICKORY & FRANKLIN AVE","HICKORY & FRANKLIN AVE"
"1681",18,"U 3 AVE GOWANUS","AVE","18 U 3 AVE GOWANUS AVE","EIGHTEEN U 3 AVE GOWANUS AVE","18 U 3RD AVE GOWANUS AVE","EIGHTEEN U 3RD AVE GOWANUS AVE"
"1682",NA,"KENT & PARK AVE","AVE","KENT & PARK AVE","KENT & PARK AVE","KENT & PARK AVE","KENT & PARK AVE"
"1683",NA,"FLUSHING & KENT AVE","AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE"
"1684",NA,"","ST",NA,NA,NA,NA
"1685",NA,"BLACKSMITH AND WHEELWRIGHT 237 HUDSON AVE","AVE","BLACKSMITH AND WHEELWRIGHT 237 HUDSON AVE","BLACKSMITH AND WHEELWRIGHT 237 HUDSON AVE","BLACKSMITH AND WHEELWRIGHT 237TH HUDSON AVE","BLACKSMITH AND WHEELWRIGHT 237TH HUDSON AVE"
"1686",NA,"BERGCN & SMITH","ST","BERGCN & SMITH ST","BERGCN & SMITH ST","BERGCN & SMITH ST","BERGCN & SMITH ST"
"1687",NA,"CT & 4 PL","PL","CT & 4 PL","CT & 4 PL","CT & 4TH PL","CT & 4TH PL"
"1688",NA,"JOHN & HUDSON AVE","AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE","JOHN & HUDSON AVE"
"1689",NA,"","ST",NA,NA,NA,NA
"1690",NA,"TILLARY & RAYMOND","ST","TILLARY & RAYMOND ST","TILLARY & RAYMOND ST","TILLARY & RAYMOND ST","TILLARY & RAYMOND ST"
"1691",NA,"","ST",NA,NA,NA,NA
"1692",NA,"HUDSON AVE & FLEET","AVE","HUDSON AVE & FLEET AVE","HUDSON AVE & FLEET AVE","HUDSON AVE & FLEET AVE","HUDSON AVE & FLEET AVE"
"1693",NA,"FLEET & WILLOUGHBY","ST","FLEET & WILLOUGHBY ST","FLEET & WILLOUGHBY ST","FLEET & WILLOUGHBY ST","FLEET & WILLOUGHBY ST"
"1694",270,"PEARL","ST","270 PEARL ST","270 PEARL ST","270 PEARL ST","270 PEARL ST"
"1695",257,"HUDSON AVE","AVE","257 HUDSON AVE","TWO HUNDRED FIFTY-SEVEN HUDSON AVE","257 HUDSON AVE","TWO HUNDRED FIFTY-SEVEN HUDSON AVE"
"1696",NA,"PACIFIC & WILLOW","ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST","PACIFIC & WILLOW ST"
"1697",NA,"PACIFIC & CT","CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT"
"1698",NA,"SMITH & BERGEN","ST","SMITH & BERGEN ST","SMITH & BERGEN ST","SMITH & BERGEN ST","SMITH & BERGEN ST"
"1699",NA,"HENRY & DEGRAW","ST","HENRY & DEGRAW ST","HENRY & DEGRAW ST","HENRY & DEGRAW ST","HENRY & DEGRAW ST"
"1700",20,"STN 4 AVE GOWANUS","AVE","20 STN 4 AVE GOWANUS AVE","TWENTY STN 4 AVE GOWANUS AVE","20 STN 4TH AVE GOWANUS AVE","TWENTY STN 4TH AVE GOWANUS AVE"
"1701",NA,"HICKS AND HAMILTON AVE","AVE","HICKS AND HAMILTON AVE","HICKS AND HAMILTON AVE","HICKS AND HAMILTON AVE","HICKS AND HAMILTON AVE"
"1702",NA,"WARREN & SMITH","ST","WARREN & SMITH ST","WARREN & SMITH ST","WARREN & SMITH ST","WARREN & SMITH ST"
"1703",NA,"ATLANTIC & HENRY CRAKE JOHN J,13 N CEDAR Y H N LIVINGSTON NEVINS","ST","ATLANTIC & HENRY CRAKE JOHN J,13 N CEDAR Y H N LIVINGSTON NEVINS ST","ATLANTIC & HENRY CRAKE JOHN J,13 N CEDAR Y H N LIVINGSTON NEVINS ST","ATLANTIC & HENRY CRAKE JOHN J,13TH N CEDAR Y H N LIVINGSTON NEVINS ST","ATLANTIC & HENRY CRAKE JOHN J,13TH N CEDAR Y H N LIVINGSTON NEVINS ST"
"1704",NA,"GRAHAM & FLUSHING AVE","AVE","GRAHAM & FLUSHING AVE","GRAHAM & FLUSHING AVE","GRAHAM & FLUSHING AVE","GRAHAM & FLUSHING AVE"
"1705",NA,"53 WALL NYH AMITY & HENRY","ST","53 WALL NYH AMITY & HENRY ST","53 WALL NYH AMITY & HENRY ST","53RD WALL NYH AMITY & HENRY ST","53RD WALL NYH AMITY & HENRY ST"
"1706",NA,"CARPET WEAVING 122 FULTON","ST","CARPET WEAVING 122 FULTON ST","CARPET WEAVING 122 FULTON ST","CARPET WEAVING 122ND FULTON ST","CARPET WEAVING 122ND FULTON ST"
"1707",NA,"N YH 137 BICKS","ST","N YH 137 BICKS ST","N YH 137 BICKS ST","N YH 137TH BICKS ST","N YH 137TH BICKS ST"
"1708",NA,"ISO MYRTLE AVE","AVE","ISO MYRTLE AVE","ISO MYRTLE AVE","ISO MYRTLE AVE","ISO MYRTLE AVE"
"1709",NA,"NAVY & MYRTLE AVE","AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE"
"1710",NA,"UNION & HAMILTON AVE","AVE","UNION & HAMILTON AVE","UNION & HAMILTON AVE","UNION & HAMILTON AVE","UNION & HAMILTON AVE"
"1711",NA,"FLUSHING & CLASSON AVE","AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE"
"1712",NA,"LSTH & 4 AVE GOWANUS","AVE","LSTH & 4 AVE GOWANUS AVE","LSTH & 4 AVE GOWANUS AVE","LSTH & 4TH AVE GOWANUS AVE","LSTH & 4TH AVE GOWANUS AVE"
"1713",NA,"SCHERMERHORN & NEVINS","ST","SCHERMERHORN & NEVINS ST","SCHERMERHORN & NEVINS ST","SCHERMERHORN & NEVINS ST","SCHERMERHORN & NEVINS ST"
"1714",NA,"HICKS & LUQUIER","ST","HICKS & LUQUIER ST","HICKS & LUQUIER ST","HICKS & LUQUIER ST","HICKS & LUQUIER ST"
"1715",NA,"NAVY & LAFAYETTE","ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST"
"1716",NA,"PARK PL & NASSAU","PL","PARK PL & NASSAU PL","PARK PL & NASSAU PL","PARK PL & NASSAU PL","PARK PL & NASSAU PL"
"1717",NA,"CONCORD & LIBERTY","ST","CONCORD & LIBERTY ST","CONCORD & LIBERTY ST","CONCORD & LIBERTY ST","CONCORD & LIBERTY ST"
"1718",NA,"WARREN & CT","CT","WARREN & CT","WARREN & CT","WARREN & CT","WARREN & CT"
"1719",NA,"POWERS & ATLANTIC","ST","POWERS & ATLANTIC ST","POWERS & ATLANTIC ST","POWERS & ATLANTIC ST","POWERS & ATLANTIC ST"
"1720",NA,"HENRY & STATE","ST","HENRY & STATE ST","HENRY & STATE ST","HENRY & STATE ST","HENRY & STATE ST"
"1721",NA,"POWERS & STATE","ST","POWERS & STATE ST","POWERS & STATE ST","POWERS & STATE ST","POWERS & STATE ST"
"1722",NA,"KENT & MYRTLE AVE","AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE"
"1723",NA,"WILLOW & ATLANTIC","ST","WILLOW & ATLANTIC ST","WILLOW & ATLANTIC ST","WILLOW & ATLANTIC ST","WILLOW & ATLANTIC ST"
"1724",NA,"DEAN & 5 AVE","AVE","DEAN & 5 AVE","DEAN & 5 AVE","DEAN & 5TH AVE","DEAN & 5TH AVE"
"1725",NA,"TILLARY & STANTON","ST","TILLARY & STANTON ST","TILLARY & STANTON ST","TILLARY & STANTON ST","TILLARY & STANTON ST"
"1726",NA,"58 SCHERMERHORN & HOYT","ST","58 SCHERMERHORN & HOYT ST","58 SCHERMERHORN & HOYT ST","58TH SCHERMERHORN & HOYT ST","58TH SCHERMERHORN & HOYT ST"
"1727",NA,"MAIN & PLYMOUTH","PL","MAIN & PLYMOUTH PL","MAIN & PLYMOUTH PL","MAIN & PLYMOUTH PL","MAIN & PLYMOUTH PL"
"1728",NA,"DEGRAW & COLUMBIA","ST","DEGRAW & COLUMBIA ST","DEGRAW & COLUMBIA ST","DEGRAW & COLUMBIA ST","DEGRAW & COLUMBIA ST"
"1729",NA,"GRAHAM & MYRTLE AVE","AVE","GRAHAM & MYRTLE AVE","GRAHAM & MYRTLE AVE","GRAHAM & MYRTLE AVE","GRAHAM & MYRTLE AVE"
"1730",NA,"AMITY & COLUMBIA","ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST"
"1731",NA,"SMITH & STATE","ST","SMITH & STATE ST","SMITH & STATE ST","SMITH & STATE ST","SMITH & STATE ST"
"1732",NA,"PACIFIC & BOERUM","ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST","PACIFIC & BOERUM ST"
"1733",NA,"STATE & BOERUM","ST","STATE & BOERUM ST","STATE & BOERUM ST","STATE & BOERUM ST","STATE & BOERUM ST"
"1734",NA,"12 JAY RUFFEY OWEN,WALWORTH & PARK AVE","AVE","12 JAY RUFFEY OWEN,WALWORTH & PARK AVE","12 JAY RUFFEY OWEN,WALWORTH & PARK AVE","12TH JAY RUFFEY OWEN,WALWORTH & PARK AVE","12TH JAY RUFFEY OWEN,WALWORTH & PARK AVE"
"1735",NA,"GOLD & TILLARY","ST","GOLD & TILLARY ST","GOLD & TILLARY ST","GOLD & TILLARY ST","GOLD & TILLARY ST"
"1736",NA,"CLASSON & MYRTLE AVE","AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE"
"1737",NA,"CLINTON AVE","AVE","CLINTON AVE","CLINTON AVE","CLINTON AVE","CLINTON AVE"
"1738",NA,"CLINTON & FULTON AVE","AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE"
"1739",NA,"MYRTLE & HUDSON AVE BUFFON J F L , FULTON AVE N GOLD","AVE","MYRTLE & HUDSON AVE BUFFON J F L , FULTON AVE N GOLD AVE","MYRTLE & HUDSON AVE BUFFON J F L , FULTON AVE N GOLD AVE","MYRTLE & HUDSON AVE BUFFON J F L , FULTON AVE N GOLD AVE","MYRTLE & HUDSON AVE BUFFON J F L , FULTON AVE N GOLD AVE"
"1740",NA,"FULTON AVE & GOLD","AVE","FULTON AVE & GOLD AVE","FULTON AVE & GOLD AVE","FULTON AVE & GOLD AVE","FULTON AVE & GOLD AVE"
"1741",NA,"PACIFIC & POWERS","ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST"
"1742",NA,"SASH AND BLIND MAKER , SCHCRMERHORN & BOND","ST","SASH AND BLIND MAKER , SCHCRMERHORN & BOND ST","SASH AND BLIND MAKER , SCHCRMERHORN & BOND ST","SASH AND BLIND MAKER , SCHCRMERHORN & BOND ST","SASH AND BLIND MAKER , SCHCRMERHORN & BOND ST"
"1743",NA,"PLYMOUTH & PEARL","ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST"
"1744",NA,"DOUGHTY & ELIZABETH","ST","DOUGHTY & ELIZABETH ST","DOUGHTY & ELIZABETH ST","DOUGHTY & ELIZABETH ST","DOUGHTY & ELIZABETH ST"
"1745",NA,"JORALEMON & CT","CT","JORALEMON & CT","JORALEMON & CT","JORALEMON & CT","JORALEMON & CT"
"1746",NA,"NAVY & TILLARY","ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST"
"1747",NA,"","ST",NA,NA,NA,NA
"1748",NA,"FLATBUSH RD","ST","FLATBUSH RD ST","FLATBUSH RD ST","FLATBUSH RD ST","FLATBUSH RD ST"
"1749",NA,"PACIFIC & CT","CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT"
"1750",NA,"CT & LUQUIER","ST","CT & LUQUIER ST","CT & LUQUIER ST","CT & LUQUIER ST","CT & LUQUIER ST"
"1751",NA,"COLUMBIA & IRVING","ST","COLUMBIA & IRVING ST","COLUMBIA & IRVING ST","COLUMBIA & IRVING ST","COLUMBIA & IRVING ST"
"1752",NA,"COLUMBIA & VINE","ST","COLUMBIA & VINE ST","COLUMBIA & VINE ST","COLUMBIA & VINE ST","COLUMBIA & VINE ST"
"1753",NA,"N PEARL & PLYMOUTH","PL","N PEARL & PLYMOUTH PL","N PEARL & PLYMOUTH PL","N PEARL & PLYMOUTH PL","N PEARL & PLYMOUTH PL"
"1754",32,"MAIDEN LA","ST","32 MAIDEN LA ST","32 MAIDEN LA ST","32 MAIDEN LA ST","32 MAIDEN LA ST"
"1755",NA,"CUMBERLAND & DE KALB AVE","AVE","CUMBERLAND & DE KALB AVE","CUMBERLAND & DE KALB AVE","CUMBERLAND & DE KALB AVE","CUMBERLAND & DE KALB AVE"
"1756",5,"SOUTH NYH 167 HENRY RUNHAM ELIZA,BEDFORD","ST","5 SOUTH NYH 167 HENRY RUNHAM ELIZA,BEDFORD ST","5 SOUTH NYH 167 HENRY RUNHAM ELIZA,BEDFORD ST","5 SOUTH NYH 167TH HENRY RUNHAM ELIZA,BEDFORD ST","5 SOUTH NYH 167TH HENRY RUNHAM ELIZA,BEDFORD ST"
"1757",NA,"ADELPHI & MYRTLE AVE","AVE","ADELPHI & MYRTLE AVE","ADELPHI & MYRTLE AVE","ADELPHI & MYRTLE AVE","ADELPHI & MYRTLE AVE"
"1758",NA,"HARTS ALY & BRG","ALY","HARTS ALY & BRG ALY","HARTS ALY & BRG ALY","HARTS ALY & BRG ALY","HARTS ALY & BRG ALY"
"1759",NA,"RNARKCTMAN239 JOHN","ST","RNARKCTMAN239 JOHN ST","RNARKCTMAN239 JOHN ST","RNARKCTMAN239TH JOHN ST","RNARKCTMAN239TH JOHN ST"
"1760",NA,"FLUSHING AVE & WALWORTH","AVE","FLUSHING AVE & WALWORTH AVE","FLUSHING AVE & WALWORTH AVE","FLUSHING AVE & WALWORTH AVE","FLUSHING AVE & WALWORTH AVE"
"1761",NA,"PACIFIC & CT","CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT"
"1762",NA,"","ST",NA,NA,NA,NA
"1763",NA,"POWERS & STATE","ST","POWERS & STATE ST","POWERS & STATE ST","POWERS & STATE ST","POWERS & STATE ST"
"1764",NA,"CARLL & WILLOUGHBY","ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST"
"1765",NA,"WYCKOFF & GOWANUS LN","LN","WYCKOFF & GOWANUS LN","WYCKOFF & GOWANUS LN","WYCKOFF & GOWANUS LN","WYCKOFF & GOWANUS LN"
"1766",NA,"COLUMBIA & PACIFIC","ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST"
"1767",NA,"PACIFIC & CT","CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT"
"1768",NA,"BOERUM & BERGEN","ST","BOERUM & BERGEN ST","BOERUM & BERGEN ST","BOERUM & BERGEN ST","BOERUM & BERGEN ST"
"1769",NA,"ATLANTIC & CARLTON AVE","AVE","ATLANTIC & CARLTON AVE","ATLANTIC & CARLTON AVE","ATLANTIC & CARLTON AVE","ATLANTIC & CARLTON AVE"
"1770",NA,"LITTLE & WATER","ST","LITTLE & WATER ST","LITTLE & WATER ST","LITTLE & WATER ST","LITTLE & WATER ST"
"1771",NA,"SHOE MAKER 213 ADAMS","ST","SHOE MAKER 213 ADAMS ST","SHOE MAKER 213 ADAMS ST","SHOE MAKER 213TH ADAMS ST","SHOE MAKER 213TH ADAMS ST"
"1772",NA,"NAVY & JOHNSON","ST","NAVY & JOHNSON ST","NAVY & JOHNSON ST","NAVY & JOHNSON ST","NAVY & JOHNSON ST"
"1773",NA,"FLATBUSH TURNPIKE & NEVINS","ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST"
"1774",NA,"POWERS & SCHERMERHORN","ST","POWERS & SCHERMERHORN ST","POWERS & SCHERMERHORN ST","POWERS & SCHERMERHORN ST","POWERS & SCHERMERHORN ST"
"1775",NA,"FULTON AVE & RED HOOK PL","AVE","FULTON AVE & RED HOOK PL AVE","FULTON AVE & RED HOOK PL AVE","FULTON AVE & RED HOOK PL AVE","FULTON AVE & RED HOOK PL AVE"
"1776",NA,"PACIFIC & CT","CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT"
"1777",NA,"CUMBERLAND & FLUSHING AVE","AVE","CUMBERLAND & FLUSHING AVE","CUMBERLAND & FLUSHING AVE","CUMBERLAND & FLUSHING AVE","CUMBERLAND & FLUSHING AVE"
"1778",NA,"DUFFIELD & FULTON AVE","AVE","DUFFIELD & FULTON AVE","DUFFIELD & FULTON AVE","DUFFIELD & FULTON AVE","DUFFIELD & FULTON AVE"
"1779",NA,"SHOVEL MANUFIS MYRTLE AVE E GRAHAM","AVE","SHOVEL MANUFIS MYRTLE AVE E GRAHAM AVE","SHOVEL MANUFIS MYRTLE AVE E GRAHAM AVE","SHOVEL MANUFIS MYRTLE AVE E GRAHAM AVE","SHOVEL MANUFIS MYRTLE AVE E GRAHAM AVE"
"1780",NA,"SACKETT & COLUMBIA","ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST"
"1781",NA,"FLUSHING AVE OP SPENCER","AVE","FLUSHING AVE OP SPENCER AVE","FLUSHING AVE OP SPENCER AVE","FLUSHING AVE OP SPENCER AVE","FLUSHING AVE OP SPENCER AVE"
"1782",NA,"nan & BERGEN AND CT","CT","NAN & BERGEN AND CT","NAN & BERGEN AND CT","NAN & BERGEN AND CT","NAN & BERGEN AND CT"
"1783",NA,"WHOLESALE LIQUOR DEALERS 19 DEAN","ST","WHOLESALE LIQUOR DEALERS 19 DEAN ST","WHOLESALE LIQUOR DEALERS 19 DEAN ST","WHOLESALE LIQUOR DEALERS 19TH DEAN ST","WHOLESALE LIQUOR DEALERS 19TH DEAN ST"
