"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"1616",NA,NA,NA,NA,NA,"W R 25","AV6",NA,NA,NA
"1617","110 BOWERY ,H H 110 BOWERY","110","BOWERY",NA,NA,NA,NA,NA,"110","BOWERY"
"1618","W N 25 AVE H 6","25","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1619","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1620","W N 32 AVE H 10","32","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1621",NA,NA,NA,"BROADWAY","W 25",NA,NA,NA,NA,NA
"1622","54RIDGE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","AVE N H 2",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"1624","FEI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","74 WALL","74","WALL",NA,NA,NA,NA,NA,NA,NA
"1626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627",NA,NA,NA,NA,NA,"W 17","AV6",NA,NA,NA
"1628",NA,NA,NA,"FEARING DANIEL AVE B","E 15",NA,NA,NA,NA,NA
"1629","E R 26 AVE B H 1 AND 2",NA,NA,NA,NA,NA,NA,NA,"1","2"
"1630","W N 37 AVE H 10","37","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1631","30 NEW","30","NEW",NA,NA,NA,NA,NA,NA,NA
"1632","W N 38 AVE H 9","38","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1633","6 AVE H 4","6","AVE H 4",NA,NA,NA,NA,NA,NA,"4"
"1634","6 AVE H 4","6","AVE H 4",NA,NA,NA,NA,NA,NA,"4"
"1635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","E N 25 AVE H 2","25","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1638","3A8 WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","48 CHERRY","48","CHERRY",NA,NA,NA,NA,NA,NA,NA
"1640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","OF WILLIAM R H 53 AMOS",NA,NA,NA,NA,NA,NA,NA,"53","AMOS"
"1642",NA,NA,NA,NA,NA,"AVE A","E 13",NA,NA,NA
"1643","150 BROOME","150","BROOME",NA,NA,NA,NA,NA,NA,NA
"1644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","N 30 AVE H 7",NA,NA,NA,NA,NA,NA,NA,NA,"7"
"1646",NA,NA,NA,"STANTON","GOERCK",NA,NA,NA,NA,NA
"1647","150 CLINTON","150","CLINTON",NA,NA,NA,NA,NA,NA,NA
"1648","N 44 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"1649","4 G.WICH,H. II ALBANY",NA,NA,NA,NA,NA,NA,"NY",NA,NA
"1650","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1651","25 KING","25","KING",NA,NA,NA,NA,NA,NA,NA
"1652",NA,NA,NA,NA,NA,"E 24","AVE. A ,",NA,NA,NA
"1653","W N 23 AVE H 5","23","AVE N H 5",NA,NA,NA,NA,NA,NA,"5"
"1654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","H H 173 HOUSTN","173","HOUSTN",NA,NA,NA,NA,NA,NA,"173"
"1657","375 AVE H 6","375","AVE H 6",NA,NA,NA,NA,NA,NA,"6"
"1658","20 NASSAU , NEW YORK","20","NASSAU , NEW YORK",NA,NA,NA,NA,NA,NA,NA
"1659","FIN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","H 535T.MARKS PL",NA,NA,NA,NA,NA,NA,NA,NA,"MARKS PL"
"1661",NA,NA,NA,"AVE A","E 11",NA,NA,NA,NA,NA
"1662","32 MADISON","32","MADISON",NA,NA,NA,NA,NA,NA,NA
"1663","17 DIVISION","17","DIVISION",NA,NA,NA,NA,NA,NA,NA
"1664",NA,NA,NA,"AVE B","E 13",NA,NA,NA,NA,NA
"1665","W N 41 AVE H 12","41","AVE N H 12",NA,NA,NA,NA,NA,NA,"12"
"1666","E 27 B AVS 4 AND 5","27","B AVS 4 AND 5",NA,NA,NA,NA,NA,NA,NA
"1667","W H 35 , AVE H 7","35",", AVE H 7",NA,NA,NA,NA,NA,"35","AVE H"
"1668",NA,NA,NA,NA,NA,"GREENWICH AVE.","JANE",NA,NA,NA
"1669","FIREMENS INSURANCE CO H 59 WALL",NA,NA,NA,NA,NA,NA,NA,"59","WALL"
"1670","W N 39 AVE H 9","39","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1671","W N 37 AVE H 9","37","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1672","POND AND CO H 1 FRANKLIN SQ,H. GEIAN PILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673",NA,NA,NA,NA,NA,"AVE B","E 13",NA,NA,NA
"1674","W N 30 AVE H 7","30","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1675","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1676","W N 30 AVE H 8","30","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","12 HAMILTON","12","HAMILTON",NA,NA,NA,NA,NA,NA,NA
"1679","E N 16 AVE H 1","16","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1680","W N 39 AVE H 10","39","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1681","E N 26 AVE H 2","26","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1682","W N 42 AVE H 7","42","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1683","W N 28 AVE H 10","28","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1684","592 GRAND","592","GRAND",NA,NA,NA,NA,NA,NA,NA
"1685","FISK JOHN J CASH AMER EX BK H 50 WALL",NA,NA,NA,NA,NA,NA,NA,"50","WALL"
"1686","N 23 AVE H 9","23","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1687","W N 23 AVE H 9","23","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1688","41N AVE H 11",NA,NA,NA,NA,NA,NA,NA,NA,"11"
"1689","W N 34 AVE H 10","34","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1690","63 CHERRY ,H H 63 CHERRY","63","CHERRY",NA,NA,NA,NA,NA,"63","CHERRY"
"1691","H R3 FIH",NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","FLA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","10 VANDEWATER","10","VANDEWATER",NA,NA,NA,NA,NA,NA,NA
"1695","W N 37 AVE H 10","37","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1696","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1697",NA,NA,NA,NA,NA,"W 30","AV6 H.BKLYN",NA,NA,NA
"1698","E N 28 AVE H 3","28","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1699","3516","351","6",NA,NA,NA,NA,NA,NA,NA
"1700","32 MADISON","32","MADISON",NA,NA,NA,NA,NA,NA,NA
"1701","FLA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","E N 33 AVE H 2","33","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1703","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1704","W N 40 AVE H 10","40","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1705",NA,NA,NA,"6","LEWIS",NA,NA,NA,NA,NA
"1706","E N 39 AVE H 11","39","AVE N H 11",NA,NA,NA,NA,NA,NA,"11"
"1707",NA,NA,NA,NA,NA,"BROADWAY","W 26",NA,NA,NA
"1708","W N 32 AVE H 9","32","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1709","786BWAY ,H H 786 B.WAY","786","B.WAY",NA,NA,NA,NA,NA,NA,"786"
"1710","R H 158 MONROE",NA,NA,NA,NA,NA,NA,NA,"158","MONROE"
"1711","W R N 33 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"1712","OF DR FLETCHER H 133 AVE H 4",NA,NA,NA,NA,NA,NA,NA,"133","AVE H"
"1713","H H 22E B.WAY",NA,NA,NA,NA,NA,NA,NA,NA,"22"
"1714","W N 30 AVE H 7","30","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1715","84 LEWIS","84","LEWIS",NA,NA,NA,NA,NA,NA,NA
"1716","W R N 33 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"1717","3 MARION","3","MARION",NA,NA,NA,NA,NA,NA,NA
"1718","W N 26 AVE H 10","26","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1719",NA,NA,NA,"AVE A","E 21",NA,NA,NA,NA,NA
"1720","34 DIVISION","34","DIVISION",NA,NA,NA,NA,NA,NA,NA
"1721","FLORENCE AND HARPEL H 429 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"429","BROADWAY"
"1722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723",NA,NA,NA,NA,NA,"GWICH AVE.","JANE",NA,NA,NA
"1724","W R N 27 AVE H 7",NA,NA,NA,NA,NA,NA,NA,NA,"7"
"1725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","E N 28 AVE H 2","28","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1727","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1728",NA,NA,NA,NA,NA,"TWELH","AVE. A",NA,NA,NA
"1729","REV",NA,NA,NA,NA,NA,NA,NA,"180","ORCHARD"
"1730","W N 38 AVE H 10","38","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1731","E N 39 AVE H 10","39","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1732","W N 27 AVE H 9","27","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","390 PEARL","390","PEARL",NA,NA,NA,NA,NA,NA,NA
"1735","153 AMOS","153","AMOS",NA,NA,NA,NA,NA,NA,NA
"1736","H. BROOKLYN",NA,NA,NA,NA,NA,NA,"BROOKLYN",NA,NA
"1737","129 PITT","129","PITT",NA,NA,NA,NA,NA,NA,NA
"1738","W N 40 AVE H 8","40","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1739","H 36","3","6",NA,NA,NA,NA,NA,"3","6"
"1740","W N 27 AVE H 8","27","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1741","W N 29 AVE H 9","29","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1742","W N 39 AVE H 6","39","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1743","JUDSONS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","W N 26 AVE H 8","26","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1745","39 FRANKFORT","39","FRANKFORT",NA,NA,NA,NA,NA,NA,NA
"1746",NA,NA,NA,"EAST","DELANCEY",NA,NA,NA,NA,NA
"1747","182 PEARL , FRANKLIN","182","PEARL , FRANKLIN",NA,NA,NA,NA,NA,NA,NA
"1748",NA,NA,NA,NA,NA,"W 38","AV9",NA,NA,NA
"1749","FOS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750",NA,NA,NA,"LEONARD","W BROADWAY",NA,NA,NA,NA,NA
"1751","W 35 AVE C H 8","35","AVE C H 8",NA,NA,NA,NA,NA,NA,"8"
"1752","122 FULTON","122","FULTON",NA,NA,NA,NA,NA,NA,NA
"1753","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1754","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1755","56 CHRYSTIE","56","CHRYSTIE",NA,NA,NA,NA,NA,NA,NA
"1756","E N 19 AVE H 4","19","AVE N H 4",NA,NA,NA,NA,NA,NA,"4"
"1757",NA,NA,NA,NA,NA,"E 24","AVE.L",NA,NA,NA
"1758","26 HAMILTON","26","HAMILTON",NA,NA,NA,NA,NA,NA,NA
"1759","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","404 GRAND","404","GRAND",NA,NA,NA,NA,NA,NA,NA
"1762","FOW",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","RATHBUNS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","E N 25 AVE H 1","25","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1768","ELDRIDGE C.DELANCEY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","W N 26 AVE H 7","26","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1771","W N 23 AVE H 6","23","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1772","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","H 332 BROADWAY","332","BROADWAY",NA,NA,NA,NA,NA,"332","BROADWAY"
"1775","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1776","157 GREENW ICH","157","GREENW ICH",NA,NA,NA,NA,NA,NA,NA
"1777","602 GRAND","602","GRAND",NA,NA,NA,NA,NA,NA,NA
"1778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","115 BEDFORD","115","BEDFORD",NA,NA,NA,NA,NA,NA,NA
"1781","23 AVE. D","23","AVE. D",NA,NA,NA,NA,NA,NA,NA
"1782","671 BROADWAY","671","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"1783","44 WILLIAM","44","WILLIAM",NA,NA,NA,NA,NA,NA,NA
"1784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","264. 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786",NA,NA,NA,NA,NA,"BROADWAY","E 21",NA,NA,NA
"1787","FRE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","172 CHAMBERS","172","CHAMBERS",NA,NA,NA,NA,NA,NA,NA
"1789","BY MACHINERY J ALSO DRUGGISTSTINWARE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","H 36 GOLD","36","GOLD",NA,NA,NA,NA,NA,"36","GOLD"
"1791","W N 28 AVE H 10","28","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1792","CT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","24 BET AVS H 1 AND 2","24","BET AVS H 1 AND 2",NA,NA,NA,NA,NA,"1","2"
"1794","172 CHAMBERS","172","CHAMBERS",NA,NA,NA,NA,NA,NA,NA
"1795","W N 39 AVE H 8","39","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1796","235 WILLIAM H H 235 WILM","235","WILLIAM H H 235 WILM",NA,NA,NA,NA,NA,NA,"235"
"1797","83 CLINTON","83","CLINTON",NA,NA,NA,NA,NA,NA,NA
"1798","W N 26 AVE H 6","26","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1799","W N 22 AVE H 10","22","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1800","FRE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","12ANTHY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","162 ALLEN","162","ALLEN",NA,NA,NA,NA,NA,NA,NA
"1803","35 ELDRIDGE","35","ELDRIDGE",NA,NA,NA,NA,NA,NA,NA
"1804","W 1P9 20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","W 217 24","217","W 24",NA,NA,NA,NA,NA,NA,NA
"1806",NA,NA,NA,"CITY HALL SQ.","FRANKFORT",NA,NA,NA,NA,NA
"1807",NA,NA,NA,"CITY HALL SQ.","FRANKFORT",NA,NA,NA,NA,NA
"1808","BATTERY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","FRI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","187 GREENWICH","187","GREENWICH",NA,NA,NA,NA,NA,NA,NA
"1811","W R 30 B AVS H 7 AND 8",NA,NA,NA,NA,NA,NA,NA,"7","8"
"1812","9 ESSEX MKT,H H 131 ELIZH","131","ELIZH",NA,NA,NA,NA,NA,NA,"131"
"1813","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1814","HOES,248 PEARL ,H H 610 HOUSTN","610","HOUSTN",NA,NA,NA,NA,NA,NA,"610"
"1815","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1816","N 41 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"1817","8I ESSEX",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","H 1158 G.WICH","1158","G.WICH",NA,NA,NA,NA,NA,NA,"1158"
"1819","W N 40 AVE H 11",NA,NA,NA,NA,NA,NA,NA,NA,"11"
"1820","54 BROAD AND 1 CHRYSTIE , RATHBUNS","54","BROAD AND 1 CHRYSTIE , RATHBUNS",NA,NA,NA,NA,NA,NA,NA
"1821","W N 26 AVE H 8","26","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1822","53 ORCHARD","53","ORCHARD",NA,NA,NA,NA,NA,NA,NA
"1823","W N 21 AVE H 6","21","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"1824","143 WEST  , 51 H 44 DOMINICK","143","WEST , 51 H 44 DOMINICK",NA,NA,NA,NA,NA,"44","DOMINICK"
"1825","10 VANDEWATER","10","VANDEWATER",NA,NA,NA,NA,NA,NA,NA
"1826","H. TEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","9 PERRY","9","PERRY",NA,NA,NA,NA,NA,NA,NA
"1828","W R N 27 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"1829","W 68 WASHINGTON PL","68","W WASHINGTON PL",NA,NA,NA,NA,NA,NA,NA
"1830","E N 25 AVE H 1","25","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1831","W 14 AVE C H 1","14","AVE C H 1",NA,NA,NA,NA,NA,NA,"1"
"1832","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1833","W N 37 AVE H 9","37","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1834","W 37 AVE B H 9 AND 10","37","AVE B H 9 AND 10",NA,NA,NA,NA,NA,"9","10"
"1835","W R N 25 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"1836","W N 25 AVE H 8","25","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1837","W N 28 AVE H 10","28","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1838","E 25 AVE B H 1 AND 2","25","AVE B H 1 AND 2",NA,NA,NA,NA,NA,"1","2"
"1839","56 ORANGE","56","ORANGE",NA,NA,NA,NA,NA,NA,NA
"1840","GAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","W 138 17","138","W 17",NA,NA,NA,NA,NA,NA,NA
"1842","379 AV6,H H 379 AV6","379","AV6",NA,NA,NA,NA,NA,"379","6"
"1843","129 BARROW","129","BARROW",NA,NA,NA,NA,NA,NA,NA
"1844","E N 33 AVE H 3","33","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1845","W N 33 AVE H 9","33","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1846","W N 32 AVE H 8","32","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1847","60 WALL","60","WALL",NA,NA,NA,NA,NA,NA,NA
"1848","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1849","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"1850","H 11113 CHERRY","11113","CHERRY",NA,NA,NA,NA,NA,"11113","CHERRY"
"1851","63 BROADWAY","63","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"1852","W N 26 AVE H 8","26","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","122 COLUMBIA","122","COLUMBIA",NA,NA,NA,NA,NA,NA,NA
"1855","H. TEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856",NA,NA,NA,NA,NA,"E 40","AV3",NA,NA,NA
"1857","GAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","W N 18 AVE H 7","18","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1859","FOOT W OF 22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","656. WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",NA,NA,NA,NA,NA,"AVE. B.","TWELH",NA,NA,NA
"1862","WASHINGTON MARKET",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","699 WASHINGTON","699","WASHINGTON",NA,NA,NA,NA,NA,NA,NA
"1865","E 48 AVE C H 3 ,H H E 76 22","76","E 22",NA,NA,NA,NA,NA,"76","E 22"
"1866","N AV8 W 13,H 17 TROY","17","TROY",NA,NA,NA,NA,"TROY",NA,"17"
"1867","H H 504 HOUSTON","504","HOUSTON",NA,NA,NA,NA,NA,"504","HOUSTON"
"1868","GAT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","34 SUFFOLK","34","SUFFOLK",NA,NA,NA,NA,NA,NA,NA
"1871","E N 28 AVE H 2","28","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1872","E N 23 AVE H 2","23","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"1873","1C9 LEONARD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874","W 30 AVE C H 8","30","AVE C H 8",NA,NA,NA,NA,NA,NA,"8"
"1875","E N 26 AVE H 4","26","AVE N H 4",NA,NA,NA,NA,NA,NA,"4"
"1876","125 FORSYTH","125","FORSYTH",NA,NA,NA,NA,NA,NA,NA
"1877","W N 32 AVE H 10","32","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1878","BARNUMS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","W N 25 AVE H 7","25","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1880","GE1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881","21 NASSAU , N.Y. HOTL","21","NASSAU , N.Y. HOTL",NA,NA,NA,NA,NA,NA,NA
"1882",NA,NA,NA,NA,NA,"H 35","AVE H 3",NA,NA,NA
"1883","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1884","E 26 B AVS H 1 AND 2","26","B AVS H 1 AND 2",NA,NA,NA,NA,NA,"1","2"
"1885","GER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886","REV",NA,NA,NA,NA,NA,NA,NA,"76","E 14"
"1887","50 WALL","50","WALL",NA,NA,NA,NA,NA,NA,NA
"1888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889","105 READE","105","READE",NA,NA,NA,NA,NA,NA,NA
"1890","W N 29 AVE H 8","29","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1891","W 25 B AVS H 7 AND 8","25","B AVS H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"1892","W N 26 AVE H 8","26","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1893",NA,NA,NA,NA,NA,"GREENWICH AVE.","JANE",NA,NA,NA
"1894","W N 30 AVE H 7","30","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896",NA,NA,NA,"FILI","AVE. A",NA,NA,NA,NA,NA
"1897","133 ALLEN","133","ALLEN",NA,NA,NA,NA,NA,NA,NA
"1898","W N 19 AVE H 8","19","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1899","15511","155","11",NA,NA,NA,NA,NA,NA,NA
"1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901","W N 32 AVE H 9","32","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1902",NA,NA,NA,"GIBBES ROBERT AVE M","W 16",NA,NA,NA,NA,NA
"1903",NA,NA,NA,NA,NA,"GIBBES S THOMAS AVE","W 16",NA,NA,NA
"1904","92 B.WAY ,H. TRINITY PL",NA,NA,NA,NA,NA,NA,NA,NA,"TRINITY PL"
"1905","W N 40 AVE H 5","40","AVE N H 5",NA,NA,NA,NA,NA,NA,"5"
"1906","W N 25 AVE H 8","25","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1907","GIC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908","301 BOWERY","301","BOWERY",NA,NA,NA,NA,NA,NA,NA
"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910","H 435DIVISN",NA,NA,NA,NA,NA,NA,NA,NA,"435"
"1911","H H 50 CHRYSTIE","50","CHRYSTIE",NA,NA,NA,NA,NA,"50","CHRYSTIE"
"1912","REFUSED",NA,NA,NA,NA,NA,NA,NA,"48","HAMILTON"
"1913","367 BOWERY ,H H 367 BOWERY","367","BOWERY",NA,NA,NA,NA,NA,"367","BOWERY"
"1914","141 SPRING AND 2 G.WICH , MURRAY .","141","SPRING AND 2 G.WICH , MURRAY .",NA,NA,NA,NA,NA,NA,NA
"1915","W 25 AVE B H 9 AND 10","25","AVE B H 9 AND 10",NA,NA,NA,NA,NA,"9","10"
"1916","213 AVE H 9","213","AVE H 9",NA,NA,NA,NA,NA,NA,"9"
"1917","W R N 40 AVE H 9",NA,NA,NA,NA,NA,NA,NA,NA,"9"
"1918",NA,NA,NA,NA,NA,"W 31","AVE. S",NA,NA,NA
"1919","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1920","H H 665PRNG",NA,NA,NA,NA,NA,NA,NA,NA,"665"
"1921","E 19 B AVS H 4 AND 5","19","B AVS H 4 AND 5",NA,NA,NA,NA,NA,"4","5"
"1922","W N 37 AVE H 10","37","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1923","W N 27 AVE H 7","27","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"1924","W N 31 AVE H 8","31","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"1925","H. WMSBG",NA,NA,NA,NA,NA,NA,"WMSBG",NA,NA
"1926","W N 32 AVE H 9","32","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"1927","W R 30 B AVS H 7 AND 8",NA,NA,NA,NA,NA,NA,NA,"7","8"
"1928","W N 32 AVE H 10","32","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"1929","E N 18 AVE H 3","18","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"1930","H. WMSBURG",NA,NA,NA,NA,NA,NA,"WMSBURG",NA,NA
"1931","W N 40 AVE H 10","40","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
