"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"6522",10,"(S 8   ,","ST","10 (S 8   , ST","10 (S 8   , ST","10 (S 8TH   , ST","10 (S 8TH   , ST"
"6523",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6524",137,"N 3","ST","137 N 3 ST","137 N 3 ST","137 N 3RD ST","137 N 3RD ST"
"6525",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6526",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6527",NA,", N. J","ST",", N. J ST",", N. J ST",", N. J ST",", N. J ST"
"6528",NA,"ELTON AVE & 157","AVE","ELTON AVE & 157 AVE","ELTON AVE & 157 AVE","ELTON AVE & 157TH AVE","ELTON AVE & 157TH AVE"
"6529",NA,"9 AVE & W 100","AVE","9 AVE & W 100 AVE","9 AVE & W 100 AVE","9TH AVE & W 100 AVE","9TH AVE & W 100 AVE"
"6530",NA,"LEX AVE & E 86","AVE","LEX AVE & E 86 AVE","LEX AVE & E 86 AVE","LEX AVE & E 86TH AVE","LEX AVE & E 86TH AVE"
"6531",NA,"H 160 & R. R. AVE.","AVE","H 160 & R. R. AVE. AVE","H 160 & R. R. AVE. AVE","H 160TH & R. R. AVE. AVE","H 160TH & R. R. AVE. AVE"
"6532",130,"10","ST","130 10 ST","130 10 ST","130 10TH ST","130 10TH ST"
"6533",NA,"BLVD & W","ST","BLVD & W ST","BLVD & W ST","BLVD & W ST","BLVD & W ST"
"6534",158,"ELTON","ST","158 ELTON ST","158 ELTON ST","158 ELTON ST","158 ELTON ST"
"6535",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6536",NA,"H. W","ST","H. W ST","H. W ST","H. W ST","H. W ST"
"6537",70,"1","ST","70 1 ST","70 1 ST","70 1ST ST","70 1ST ST"
"6538",NA,"151 & R.R. AVE.","AVE","151 & R.R. AVE. AVE","151 & R.R. AVE. AVE","151ST & R.R. AVE. AVE","151ST & R.R. AVE. AVE"
"6539",NA,"151 & R. R. AVE.","AVE","151 & R. R. AVE. AVE","151 & R. R. AVE. AVE","151ST & R. R. AVE. AVE","151ST & R. R. AVE. AVE"
"6540",NA,"181","ST","181 ST","181 ST","181ST ST","181ST ST"
"6541",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6542",168,"UNION","ST","168 UNION ST","168 UNION ST","168 UNION ST","168 UNION ST"
"6543",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6544",448,"( 6TAV","ST","448 ( 6TAV ST","448 ( 6TAV ST","448 ( 6THTAV ST","448 ( 6THTAV ST"
"6545",NA,"146 & WILLIS AVE.","AVE","146 & WILLIS AVE. AVE","146 & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE"
"6546",25,"REAR 316","ST","25 REAR 316 ST","25 REAR 316 ST","25 REAR 316TH ST","25 REAR 316TH ST"
"6547",NA,"3 AVE & 135","AVE","3 AVE & 135 AVE","3 AVE & 135 AVE","3RD AVE & 135 AVE","3RD AVE & 135 AVE"
"6548",146,"N 3","ST","146 N 3 ST","146 N 3 ST","146 N 3RD ST","146 N 3RD ST"
"6549",NA,"H BKLYN","ST","H BKLYN ST","H BKLYN ST","H BKLYN ST","H BKLYN ST"
"6550",143,"N 3","ST","143 N 3 ST","143 N 3 ST","143 N 3RD ST","143 N 3RD ST"
"6551",NA,"ANNS AVE & 156","AVE","ANNS AVE & 156 AVE","ANNS AVE & 156 AVE","ANNS AVE & 156TH AVE","ANNS AVE & 156TH AVE"
"6552",NA,"144 & WILLIS AVE.","AVE","144 & WILLIS AVE. AVE","144 & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE"
"6553",NA,"146 & WILLIS AVE.","AVE","146 & WILLIS AVE. AVE","146 & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE"
"6554",97,"2","ST","97 2 ST","97 2 ST","97 2ND ST","97 2ND ST"
"6555",NA,"DENMAN PL. & CONCORD AVE.","AVE","DENMAN PL. & CONCORD AVE. AVE","DENMAN PL. & CONCORD AVE. AVE","DENMAN PL. & CONCORD AVE. AVE","DENMAN PL. & CONCORD AVE. AVE"
"6556",NA,"LEX AVE & E 128","AVE","LEX AVE & E 128 AVE","LEX AVE & E 128 AVE","LEX AVE & E 128TH AVE","LEX AVE & E 128TH AVE"
"6557",NA,"EAGLE AVE & 161","AVE","EAGLE AVE & 161 AVE","EAGLE AVE & 161 AVE","EAGLE AVE & 161ST AVE","EAGLE AVE & 161ST AVE"
"6558",NA,"TINTON AVE & 149","AVE","TINTON AVE & 149 AVE","TINTON AVE & 149 AVE","TINTON AVE & 149TH AVE","TINTON AVE & 149TH AVE"
"6559",3,"ILLI RD","ST","3 ILLI RD ST","3 ILLI RD ST","3 ILLI RD ST","3 ILLI RD ST"
"6560",NA,"R AVE R & 167","AVE","R AVE R & 167 AVE","R AVE R & 167 AVE","R AVE R & 167TH AVE","R AVE R & 167TH AVE"
"6561",NA,"1 AVE & E 112","AVE","1 AVE & E 112 AVE","1 AVE & E 112 AVE","1ST AVE & E 112 AVE","1ST AVE & E 112 AVE"
"6562",54,"N 11","ST","54 N 11 ST","54 N 11 ST","54 N 11TH ST","54 N 11TH ST"
"6563",11,"2,2","ST","11 2,2 ST","11 2,2 ST","11 2ND,2 ST","11 2ND,2 ST"
"6564",NA,"3 AVE & 167","AVE","3 AVE & 167 AVE","3 AVE & 167 AVE","3RD AVE & 167 AVE","3RD AVE & 167 AVE"
"6565",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6566",NA,"POUGKEEPSIE","ST","POUGKEEPSIE ST","POUGKEEPSIE ST","POUGKEEPSIE ST","POUGKEEPSIE ST"
"6567",NA,"3 AVE & 166","AVE","3 AVE & 166 AVE","3 AVE & 166 AVE","3RD AVE & 166 AVE","3RD AVE & 166 AVE"
"6568",NA,"EAGLE AVE & 161","AVE","EAGLE AVE & 161 AVE","EAGLE AVE & 161 AVE","EAGLE AVE & 161ST AVE","EAGLE AVE & 161ST AVE"
"6569",NA,"141 & WILLIS AVE.","AVE","141 & WILLIS AVE. AVE","141 & WILLIS AVE. AVE","141ST & WILLIS AVE. AVE","141ST & WILLIS AVE. AVE"
"6570",NA,"EAGLE AVE & 161","AVE","EAGLE AVE & 161 AVE","EAGLE AVE & 161 AVE","EAGLE AVE & 161ST AVE","EAGLE AVE & 161ST AVE"
"6571",NA,"EAGLE AVE & 161","AVE","EAGLE AVE & 161 AVE","EAGLE AVE & 161 AVE","EAGLE AVE & 161ST AVE","EAGLE AVE & 161ST AVE"
"6572",140,"N 3","ST","140 N 3 ST","140 N 3 ST","140 N 3RD ST","140 N 3RD ST"
"6573",NA,"3 AVE & 157","AVE","3 AVE & 157 AVE","3 AVE & 157 AVE","3RD AVE & 157 AVE","3RD AVE & 157 AVE"
"6574",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6575",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6576",NA,"11 AVE & W 68","AVE","11 AVE & W 68 AVE","11 AVE & W 68 AVE","11TH AVE & W 68 AVE","11TH AVE & W 68 AVE"
"6577",NA,"ANNS AVE & 156","AVE","ANNS AVE & 156 AVE","ANNS AVE & 156 AVE","ANNS AVE & 156TH AVE","ANNS AVE & 156TH AVE"
"6578",NA,"8 AVE & W 70","AVE","8 AVE & W 70 AVE","8 AVE & W 70 AVE","8TH AVE & W 70 AVE","8TH AVE & W 70 AVE"
"6579",118,"N 9","ST","118 N 9 ST","118 N 9 ST","118 N 9TH ST","118 N 9TH ST"
"6580",NA,"FRANCE","ST","FRANCE ST","FRANCE ST","FRANCE ST","FRANCE ST"
"6581",NA,"ENG.","ST","ENG. ST","ENG. ST","ENG. ST","ENG. ST"
"6582",NA,"ENG.","ST","ENG. ST","ENG. ST","ENG. ST","ENG. ST"
"6583",NA,"ENG.","ST","ENG. ST","ENG. ST","ENG. ST","ENG. ST"
"6584",NA,"MO.","ST","MO. ST","MO. ST","MO. ST","MO. ST"
"6585",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6586",NA,"UNION AVE & 156","AVE","UNION AVE & 156 AVE","UNION AVE & 156 AVE","UNION AVE & 156TH AVE","UNION AVE & 156TH AVE"
"6587",NA,"3 AVE & 163","AVE","3 AVE & 163 AVE","3 AVE & 163 AVE","3RD AVE & 163 AVE","3RD AVE & 163 AVE"
"6588",NA,"4 AVE & E 92","AVE","4 AVE & E 92 AVE","4 AVE & E 92 AVE","4TH AVE & E 92 AVE","4TH AVE & E 92 AVE"
"6589",NA,"3 AVE & 140","AVE","3 AVE & 140 AVE","3 AVE & 140 AVE","3RD AVE & 140 AVE","3RD AVE & 140 AVE"
"6590",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6591",NA,"1U4","ST","1U4 ST","1U4 ST","1STU4 ST","1STU4 ST"
"6592",NA,"FRANKLIN AVE & 165","AVE","FRANKLIN AVE & 165 AVE","FRANKLIN AVE & 165 AVE","FRANKLIN AVE & 165TH AVE","FRANKLIN AVE & 165TH AVE"
"6593",NA,"A & E 120","ST","A & E 120 ST","A & E 120 ST","A & E 120TH ST","A & E 120TH ST"
"6594",NA,"A & E 120","ST","A & E 120 ST","A & E 120 ST","A & E 120TH ST","A & E 120TH ST"
"6595",NA,"DENMAN PL. & UNION AVE.","AVE","DENMAN PL. & UNION AVE. AVE","DENMAN PL. & UNION AVE. AVE","DENMAN PL. & UNION AVE. AVE","DENMAN PL. & UNION AVE. AVE"
"6596",NA,"EAGLE AVE & 157","AVE","EAGLE AVE & 157 AVE","EAGLE AVE & 157 AVE","EAGLE AVE & 157TH AVE","EAGLE AVE & 157TH AVE"
"6597",NA,"10 AVE & W 124","AVE","10 AVE & W 124 AVE","10 AVE & W 124 AVE","10TH AVE & W 124 AVE","10TH AVE & W 124 AVE"
"6598",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6599",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6600",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6601",NA,"HOFFMAN","ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST"
"6602",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6603",NA,"VA.","ST","VA. ST","VA. ST","VA. ST","VA. ST"
"6604",NA,"AVE A & E 120","AVE","AVE A & E 120 AVE","AVE A & E 120 AVE","AVE A & E 120TH AVE","AVE A & E 120TH AVE"
"6605",NA,"AVE A & E 126","AVE","AVE A & E 126 AVE","AVE A & E 126 AVE","AVE A & E 126TH AVE","AVE A & E 126TH AVE"
"6606",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6607",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6608",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6609",NA,"PRE","ST","PRE ST","PRE ST","PRE ST","PRE ST"
"6610",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6611",NA,"H. .","ST","H. . ST","H. . ST","H. . ST","H. . ST"
"6612",107,"N 10","ST","107 N 10 ST","107 N 10 ST","107 N 10TH ST","107 N 10TH ST"
"6613",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6614",NA,"E I.","ST","E I. ST","E I. ST","E I. ST","E I. ST"
"6615",NA,"WASHN AVE & 165","AVE","WASHN AVE & 165 AVE","WASHN AVE & 165 AVE","WASHN AVE & 165TH AVE","WASHN AVE & 165TH AVE"
"6616",NA,"CONCORD AVE & 163","AVE","CONCORD AVE & 163 AVE","CONCORD AVE & 163 AVE","CONCORD AVE & 163RD AVE","CONCORD AVE & 163RD AVE"
"6617",68,"(I 3 AVE","AVE","68 (I 3 AVE","SIXTY-EIGHT (I 3 AVE","68 (I 3RD AVE","SIXTY-EIGHT (I 3RD AVE"
"6618",2,"G37","ST","2 G37 ST","2 G37 ST","2 G37TH ST","2 G37TH ST"
"6619",954,"3","ST","954 3 ST","954 3 ST","954 3RD ST","954 3RD ST"
"6620",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"6621",NA,"1 AVE & E 123","AVE","1 AVE & E 123 AVE","1 AVE & E 123 AVE","1ST AVE & E 123 AVE","1ST AVE & E 123 AVE"
"6622",NA,"ILL.","ST","ILL. ST","ILL. ST","ILL. ST","ILL. ST"
"6623",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6624",NA,"REAR R AVE R & 169","AVE","REAR R AVE R & 169 AVE","REAR R AVE R & 169 AVE","REAR R AVE R & 169TH AVE","REAR R AVE R & 169TH AVE"
"6625",NA,"BROADWAY & MANHAT","AVE","BROADWAY & MANHAT AVE","BROADWAY & MANHAT AVE","BROADWAY & MANHAT AVE","BROADWAY & MANHAT AVE"
"6626",141,"U WILLIS AVE","AVE","141 U WILLIS AVE","ONE HUNDRED FORTY-ONE U WILLIS AVE","141 U WILLIS AVE","ONE HUNDRED FORTY-ONE U WILLIS AVE"
"6627",NA,"78 MURRAY,H. O.","ST","78 MURRAY,H. O. ST","78 MURRAY,H. O. ST","78TH MURRAY,H. O. ST","78TH MURRAY,H. O. ST"
"6628",NA,"REFUSED","ST","REFUSED ST","REFUSED ST","REFUSED ST","REFUSED ST"
"6629",150,"COURTLAND","ST","150 COURTLAND ST","150 COURTLAND ST","150 COURTLAND ST","150 COURTLAND ST"
"6630",86,"B LOX. AVE","AVE","86 B LOX. AVE","EIGHTY-SIX B LOX. AVE","86 B LOX. AVE","EIGHTY-SIX B LOX. AVE"
"6631",NA,"MT. . VINCENT","ST","MT. . VINCENT ST","MT. . VINCENT ST","MT. . VINCENT ST","MT. . VINCENT ST"
"6632",162,"MORRIS","ST","162 MORRIS ST","162 MORRIS ST","162 MORRIS ST","162 MORRIS ST"
"6633",NA,"8 AVE & W 130","AVE","8 AVE & W 130 AVE","8 AVE & W 130 AVE","8TH AVE & W 130 AVE","8TH AVE & W 130 AVE"
"6634",153,"COURTLAND","ST","153 COURTLAND ST","153 COURTLAND ST","153 COURTLAND ST","153 COURTLAND ST"
"6635",NA,"R AVE R & 152","AVE","R AVE R & 152 AVE","R AVE R & 152 AVE","R AVE R & 152ND AVE","R AVE R & 152ND AVE"
"6636",NA,"FIRSTAND V & E 122","ST","FIRSTAND V & E 122 ST","FIRSTAND V & E 122 ST","FIRSTAND V & E 122ND ST","FIRSTAND V & E 122ND ST"
"6637",NA,"163 & R. R. AVE.","AVE","163 & R. R. AVE. AVE","163 & R. R. AVE. AVE","163RD & R. R. AVE. AVE","163RD & R. R. AVE. AVE"
"6638",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"6639",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6640",4,"W 41","ST","4 W 41 ST","4 W 41 ST","4 W 41ST ST","4 W 41ST ST"
"6641",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6642",NA,"146 & WILLIS AVE.","AVE","146 & WILLIS AVE. AVE","146 & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE"
"6643",NA,"MO.","ST","MO. ST","MO. ST","MO. ST","MO. ST"
"6644",32,"* GWICH","ST","32 * GWICH ST","32 * GWICH ST","32 * GWICH ST","32 * GWICH ST"
"6645",NA,"E J.","ST","E J. ST","E J. ST","E J. ST","E J. ST"
"6646",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6647",NA,"E J.","ST","E J. ST","E J. ST","E J. ST","E J. ST"
"6648",119,"7","ST","119 7 ST","119 7 ST","119 7TH ST","119 7TH ST"
"6649",NA,"CONCORD AVE. & CLIFF","AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE"
"6650",46,"4G7","ST","46 4G7 ST","46 4G7 ST","46 4THG7 ST","46 4THG7 ST"
"6651",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6652",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6653",NA,"METROPOLITAN","ST","METROPOLITAN ST","METROPOLITAN ST","METROPOLITAN ST","METROPOLITAN ST"
"6654",NA,"H. GRAMERCY PL. H.","PL","H. GRAMERCY PL. H. PL","H. GRAMERCY PL. H. PL","H. GRAMERCY PL. H. PL","H. GRAMERCY PL. H. PL"
"6655",NA,"4 AVE & 138","AVE","4 AVE & 138 AVE","4 AVE & 138 AVE","4TH AVE & 138 AVE","4TH AVE & 138 AVE"
"6656",NA,"3 AVE & 139","AVE","3 AVE & 139 AVE","3 AVE & 139 AVE","3RD AVE & 139 AVE","3RD AVE & 139 AVE"
"6657",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6658",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6659",NA,"99 NASSAU AND 178 BROADWAY,H. BKLYN","AVE","99 NASSAU AND 178 BROADWAY,H. BKLYN AVE","99 NASSAU AND 178 BROADWAY,H. BKLYN AVE","99TH NASSAU AND 178 BROADWAY,H. BKLYN AVE","99TH NASSAU AND 178 BROADWAY,H. BKLYN AVE"
"6660",73,"N 3","ST","73 N 3 ST","73 N 3 ST","73 N 3RD ST","73 N 3RD ST"
"6661",NA,"3 AVE & 169","AVE","3 AVE & 169 AVE","3 AVE & 169 AVE","3RD AVE & 169 AVE","3RD AVE & 169 AVE"
"6662",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6663",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6664",NA,"3 AVE & 148","AVE","3 AVE & 148 AVE","3 AVE & 148 AVE","3RD AVE & 148 AVE","3RD AVE & 148 AVE"
"6665",NA,"WILLIS AVE. & nan","AVE","WILLIS AVE. & NAN AVE","WILLIS AVE. & NAN AVE","WILLIS AVE. & NAN AVE","WILLIS AVE. & NAN AVE"
"6666",88,"N 9","ST","88 N 9 ST","88 N 9 ST","88 N 9TH ST","88 N 9TH ST"
"6667",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6668",NA,"FI  ,","ST","FI  , ST","FI  , ST","FI  , ST","FI  , ST"
"6669",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6670",NA,"4 AVE & E 109","AVE","4 AVE & E 109 AVE","4 AVE & E 109 AVE","4TH AVE & E 109 AVE","4TH AVE & E 109 AVE"
"6671",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6672",NA,"FRANKLIN AVE & 170","AVE","FRANKLIN AVE & 170 AVE","FRANKLIN AVE & 170 AVE","FRANKLIN AVE & 170TH AVE","FRANKLIN AVE & 170TH AVE"
"6673",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"6674",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6675",90,"MADISON","ST","90 MADISON ST","90 MADISON ST","90 MADISON ST","90 MADISON ST"
"6676",NA,"MOTT AVE & 142","AVE","MOTT AVE & 142 AVE","MOTT AVE & 142 AVE","MOTT AVE & 142ND AVE","MOTT AVE & 142ND AVE"
"6677",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6678",58,"10","ST","58 10 ST","58 10 ST","58 10TH ST","58 10TH ST"
"6679",89,"MADISON","ST","89 MADISON ST","89 MADISON ST","89 MADISON ST","89 MADISON ST"
"6680",345,"W 36","ST","345 W 36 ST","345 W 36 ST","345 W 36TH ST","345 W 36TH ST"
"6681",128,"N 9","ST","128 N 9 ST","128 N 9 ST","128 N 9TH ST","128 N 9TH ST"
"6682",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6683",NA,"WILLIS AVE & 147","AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147TH AVE","WILLIS AVE & 147TH AVE"
"6684",52,"FI27","ST","52 FI27 ST","52 FI27 ST","52 FI27TH ST","52 FI27TH ST"
"6685",NA,"3 AVE & 164","AVE","3 AVE & 164 AVE","3 AVE & 164 AVE","3RD AVE & 164 AVE","3RD AVE & 164 AVE"
"6686",152,"MORRIS","ST","152 MORRIS ST","152 MORRIS ST","152 MORRIS ST","152 MORRIS ST"
"6687",NA,"LEX AVE & E 128","AVE","LEX AVE & E 128 AVE","LEX AVE & E 128 AVE","LEX AVE & E 128TH AVE","LEX AVE & E 128TH AVE"
"6688",NA,"3 AVE & 167","AVE","3 AVE & 167 AVE","3 AVE & 167 AVE","3RD AVE & 167 AVE","3RD AVE & 167 AVE"
"6689",NA,"8 AVE & W 125","AVE","8 AVE & W 125 AVE","8 AVE & W 125 AVE","8TH AVE & W 125 AVE","8TH AVE & W 125 AVE"
"6690",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6691",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6692",310,"HENRY","ST","310 HENRY ST","310 HENRY ST","310 HENRY ST","310 HENRY ST"
"6693",568,"W 47","ST","568 W 47 ST","568 W 47 ST","568 W 47TH ST","568 W 47TH ST"
"6694",NA,"MONTANO","ST","MONTANO ST","MONTANO ST","MONTANO ST","MONTANO ST"
"6695",NA,"2C6","ST","2C6 ST","2C6 ST","2NDC6 ST","2NDC6 ST"
"6696",NA,"H 8C ELDRIDGE","ST","H 8C ELDRIDGE ST","H 8C ELDRIDGE ST","H 8THC ELDRIDGE ST","H 8THC ELDRIDGE ST"
"6697",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"6698",NA,"GILSEY","ST","GILSEY ST","GILSEY ST","GILSEY ST","GILSEY ST"
"6699",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"6700",NA,"1 AVE & E 106","AVE","1 AVE & E 106 AVE","1 AVE & E 106 AVE","1ST AVE & E 106 AVE","1ST AVE & E 106 AVE"
"6701",NA,"CAL","ST","CAL ST","CAL ST","CAL ST","CAL ST"
"6702",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6703",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6704",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6705",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6706",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6707",NA,"MASS","ST","MASS ST","MASS ST","MASS ST","MASS ST"
"6708",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"6709",140,"N 3","ST","140 N 3 ST","140 N 3 ST","140 N 3RD ST","140 N 3RD ST"
"6710",NA,"16  ,","ST","16  , ST","16  , ST","16TH  , ST","16TH  , ST"
"6711",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6712",NA,"S. L","ST","S. L ST","S. L ST","S. L ST","S. L ST"
"6713",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6714",NA,"HEVEENOID MFG CO H 26 ASTOR H.","ST","HEVEENOID MFG CO H 26 ASTOR H. ST","HEVEENOID MFG CO H 26 ASTOR H. ST","HEVEENOID MFG CO H 26TH ASTOR H. ST","HEVEENOID MFG CO H 26TH ASTOR H. ST"
"6715",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6716",59,"N 9","ST","59 N 9 ST","59 N 9 ST","59 N 9TH ST","59 N 9TH ST"
"6717",NA,"H BKLYN","ST","H BKLYN ST","H BKLYN ST","H BKLYN ST","H BKLYN ST"
"6718",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6719",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6720",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6721",NA,"PRE","ST","PRE ST","PRE ST","PRE ST","PRE ST"
"6722",NA,"144 & WILLIS AVE.","AVE","144 & WILLIS AVE. AVE","144 & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE"
"6723",151,"N 3","ST","151 N 3 ST","151 N 3 ST","151 N 3RD ST","151 N 3RD ST"
"6724",146,"3","ST","146 3 ST","146 3 ST","146 3RD ST","146 3RD ST"
"6725",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6726",NA,"36 PARK PL AND PRES H 1164 BROADWAY,H. O.","PL","36 PARK PL AND PRES H 1164 BROADWAY,H. O. PL","36 PARK PL AND PRES H 1164 BROADWAY,H. O. PL","36TH PARK PL AND PRES H 1164 BROADWAY,H. O. PL","36TH PARK PL AND PRES H 1164 BROADWAY,H. O. PL"
"6727",NA,"IT","ST","IT ST","IT ST","IT ST","IT ST"
"6728",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"6729",213,"| 6","ST","213 | 6 ST","213 | 6 ST","213 | 6TH ST","213 | 6TH ST"
"6730",NA,"MO.","ST","MO. ST","MO. ST","MO. ST","MO. ST"
"6731",NA,"146 & WILLIS AVE.","AVE","146 & WILLIS AVE. AVE","146 & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE","146TH & WILLIS AVE. AVE"
"6732",NA,"9 AVE & W 89","AVE","9 AVE & W 89 AVE","9 AVE & W 89 AVE","9TH AVE & W 89 AVE","9TH AVE & W 89 AVE"
"6733",65,"10","ST","65 10 ST","65 10 ST","65 10TH ST","65 10TH ST"
"6734",0,"1U 2","ST","0 1U 2 ST","0 1U 2 ST","0 1STU 2 ST","0 1STU 2 ST"
"6735",35,"1","ST","35 1 ST","35 1 ST","35 1ST ST","35 1ST ST"
"6736",44,"1C 2 AVE","AVE","44 1C 2 AVE","FORTY-FOUR 1C 2 AVE","44 1STC 2 AVE","FORTY-FOUR 1STC 2 AVE"
