"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"1244",NA,"CAULDWELL AVE. & CEDAR","AVE","CAULDWELL AVE. & CEDAR AVE","CAULDWELL AVE. & CEDAR AVE","CAULDWELL AVE. & CEDAR AVE","CAULDWELL AVE. & CEDAR AVE"
"1245",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1246",NA,"AVE A & E 82","AVE","AVE A & E 82 AVE","AVE A & E 82 AVE","AVE A & E 82ND AVE","AVE A & E 82ND AVE"
"1247",36,"224","ST","36 224 ST","36 224 ST","36 224TH ST","36 224TH ST"
"1248",NA,"E J.","ST","E J. ST","E J. ST","E J. ST","E J. ST"
"1249",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1250",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1251",353,"2","ST","353 2 ST","353 2 ST","353 2ND ST","353 2ND ST"
"1252",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1253",NA,"ELTON AVE & 157","AVE","ELTON AVE & 157 AVE","ELTON AVE & 157 AVE","ELTON AVE & 157TH AVE","ELTON AVE & 157TH AVE"
"1254",24,"4C0","ST","24 4C0 ST","24 4C0 ST","24 4THC0 ST","24 4THC0 ST"
"1255",NA,"125M","ST","125M ST","125M ST","125THM ST","125THM ST"
"1256",567,"9","ST","567 9 ST","567 9 ST","567 9TH ST","567 9TH ST"
"1257",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1258",144,"N 3","ST","144 N 3 ST","144 N 3 ST","144 N 3RD ST","144 N 3RD ST"
"1259",135,"N 3","ST","135 N 3 ST","135 N 3 ST","135 N 3RD ST","135 N 3RD ST"
"1260",NA,"GROVE AVE & 161","AVE","GROVE AVE & 161 AVE","GROVE AVE & 161 AVE","GROVE AVE & 161ST AVE","GROVE AVE & 161ST AVE"
"1261",NA,"3 AVE & L49","AVE","3 AVE & L49 AVE","3 AVE & L49 AVE","3RD AVE & L49 AVE","3RD AVE & L49 AVE"
"1262",NA,"34VESEY,H. BKLYN","ST","34VESEY,H. BKLYN ST","34VESEY,H. BKLYN ST","34THVESEY,H. BKLYN ST","34THVESEY,H. BKLYN ST"
"1263",NA,"REFUSED","ST","REFUSED ST","REFUSED ST","REFUSED ST","REFUSED ST"
"1264",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1265",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1266",NA,"S. HAM","ST","S. HAM ST","S. HAM ST","S. HAM ST","S. HAM ST"
"1267",NA,"H 150 & BROOK AVE.","AVE","H 150 & BROOK AVE. AVE","H 150 & BROOK AVE. AVE","H 150TH & BROOK AVE. AVE","H 150TH & BROOK AVE. AVE"
"1268",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1269",72,"AVE A","AVE","72 AVE A AVE","SEVENTY-TWO AVE A AVE","72 AVE A AVE","SEVENTY-TWO AVE A AVE"
"1270",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1271",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"1272",22,"W 32","ST","22 W 32 ST","22 W 32 ST","22 W 32ND ST","22 W 32ND ST"
"1273",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"1274",103,"E 78","ST","103 E 78 ST","103 E 78 ST","103 E 78TH ST","103 E 78TH ST"
"1275",NA,"H. PIERREPONT H. BKLYN","PIER","H. PIERREPONT H. BKLYN PIER","H. PIERREPONT H. BKLYN PIER","H. PIERREPONT H. BKLYN PIER","H. PIERREPONT H. BKLYN PIER"
"1276",145,"N 3","ST","145 N 3 ST","145 N 3 ST","145 N 3RD ST","145 N 3RD ST"
"1277",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1278",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"1279",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1280",155,"ELTON","ST","155 ELTON ST","155 ELTON ST","155 ELTON ST","155 ELTON ST"
"1281",NA,"R AVE R & 166","AVE","R AVE R & 166 AVE","R AVE R & 166 AVE","R AVE R & 166TH AVE","R AVE R & 166TH AVE"
"1282",425,"E 75","ST","425 E 75 ST","425 E 75 ST","425 E 75TH ST","425 E 75TH ST"
"1283",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1284",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1285",NA,"3 AVE & 145","AVE","3 AVE & 145 AVE","3 AVE & 145 AVE","3RD AVE & 145 AVE","3RD AVE & 145 AVE"
"1286",NA,"10 AVE & W 128","AVE","10 AVE & W 128 AVE","10 AVE & W 128 AVE","10TH AVE & W 128 AVE","10TH AVE & W 128 AVE"
"1287",NA,"COURTLAND AVE & 148","AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148TH AVE","COURTLAND AVE & 148TH AVE"
"1288",NA,"COURTLAND AVE & 148","AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148 AVE","COURTLAND AVE & 148TH AVE","COURTLAND AVE & 148TH AVE"
"1289",10,"W LLOTHTAV","ST","10 W LLOTHTAV ST","10 W LLOTHTAV ST","10 W LLOTHTAV ST","10 W LLOTHTAV ST"
"1290",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1291",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1292",NA,"R126","ST","R126 ST","R126 ST","R126TH ST","R126TH ST"
"1293",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"1294",NA,"CUSTOM H.","ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST"
"1295",NA,"8 AVE & W 125","AVE","8 AVE & W 125 AVE","8 AVE & W 125 AVE","8TH AVE & W 125 AVE","8TH AVE & W 125 AVE"
"1296",NA,"10 AVE. & W","AVE","10 AVE. & W AVE","10 AVE. & W AVE","10TH AVE. & W AVE","10TH AVE. & W AVE"
"1297",NA,"H. WASHN","ST","H. WASHN ST","H. WASHN ST","H. WASHN ST","H. WASHN ST"
"1298",45,"GRAND","ST","45 GRAND ST","45 GRAND ST","45 GRAND ST","45 GRAND ST"
"1299",NA,"149 & BROOK AVE.","AVE","149 & BROOK AVE. AVE","149 & BROOK AVE. AVE","149TH & BROOK AVE. AVE","149TH & BROOK AVE. AVE"
"1300",71,"C 1 AVE","AVE","71 C 1 AVE","SEVENTY-ONE C 1 AVE","71 C 1ST AVE","SEVENTY-ONE C 1ST AVE"
"1301",153,"COURTLAND","ST","153 COURTLAND ST","153 COURTLAND ST","153 COURTLAND ST","153 COURTLAND ST"
"1302",67,"3","ST","67 3 ST","67 3 ST","67 3RD ST","67 3RD ST"
"1303",23,"11","ST","23 11 ST","23 11 ST","23 11TH ST","23 11TH ST"
"1304",NA,"W 156 & nan","ST","W 156 & NAN ST","W 156 & NAN ST","W 156TH & NAN ST","W 156TH & NAN ST"
"1305",NA,"8 AVE & W 128","AVE","8 AVE & W 128 AVE","8 AVE & W 128 AVE","8TH AVE & W 128 AVE","8TH AVE & W 128 AVE"
"1306",NA,"B KLYN","ST","B KLYN ST","B KLYN ST","B KLYN ST","B KLYN ST"
"1307",NA,"3 AVE & 142","AVE","3 AVE & 142 AVE","3 AVE & 142 AVE","3RD AVE & 142 AVE","3RD AVE & 142 AVE"
"1308",NA,"3 AVE & 14","AVE","3 AVE & 14 AVE","3 AVE & 14 AVE","3RD AVE & 14 AVE","3RD AVE & 14 AVE"
"1309",NA,"3 AVE & 142","AVE","3 AVE & 142 AVE","3 AVE & 142 AVE","3RD AVE & 142 AVE","3RD AVE & 142 AVE"
"1310",16,"REAR 35L","ST","16 REAR 35L ST","16 REAR 35L ST","16 REAR 35THL ST","16 REAR 35THL ST"
"1311",NA,"3 AVE & 14","AVE","3 AVE & 14 AVE","3 AVE & 14 AVE","3RD AVE & 14 AVE","3RD AVE & 14 AVE"
"1312",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"1313",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1314",NA,"144 & WILLIS AVE.","AVE","144 & WILLIS AVE. AVE","144 & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE"
"1315",149,"MORRIS","ST","149 MORRIS ST","149 MORRIS ST","149 MORRIS ST","149 MORRIS ST"
"1316",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1317",158,"N 10","ST","158 N 10 ST","158 N 10 ST","158 N 10TH ST","158 N 10TH ST"
"1318",NA,"AVE A & E 118","AVE","AVE A & E 118 AVE","AVE A & E 118 AVE","AVE A & E 118TH AVE","AVE A & E 118TH AVE"
"1319",NA,"AVE A & E 77","AVE","AVE A & E 77 AVE","AVE A & E 77 AVE","AVE A & E 77TH AVE","AVE A & E 77TH AVE"
"1320",NA,"AVE A & E 77","AVE","AVE A & E 77 AVE","AVE A & E 77 AVE","AVE A & E 77TH AVE","AVE A & E 77TH AVE"
"1321",120,"N 4","ST","120 N 4 ST","120 N 4 ST","120 N 4TH ST","120 N 4TH ST"
"1322",135,"BROOME","ST","135 BROOME ST","135 BROOME ST","135 BROOME ST","135 BROOME ST"
"1323",205,"W 125","ST","205 W 125 ST","205 W 125 ST","205 W 125TH ST","205 W 125TH ST"
"1324",NA,"AVE A & E 74","AVE","AVE A & E 74 AVE","AVE A & E 74 AVE","AVE A & E 74TH AVE","AVE A & E 74TH AVE"
"1325",NA,"161 & R. R. AVE.","AVE","161 & R. R. AVE. AVE","161 & R. R. AVE. AVE","161ST & R. R. AVE. AVE","161ST & R. R. AVE. AVE"
"1326",NA,"REFUSED","ST","REFUSED ST","REFUSED ST","REFUSED ST","REFUSED ST"
"1327",NA,"REFUSED","ST","REFUSED ST","REFUSED ST","REFUSED ST","REFUSED ST"
"1328",NA,"N. J  ,","ST","N. J  , ST","N. J  , ST","N. J  , ST","N. J  , ST"
"1329",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"1330",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"1331",NA,". DENIS","ST",". DENIS ST",". DENIS ST",". DENIS ST",". DENIS ST"
"1332",149,"N 3","ST","149 N 3 ST","149 N 3 ST","149 N 3RD ST","149 N 3RD ST"
"1333",NA,"FULTON AVE & 167","AVE","FULTON AVE & 167 AVE","FULTON AVE & 167 AVE","FULTON AVE & 167TH AVE","FULTON AVE & 167TH AVE"
"1334",NA,"HOFFMAN","ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST"
"1335",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1336",158,"N 10","ST","158 N 10 ST","158 N 10 ST","158 N 10TH ST","158 N 10TH ST"
"1337",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1338",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1339",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"1340",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1341",NA,"STNS H","ST","STNS H ST","STNS H ST","STNS H ST","STNS H ST"
"1342",215,"FIH","ST","215 FIH ST","215 FIH ST","215 FIH ST","215 FIH ST"
"1343",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1344",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"1345",NA,"LEX AVE & E 125","AVE","LEX AVE & E 125 AVE","LEX AVE & E 125 AVE","LEX AVE & E 125TH AVE","LEX AVE & E 125TH AVE"
"1346",NA,"10 AVE & W 100","AVE","10 AVE & W 100 AVE","10 AVE & W 100 AVE","10TH AVE & W 100 AVE","10TH AVE & W 100 AVE"
"1347",53,"2","ST","53 2 ST","53 2 ST","53 2ND ST","53 2ND ST"
"1348",475,"HUDSON","ST","475 HUDSON ST","475 HUDSON ST","475 HUDSON ST","475 HUDSON ST"
"1349",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1350",NA,"BYE","ST","BYE ST","BYE ST","BYE ST","BYE ST"
"1351",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1352",NA,"MD.","ST","MD. ST","MD. ST","MD. ST","MD. ST"
"1353",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1354",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1355",NA,"B KLYN","ST","B KLYN ST","B KLYN ST","B KLYN ST","B KLYN ST"
"1356",NA,"WILLIS AVE & 143","AVE","WILLIS AVE & 143 AVE","WILLIS AVE & 143 AVE","WILLIS AVE & 143RD AVE","WILLIS AVE & 143RD AVE"
"1357",NA,"WASHN AVE & 169","AVE","WASHN AVE & 169 AVE","WASHN AVE & 169 AVE","WASHN AVE & 169TH AVE","WASHN AVE & 169TH AVE"
"1358",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"1359",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"1360",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"1361",NA,"145 & BROOK AVE.","AVE","145 & BROOK AVE. AVE","145 & BROOK AVE. AVE","145TH & BROOK AVE. AVE","145TH & BROOK AVE. AVE"
"1362",NA,"WN.","ST","WN. ST","WN. ST","WN. ST","WN. ST"
"1363",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1364",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"1365",NA,"8 BROADWAY,H. BKLYN","AVE","8 BROADWAY,H. BKLYN AVE","8 BROADWAY,H. BKLYN AVE","8TH BROADWAY,H. BKLYN AVE","8TH BROADWAY,H. BKLYN AVE"
"1366",31,"N 1","ST","31 N 1 ST","31 N 1 ST","31 N 1ST ST","31 N 1ST ST"
"1367",NA,"9 AVE & W 77","AVE","9 AVE & W 77 AVE","9 AVE & W 77 AVE","9TH AVE & W 77 AVE","9TH AVE & W 77 AVE"
"1368",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"1369",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1370",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1371",NA,"BKLYN","ST","BKLYN ST","BKLYN ST","BKLYN ST","BKLYN ST"
"1372",NA,"WASHN , AVE & nan","AVE","WASHN , AVE & NAN AVE","WASHN , AVE & NAN AVE","WASHN , AVE & NAN AVE","WASHN , AVE & NAN AVE"
"1373",110,"N 10","ST","110 N 10 ST","110 N 10 ST","110 N 10TH ST","110 N 10TH ST"
"1374",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1375",NA,"III.","ST","III. ST","III. ST","III. ST","III. ST"
"1376",NA,"COURTLAND AVE & 109","AVE","COURTLAND AVE & 109 AVE","COURTLAND AVE & 109 AVE","COURTLAND AVE & 109TH AVE","COURTLAND AVE & 109TH AVE"
"1377",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"1378",NA,"ROBBINS AVE & 149","AVE","ROBBINS AVE & 149 AVE","ROBBINS AVE & 149 AVE","ROBBINS AVE & 149TH AVE","ROBBINS AVE & 149TH AVE"
"1379",76,"N 11","ST","76 N 11 ST","76 N 11 ST","76 N 11TH ST","76 N 11TH ST"
"1380",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1381",NA,"LA.","ST","LA. ST","LA. ST","LA. ST","LA. ST"
"1382",NA,"B KLYN","ST","B KLYN ST","B KLYN ST","B KLYN ST","B KLYN ST"
"1383",NA,"WILLIS AVE. & nan","AVE","WILLIS AVE. & NAN AVE","WILLIS AVE. & NAN AVE","WILLIS AVE. & NAN AVE","WILLIS AVE. & NAN AVE"
"1384",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1385",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1386",NA,"1 AVE & E 120","AVE","1 AVE & E 120 AVE","1 AVE & E 120 AVE","1ST AVE & E 120 AVE","1ST AVE & E 120 AVE"
"1387",153,"COURTLAND","ST","153 COURTLAND ST","153 COURTLAND ST","153 COURTLAND ST","153 COURTLAND ST"
"1388",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1389",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1390",NA,"H 319 FIH 1AINTER CHARLES B H 97 PEARL,H. BKLYN","ST","H 319 FIH 1AINTER CHARLES B H 97 PEARL,H. BKLYN ST","H 319 FIH 1AINTER CHARLES B H 97 PEARL,H. BKLYN ST","H 319TH FIH 1AINTER CHARLES B H 97 PEARL,H. BKLYN ST","H 319TH FIH 1AINTER CHARLES B H 97 PEARL,H. BKLYN ST"
"1391",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1392",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1393",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"1394",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"1395",NA,"8 AVE & W 128","AVE","8 AVE & W 128 AVE","8 AVE & W 128 AVE","8TH AVE & W 128 AVE","8TH AVE & W 128 AVE"
"1396",NA,"WESTMINSTER","ST","WESTMINSTER ST","WESTMINSTER ST","WESTMINSTER ST","WESTMINSTER ST"
"1397",225,"W 46","ST","225 W 46 ST","225 W 46 ST","225 W 46TH ST","225 W 46TH ST"
"1398",211,"3","ST","211 3 ST","211 3 ST","211 3RD ST","211 3RD ST"
"1399",750,"GWICH","ST","750 GWICH ST","750 GWICH ST","750 GWICH ST","750 GWICH ST"
"1400",NA,"GILSEY","ST","GILSEY ST","GILSEY ST","GILSEY ST","GILSEY ST"
"1401",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1402",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"1403",99,"N 10","ST","99 N 10 ST","99 N 10 ST","99 N 10TH ST","99 N 10TH ST"
"1404",143,"N 3","ST","143 N 3 ST","143 N 3 ST","143 N 3RD ST","143 N 3RD ST"
"1405",NA,"IND.","ST","IND. ST","IND. ST","IND. ST","IND. ST"
"1406",140,"N 3","ST","140 N 3 ST","140 N 3 ST","140 N 3RD ST","140 N 3RD ST"
"1407",NA,"R AVE R & 170","AVE","R AVE R & 170 AVE","R AVE R & 170 AVE","R AVE R & 170TH AVE","R AVE R & 170TH AVE"
"1408",NA,"DEL.","ST","DEL. ST","DEL. ST","DEL. ST","DEL. ST"
"1409",144,"3","ST","144 3 ST","144 3 ST","144 3RD ST","144 3RD ST"
"1410",NA,". DENIS","ST",". DENIS ST",". DENIS ST",". DENIS ST",". DENIS ST"
"1411",NA,"ILL.","ST","ILL. ST","ILL. ST","ILL. ST","ILL. ST"
"1412",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"1413",135,"BROOME","ST","135 BROOME ST","135 BROOME ST","135 BROOME ST","135 BROOME ST"
"1414",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1415",NA,"ASTOR H.","ST","ASTOR H. ST","ASTOR H. ST","ASTOR H. ST","ASTOR H. ST"
"1416",82,".CATHARINE","ST","82 .CATHARINE ST","82 .CATHARINE ST","82 .CATHARINE ST","82 .CATHARINE ST"
"1417",NA,"H BKLYN","ST","H BKLYN ST","H BKLYN ST","H BKLYN ST","H BKLYN ST"
"1418",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"1419",NA,"LEX AVE & E 65","AVE","LEX AVE & E 65 AVE","LEX AVE & E 65 AVE","LEX AVE & E 65TH AVE","LEX AVE & E 65TH AVE"
"1420",156,"3","ST","156 3 ST","156 3 ST","156 3RD ST","156 3RD ST"
"1421",153,"THOMPSON","ST","153 THOMPSON ST","153 THOMPSON ST","153 THOMPSON ST","153 THOMPSON ST"
"1422",NA,"WILBUR","ST","WILBUR ST","WILBUR ST","WILBUR ST","WILBUR ST"
"1423",135,"MADISON","ST","135 MADISON ST","135 MADISON ST","135 MADISON ST","135 MADISON ST"
"1424",NA,"WILBUR","ST","WILBUR ST","WILBUR ST","WILBUR ST","WILBUR ST"
"1425",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1426",NA,"H BKLYN","ST","H BKLYN ST","H BKLYN ST","H BKLYN ST","H BKLYN ST"
"1427",NA,"CYPRESS AVE & 147","AVE","CYPRESS AVE & 147 AVE","CYPRESS AVE & 147 AVE","CYPRESS AVE & 147TH AVE","CYPRESS AVE & 147TH AVE"
"1428",NA,"128 BROADWAY,H. BKLYN","AVE","128 BROADWAY,H. BKLYN AVE","128 BROADWAY,H. BKLYN AVE","128TH BROADWAY,H. BKLYN AVE","128TH BROADWAY,H. BKLYN AVE"
"1429",NA,"LEX AVE & E 113","AVE","LEX AVE & E 113 AVE","LEX AVE & E 113 AVE","LEX AVE & E 113TH AVE","LEX AVE & E 113TH AVE"
"1430",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1431",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1432",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1433",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1434",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1435",NA,"ASTOR H.","ST","ASTOR H. ST","ASTOR H. ST","ASTOR H. ST","ASTOR H. ST"
"1436",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1437",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1438",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1439",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1440",NA,"3 AVE & 141","AVE","3 AVE & 141 AVE","3 AVE & 141 AVE","3RD AVE & 141 AVE","3RD AVE & 141 AVE"
"1441",NA,"","ST",NA,NA,NA,NA
"1442",NA,"HOFFMAN","ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST"
"1443",NA,"LAND","ST","LAND ST","LAND ST","LAND ST","LAND ST"
"1444",NA,"AVE A & E 59","AVE","AVE A & E 59 AVE","AVE A & E 59 AVE","AVE A & E 59TH AVE","AVE A & E 59TH AVE"
"1445",NA,"E J.","ST","E J. ST","E J. ST","E J. ST","E J. ST"
"1446",NA,"AVE A & E 58","AVE","AVE A & E 58 AVE","AVE A & E 58 AVE","AVE A & E 58TH AVE","AVE A & E 58TH AVE"
"1447",130,"N 4","ST","130 N 4 ST","130 N 4 ST","130 N 4TH ST","130 N 4TH ST"
"1448",44,"9","ST","44 9 ST","44 9 ST","44 9TH ST","44 9TH ST"
"1449",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1450",NA,"3 AVE & 179","AVE","3 AVE & 179 AVE","3 AVE & 179 AVE","3RD AVE & 179 AVE","3RD AVE & 179 AVE"
"1451",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"1452",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1453",NA,"","ST",NA,NA,NA,NA
"1454",101,"N 9","ST","101 N 9 ST","101 N 9 ST","101 N 9TH ST","101 N 9TH ST"
"1455",NA,"","ST",NA,NA,NA,NA
"1456",NA,"W REAR 128 & 6 AVE.","AVE","W REAR 128 & 6 AVE. AVE","W REAR 128 & 6 AVE. AVE","W REAR 128TH & 6 AVE. AVE","W REAR 128TH & 6 AVE. AVE"
"1457",NA,"MORRIS AVE & 149","AVE","MORRIS AVE & 149 AVE","MORRIS AVE & 149 AVE","MORRIS AVE & 149TH AVE","MORRIS AVE & 149TH AVE"
"1458",NA,"2 AVE & E 94","AVE","2 AVE & E 94 AVE","2 AVE & E 94 AVE","2ND AVE & E 94 AVE","2ND AVE & E 94 AVE"
"1459",NA,"H 21 CLARKSON","ST","H 21 CLARKSON ST","H 21 CLARKSON ST","H 21ST CLARKSON ST","H 21ST CLARKSON ST"
"1460",151,"COURTLAND","ST","151 COURTLAND ST","151 COURTLAND ST","151 COURTLAND ST","151 COURTLAND ST"
"1461",71,"1","ST","71 1 ST","71 1 ST","71 1ST ST","71 1ST ST"
"1462",130,"N 10","ST","130 N 10 ST","130 N 10 ST","130 N 10TH ST","130 N 10TH ST"
"1463",NA,"S. I  ,","ST","S. I  , ST","S. I  , ST","S. I  , ST","S. I  , ST"
"1464",168,"N 3","ST","168 N 3 ST","168 N 3 ST","168 N 3RD ST","168 N 3RD ST"
"1465",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1466",NA,"H 9U CANNON","ST","H 9U CANNON ST","H 9U CANNON ST","H 9THU CANNON ST","H 9THU CANNON ST"
"1467",132,"N 4TAV","ST","132 N 4TAV ST","132 N 4TAV ST","132 N 4THTAV ST","132 N 4THTAV ST"
"1468",NA,"4 AVE & E 73","AVE","4 AVE & E 73 AVE","4 AVE & E 73 AVE","4TH AVE & E 73 AVE","4TH AVE & E 73 AVE"
"1469",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"1470",NA,"76 BEAVER AND PRES H 21 CLIFF,H. BKLYN","AVE","76 BEAVER AND PRES H 21 CLIFF,H. BKLYN AVE","76 BEAVER AND PRES H 21 CLIFF,H. BKLYN AVE","76TH BEAVER AND PRES H 21 CLIFF,H. BKLYN AVE","76TH BEAVER AND PRES H 21 CLIFF,H. BKLYN AVE"
