,hn_1,best_match1
57282,NA,BROOKLYN
57283,443,PEARL
57284,212,WILLIAM
57285,390,B BROADWAY
57286,228,AVE 10
57287,66,BEAVER
57288,383,PEARL
57289,166,W 16
57290,240,AVE 4
57291,86,CHRYSTIE
57292,30,WAVERLEY PL
57293,87,E 17
57294,170,ORCHARD
57295,364,6
57296,NA,ASTORIA
57297,443,PEAR
57298,13,VANDEWATER
57299,216,WATER
57300,120,FRONT
57301,58,IRVING PL
57302,269,W 24
57303,17,AVE 9
57304,9,AVE 2
57305,27,E 20
57306,269,W 18
57307,128,HENRY
57308,27,4
57309,81,LIBERTY
57310,NA,139ATTORNY
57311,9,AVE 2
57312,NA,W 26 AND AVE 6
57313,41,BROADWAY
57314,90,FRANKFORT
57315,66,BEAVER
57316,48,EXCHANGE PL
57317,129,DUANE
57318,107,WM
57319,41,BROADWAY
57320,131,FULTON
57321,39,WOOSTER
57322,78,DELANCEY
57323,312,SPRING
57324,312,SPRING
57325,312,SPRING
57326,312,SPRING
57327,312,SPRING
57328,9,AVE 2
57329,99,STOUTENBURGH ALFRED 81 BROAD W H 16
57330,161,W 18
57331,67,BEDFORD
57332,13,
57333,NA,DUFFIELD
57334,89,HENRY BHLYN
57335,90,AVE 2
57336,95,4
57337,199,FORSYTH
57338,66,BARCLAY AND 886
57339,186,AVE 3
57340,115,
57341,263,HUDSON HUDSON
57342,35,1
57343,909,
57344,74,
57345,NA,
57346,307,6
57347,18,WALL
57348,42,RENWICK
57349,NA,W
57350,9,
57351,330,
57352,NA,
57353,3,JOHN AND 60 VESEY
57354,50,BEEKMAN
57355,NA,
57356,NA,23D AND AVE 6
57357,NA,
57358,172,
57359,3,JOHN AND 60
57360,NA,W 30 AND AVE 7
57361,86,SULLIVAN
57362,16,STANTON
57363,83,BARCLAY
57364,97,RIVINGTON
57365,303,GOLD
57366,99,
57367,423,GREENWICH
57368,60,HENRY
57369,214,WOOSTER
57370,NA,BROOKLYN
57371,101,WALL
57372,91,RIDGE
57373,155,FORSYTH
57374,NA,BROOKLYN
57375,12,MADISON
57376,508,GRAND
57377,16,W 14
57378,221,W 16
57379,63,ANN 296 WILLI M
57380,44,AVE A
57381,136,3
57382,269,WILLIAM
57383,NA,
57384,NA,BROOKLYN
57385,115,LEONARD
57386,NA,5 AND AVE CC
57387,190,W 19
57388,95,RIVINGTON
57389,NA,
57390,128,FRANKLIN
57391,185,ALLEN
57392,NA,BROADWAY W AND 27
57393,329,
57394,39,WILLETT
57395,132,
57396,100,AVE 6
57397,NA,W 38 AND AVE 9
57398,185,READE AND 193
57399,60,KING
57400,NA,29 AND AVE 6
57401,189,HENRY
57402,185,ALLEN
57403,504,BROOME
57404,NA,
57405,364,DELANCEY
57406,165,CHAMBERS
57407,98,PRINCE
57408,185,READE AND 193
57409,NA,DOOR
57410,1,MAIDEN LN
57411,253,PEARL
57412,68,
57413,10,AVE 2
57414,3,JOHN
57415,NA,JERSEY CITY
57416,10,BARCLAY
57417,97,LEWIS
57418,NA,BROOKLYN
57419,43,
57420,NA,
57421,7,AVE
57422,NA,BROOKLYN
57423,272,PEARL 274 PEARL
57424,38,SID
57425,NA,BROOKLYN
57426,24,CEDAR
57427,5,ROOSEVELT
57428,158,2
57429,475,BROOME 186
57430,51,WILLIAM
57431,26,
57432,172,THOMPSON
57433,186,LAURENS
57434,51,WILLIAM
57435,53,WILLETT
57436,NA,W 32D AND AVE 8
57437,47,ATLANTIC
57438,301,WASHINGTON
57439,NA,
57440,119,3
57441,81,HORATIO
57442,66,MARKET
57443,NA,
57444,NA,AVE B AND 12
57445,21,
57446,NA,
57447,203,W 25
57448,304,RIVINGTON
57449,107,ELDRIDGE
57450,236,5
57451,30,GREENE
57452,NA,
57453,200,W 15
57454,163,W 2IST
57455,44,STUYVESANT
57456,40,SUFFOLK
57457,338,W 20
57458,9,
57459,501,WASHINGTON
57460,23,HAMMOND
57461,NA,KE 34 AND AVE 3
57462,77,5
57463,23,
57464,2,MAIDEN LN
57465,340,HUDSON
57466,2,MAIDEN LN
57467,18,MURRAY AND 49 BROAD
57468,21,PARK PL
57469,108,W 20
57470,49,BROAD
57471,68,GROVE
57472,186,GRAND
57473,105,HAMERSLEY
57474,NA,E 27 AND ALY 2
57475,91,MERCER
57476,191,
57477,141,
57478,21,JANE
57479,8,AVE
57480,122,BROOME
57481,437,4
57482,5,MINETTA
57483,229,GRAND
57484,82,MONTGOMERY
57485,NA,W 37 AND AVE 10
57486,137,ATLANTIC
57487,256,BOWERY
57488,619,4
57489,114,7
57490,112,JOHN
57491,178,ESSEX
57492,48,AVE A
57493,7,AVE
57494,123,3
57495,39,WATER
57496,126,LEWIS
57497,94,ESSEX
57498,316,GRAND
57499,85,CHATHAM
57500,854,
57501,203,
57502,15,BAYARD
57503,289,HOUSTON
57504,15,DELANCEY
57505,216,5
57506,209,STANTON
57507,13,AVE B
57508,142,DELANCEY
57509,2034,
57510,15,DELANE
57511,2034,DIVISION AND BUTCHER
57512,2034,DIVISION
57513,NA,
57514,2034,DIV
57515,143,DELANCEY
57516,218,5
57517,57,ATTORNEY
57518,303,GRAND
57519,183,SPRING
57520,20334,DIVISION AND
57521,113,RIDGE
57522,199,RIVINGTON
57523,117,SPRING
57524,132,AND RIVGIN
57525,91,WILLIAM
57526,NA,AVE
57527,228,HOUSTON
57528,19,DUANE
57529,201,2
57530,243,HUDSON
57531,91,WILLIAM
57532,203,3
57533,99,CHARLTON
57534,69,SUFFOLK
57535,68,NEW
57536,146,
57537,22,WAVERLEY PLA
57538,27,CHERRY PIECE
57539,49,E WALL 13224
57540,28,DOWNING
57541,55,AVE 3
57542,194,
57543,109,ESSEX
57544,43,HAMMOND
57545,844,ALLEN
57546,307,HOUSTON
57547,127,COLUMBIA
57548,36,RENWICK
57549,551,SPRING
57550,NA,W 83D AND AVE 10
57551,65,ALY B
57552,124,NORFOLK
57553,20,THAMES
57554,NA,6 CT
57555,48,MULBERRY
57556,73,MULBERRY 48 MULBERRY
57557,314,BROADWAY 279 K
57558,96,
57559,184,DELANCEY
57560,47,SPRING
57561,21,LEONARD
57562,41,BANK
57563,88,HOUSTON
57564,NA,12GOERCK
57565,95,CANNON
57566,312,DELANCEY
57567,93,ALY 9
57568,80,CHRYSTIE
57569,325,BROADWAY
57570,13,WATTS
57571,NA,BLOOM
57572,47,SPRING
57573,242,GRAND
57574,1,JERSE
57575,73,WHITE
57576,5,JACKSON PL
57577,194,W 19
57578,222,BROADWAY
57579,261,MONROE
57580,330,ALY 3
57581,102,
57582,NA,CHURCH AND READE
57583,117,DELANCEY
57584,80,ELDRIDGE
57585,78,LAIGHT
57586,11,LEONARD
57587,8,AVE
57588,50,
57589,111,
57590,568,4
57591,129,3
57592,311,6
57593,80,CROSBY
57594,82,
57595,79,LEONARD
57596,79,LEONARD
57597,76,WILLIAM 622
57598,254,DELANCEY
57599,20,VANDEWTR
57600,36,WILLIAM
57601,72,E 21
57602,70,E 21
57603,NA,JERSEY
57604,77,N MOORE
57605,97,FORSYTH
57606,58,WALL 73
57607,218,9
57608,NA,JERSEY CITY
57609,804,WASHINGTON
57610,1,BLEECKR
57611,219,BROOME
57612,NA,BRKLYN
57613,25,BLEECKER
57614,26,KING
57615,128,ALLEN
57616,NA,WMSBURG
57617,404,BROOME
57618,67,WILLETT
57619,249,BOWERY
57620,NA,S EARLE
57621,40,UNION PL
57622,68,A
57623,29,A
57624,4,AVE 6
57625,255,ELIZABETH
57626,240,AVE 8
57627,255,ELIZABETH
57628,231,AVE
57629,223,HOUSTON
57630,23,AVE B
57631,550,4
57632,217,RIVINGTON
57633,66,AVE 6
57634,244,ELIZABETH
57635,151,BROOME
57636,190,CHERRY
57637,79,
57638,30,MULBERRY
57639,NA,BROOKLYN
57640,108,DR
57641,NA,BROOKLYN
57642,209,LEWIS
57643,158,STANTON
57644,136,W 13
57645,134,W 13
57646,98,AVE 8
57647,286,MULBERRY
57648,14,BANK
57649,247,SPRING
57650,5,GREENE
57651,34,PINE
57652,134,GREENWICH
57653,40,NEW
57654,NA,BRKLYN
57655,NA,BROOKLYN
57656,102,BARROW
57657,54,AVE 6
57658,176,ORCHARD
57659,41,CARMINE
57660,169,CHAMBERS
57661,47,HARRISON
57662,56,TROY
57663,137,GRAND
57664,110,MONROE
57665,196,ELDRIDGE
57666,36,W 20
57667,36,W 20
57668,20,READE
57669,155,9
57670,546,HOUSTON
57671,32,VARICK
57672,67,W 13
57673,10,CANNON
57674,36,W 20
57675,NA,E 25 AND AVE 2
57676,138,AVE 8
57677,NA,TROY
57678,49,OLIVER
57679,196,W 20
57680,16,WILLIAM 36 BEACH
57681,340,BOWERY
57682,167,CHAMBERS
57683,265,MONROE
57684,83,CROSBY
57685,364,GRAND
57686,NA,27 AND AVE 4
57687,59,5
57688,34,RENWICK
57689,16,
57690,NA,READE
57691,8,AVE
57692,71,E 13
57693,10,LEWIS
57694,48,BEEKMAN
57695,63,AVE B
57696,196,W 2
57697,NA,AVE W 6C 2IST
57698,35,AVE A
57699,7,JACKSON
57700,182,NORFLK
57701,337,AVE 6
57702,339,MONRVE
57703,4,MADISON
57704,87,DIVISION
57705,132,NORFOLK
57706,32,CATHARINE
57707,NA,AVE W 6C 2LST
57708,39,10
57709,NA,2ISTC AVE 6
57710,22,
57711,265,2
57712,303,5
57713,3485,AVE 8
57714,173,W 19
57715,87,AVE D
57716,71,AVE 6
57717,353,AVE 84
57718,105,AVE C
57719,1,MIDDAGH
57720,NA,BROOKLYN
57721,252,PEARL 160 CHAMBERS
57722,34,AVE B
57723,160,2
57724,57,4
57725,242,5
57726,305,WEST
57727,221,RIVINGTON
57728,160,STANTON
57729,150,3
57730,150,3 I
57731,304,SPRING
57732,45,AVE B
57733,219,CANAL
57734,377,CHERRY
57735,219,WEST
57736,65,BROOME
57737,192,BROOME
57738,90,LAIGHT
57739,323,SPRING
57740,NA,W 18 AND AVE 7
57741,NA,W 35 AND AVE 10
57742,167,W 18
57743,NA,BROOKLYN
57744,110,SOUTH
57745,NA,W 3LST AND AVE 8
57746,82,VANDAM
57747,57,B KMAN
57748,494,WEST
57749,120,W 27
57750,273,AVE 3
57751,788,WASHINGTON
57752,52,LUDLOW
57753,118,G WICH AVE
57754,790,WASHINGTON
57755,281,HEN
57756,62,GANSEVOORT
57757,172,SPRING
57758,5,BOWERY
57759,6,SOUTH 24512
57760,5,E 14
57761,59,DOWNIN
57762,129,MONROE
57763,52,LUDLOW
57764,764,CHATHAM
57765,245,W 18
57766,226,12
57767,964,CHATHAM
57768,NA,OHIO
57769,585,BROOME
57770,6,SOUTH
57771,123,125 AND 127 FRONT
57772,110,WALL
57773,90,VANDAM
57774,84,HAMERSLEY
57775,52,WALL
57776,788,WASHINGTON
57777,788,WASHINGTON
57778,164,10
57779,144,10
57780,208,AVE 8
57781,60,AVE A
57782,173,WALKER
57783,67,PITT
57784,51,
57785,606,BROADWAY
57786,158,10
57787,NA,WILLIAMSBURG
57788,NA,W 37 AND AVE 5
57789,NA,WILLIAMSBURG
57790,238,BROOME
57791,NA,ASTOR
57792,130,CEDAR
57793,6,WALL
57794,65,LAURENS
57795,NA,STATEN ISLAND
57796,74,MOTT
57797,198,BROOME
57798,132,AVE 2
57799,180,10
57800,164,KE 20
57801,175,AVE 2
57802,138,MULBERRY
57803,210,10
57804,185,HESTER
57805,20,CHAMBERS
57806,73,W 15
57807,139,WAVERLEY PL
57808,139,WAVERLEY PL
57809,155,AVE 6
57810,10,CORNELIA
57811,89,GREENWICH AVE
57812,192,ORCHARD
57813,63,BROADWAY
57814,183,2
57815,50,BE 15
57816,103,S MARK PL
57817,163,BROOME
57818,NA,W 40 AND AVE 11
57819,21,MORTON
57820,266,7
57821,209,E 7
57822,11,WASHINGTON SQ
57823,314,MONROE
57824,314,PEARL
57825,248,HOUSTON
57826,NA,PEARL BROOKLYN
57827,656,WASHINGTON
57828,NA,W 41 AND AVE 10
57829,17,YORK
57830,267,E 21
57831,208,7
57832,195,FRANKLIN
57833,13,ROSE
57834,74,AYV 6128 WAY LEY PL OR
57835,6,HESTER
57836,472,PEARL
57837,214,5
57838,17,JACOB
57839,254,7
57840,351,MADISON
57841,230,12
57842,250,MOTT
57843,370,10
57844,28,SPRUCE
57845,150,MOTT
57846,71,AVE B
57847,25,LEONARD AND 10 WATER
57848,8,PELHAM
57849,188,W 20
57850,4,NEW
57851,109,THOMPSON
57852,126,WATER 19 CHERRY
57853,9,VANDEWATER
57854,14,RIDGE
57855,110,CENTRE
57856,199,2
57857,358,CHERRY
57858,9,VANDEWATER
57859,17,WIL LOUGHBY
57860,50,MARION
57861,230,MULBERRY
57862,6,DEPEYSTER
57863,173,MONROE
57864,230,MULBERRY
57865,265,STANTON
57866,3,ALY
57867,65,RIDGE
57868,365,PEAR
57869,109,ANTHONY
57870,2,JACOB
57871,266,WATER
57872,168,ELIZABETH
57873,6,GREENWICH
57874,266,WATER
57875,758,GREENWICH
57876,21,SCAMMEL
57877,NA,W 25 AND AVE 7
57878,693,WATER
57879,379,FIGHTH
57880,198,WAVERLEY PL
57881,238,WASHINGTON
57882,147,SULLIVAN
57883,363,PEARL
57884,90,MADISON
57885,363,PEARL
57886,604,GRAND
57887,7,BARCLAY
57888,158,W 20
57889,172,READE
57890,25,ROSE
57891,71,MOTT
57892,4,HAGUE
57893,32,55
57894,231,MULBERRY
57895,4,PELHAM
57896,269,MULBERRY
57897,352,WATER
57898,250,CLINTON
57899,367,PEARL
57900,4,5
57901,44,READE
57902,55,WASHINGTON BH 137 WALKER
57903,232,MULBERRY
57904,60,WALNUT
57905,390,PEARL 4
57906,381,AVE
57907,195,FRANKLIN
57908,11,W 27
57909,147,SULLIVAN
57910,367,PEARL
57911,46,6
57912,61,WEST
57913,95,JOHN
57914,89,THOMPSON
57915,3,AVE
57916,214,12
57917,212,AVE 9
57918,81,BEEKMAP
57919,28,TRINITY PL
57920,176,MONROE
57921,71,AVE B
57922,43,HAMILTON
57923,226,AVE 10
57924,79,MARKET
57925,NA,E 28 AND LEXINGTON AVE
57926,74,AVE 6
57927,63,AMOS
57928,201,3
57929,70,GRAND
57930,52,ORCHARD
57931,41,AVE A
57932,2174,VARICK
57933,85,ALLEN
57934,NA,W 26 AND AVE 7
57935,439,PEARL LO
57936,NA,W 37 AND AVE 10
57937,101,AVE D
57938,81,LEWIS
57939,NA,STEPNEY CT
57940,203,GREENE
57941,250,MOTT
57942,530,GRAND
57943,17,MORTON
57944,4314,GRAND
57945,NA,AVE 4C 9
57946,193,GREENWICH
57947,9,AVE
57948,NA,MASS
57949,NA,W 36 AND ALY 9
57950,62,CARMINE
57951,58,DEY
57952,33,WOOSTER
57953,122,E 21
57954,149,BROADWAY
57955,4,MERCHANTS
57956,338,6
57957,261,AVE 8
57958,248,WM
57959,21,W
57960,9,JONES
57961,9,JONES
57962,234,BLEEKER
57963,NA,AVE E 1C 20
57964,85,RIVINGTON
57965,69,ANTHONY
57966,15,FRANKFORT
57967,359,RIVINGTON
57968,141,READE
57969,147,W 16
57970,742,BROADWAY
57971,739,BROADWAY
57972,103,PITT
57973,103,PITT
57974,51,LIBERTY
57975,14,COLLEGE PL
57976,23,HOWARD
57977,106,ATTORNEY
57978,127,W 16
57979,417,CHERRY
57980,209,AVE 10
57981,82,W 17
57982,158,NORFOLK
57983,82,W 17
57984,25,WATTS
57985,82,W 17
57986,669,WATER
57987,663,WATER
57988,249,W 19
57989,22,HESTER
57990,46,AVE D
57991,52,LEXINGTON AVE
57992,36,VESEY
57993,NA,BROOKLYN
57994,21,UNION PL
57995,NA,W 42D AND AVE 8
57996,215,W 17
57997,NA,W 42D AND AVE 8
57998,NA,E 2LST AND AVE 1
57999,2,COLLEGE PL
58000,63,AVE 4
58001,280,ALY 8
58002,NA,W 27 AND AVE 9
58003,163,MONROE
58004,26,
58005,9,RIVINGTON
58006,NA,E HOSPITAL FOOT 26
58007,24,OLD S SLIP RATHBUN HO
58008,458,BROADWAY
58009,NA,JERSEY CITY
58010,150,LEWIS
58011,163,MONROE
58012,73,MORTON
58013,165,4
58014,112,W 20
58015,139,SUFFOLK
58016,75,MORTON
58017,15,EAST WARREN
58018,228,RIVINGTON
58019,99,AND AVE 4
58020,286,AVE 10
58021,NA,STATEN ISLAND
58022,180,ORCHARD
58023,40,COLUMBIA
58024,6,AVE
58025,432,10
58026,NA,W 29 AND AVE 9
58027,994,AVE 4
58028,180,ORCHARD
58029,55,ROOSEVELT
58030,49,ROOSEVE
58031,6104,4
58032,235,AVE 6
58033,111,AVE 2
58034,24,STANTON
58035,129,HENRY
58036,420,GRAND
58037,5,ATTORNEY
58038,25,WHITEHALL
58039,218,3
58040,84,WALL
58041,37,GRAND
58042,26,PITT
58043,7,ALLEN
58044,61,KIGHTH
58045,84,ATTORNEY
58046,67,AMITY
58047,25,WAVERLEY PL
58048,66,NORFOLK
58049,NA,BROADWAY AND 17
58050,NA,BROADWAY AND 17
58051,47,ESSEX
58052,340,BLEECKER
58053,42,BEAVER
58054,44,WILLETT
58055,17,STRONG PL
58056,NA,BROOKLYN
58057,NA,LONG ISLAND
58058,488,SWE
58059,76,CLIFF SWARTS CATHARINE
58060,18,E 16 SWARTS THOMAS AND 0 CANNA AVS
58061,25,WA AND SWARTS THOMAS H 73 NORFOLK
58062,NA,IK J
58063,7,CHAMBERS BE 64 LIBERTY 114
58064,NA,AGE
58065,97,E 24 CONN 269 SOUTH STAMFORD
58066,25,WA AND SWARTWOUT SAMUEL 129
58067,NA,SWARTZ ABRAHAM 8 MELODE I
58068,158,WAVERLEY PL 10 SPRING ON 6 SPRING
58069,367,6 SWARTZ W ALOES 19621
58070,25,WAVERLEY PL AND SWARTZ CHARLES 140 PITT
58071,NA,E 25 AND ALY 1
58072,6,CARROLL PL S SWARTZ DANL 57 SUFFOLK H 177 RIVIN TO
58073,208,WILLIAM GMA
58074,70,VANDAM
58075,185,W 18 SWARTZ GOTTFRIED 3888
58076,492,GRAND SWARTZ HEIMAN 83 BAYARD
58077,68,ALY C
58078,2,SOUTH SWARTZ JOSEPH 4 TRINITY PL
58079,652,WATER SWARTZ SARAH 153 ANTHONY
58080,348,HOUSTON
58081,604,4
58082,249,GREENWICH AND W SWAYNE JAMES 97 MAIDEN LA H 143 FUL
58083,224,BROOME TON
58084,NA,
58085,173,AVE 3
58086,38,ALY C SWAYSE MILTON 288 GREENWICH
58087,79,HAMERSLEY SWAYSLAND EDWARD 109 GREENE
58088,NA,SWAYZE ISAAC 147 VARICK
58089,666,GREENWICH
58090,83,AND SWAYZE JOHN O 666 GREENWICH
58091,283,AVE 8293 ALY 8
58092,38,MACDOUGAL
58093,100,ALY 3 SWECKHAMER JOHN 249 GREENWICH
58094,16,LAMARTINE PL AND SWEENEY CATHARINE
58095,6,HENRY 51 CROSS
58096,39,AND ORANGE
58097,115,LIBERTY SWEENEY DENNIS 54 CHERRY
58098,120,W 27
58099,103,ELDRIDGE SWEENEY EDWARD 34 CHERRY 27
58100,183,SPRING CHERRY
58101,289,10 SWEENEY EDWARD 93 RIDGE
58102,55,CLINTON SWEENEY EDWARD 167 BROOME
58103,NA,SWEENEY EDWARD 3466
58104,44,FRANKFORT
58105,62,MACDOUGAL SWEENEY JAMES 106 BAYARD
58106,324,MONROE
58107,313,BLEECKR
58108,10,LEROY PL SWEENEY JOHN 380 BLEECKER
58109,126,AND SWEENEY JOHN 30 CHERRY
58110,75,W BROADWAY
58111,648,HOUSTON SWEENEY E MARTIN 12716
58112,140,BROADWAY SWEENEY MICHAEL 119 COLUMBIA
58113,22,LAFAYETTE AND SWEENEY MICHAEL 74 DIVISION H 74 DIVISION
58114,221,MADISON
58115,343,AVE 6 SWEENEY SARAH 16 BATAVIA
58116,149,CROSBY SWEENEY SARAH
58117,14,BARCLAY 131 WALKER
58118,7,AVE
58119,16,DOYER SWEENEY W THOMAS 62 WASHINGTON
58120,131,MERCER INGTON PL
58121,278,FRONT SWEENEY WILLIAM 68 CARMINE
58122,132,GREENE SWEENEY WILLIAM 420 WATER
58123,128,NORFOLK W SWEENEY WILLIAM 27
58124,13,BARCLAY SWEENY BARNARD AVE W 7N 28
58125,97,ELM
58126,195,HESTER SWEENY CHARLES 49 CHARLES
58127,4,LITTLE WATER SWEENY CHARLOTTE 76
58128,368,W PEARL BROADWAY
58129,1,BOWLING AND SWEENY DANIEL 66 CHATHAM H 66 CHATHM
58130,85,WILLETT
58131,246,AVE 8 SWEENY DANIEL 3078
58132,62,MONTGOMERY
58133,319,6 W SWEENY JAMES 40
58134,391,CHERRY
58135,54,OAK SWEENY W JAMES 13720
58136,53,5
58137,62,FRANKLIN
58138,84,CLINTON SWEENY JOHN 54 FRANKFORT
58139,28,AND SWEENY JOHN 76 ORANGE
58140,97,WILLETT
58141,59,SUFFOLK SWEENY MICHAEL 34 GOLD
58142,18,PRINCE
58143,53,ELM
58144,184,W 18
58145,21,RENWICK
58146,83,HICKS
58147,179,
58148,5,OLIVER
58149,59,DOWNING
58150,38,WATTS
58151,6,MARION
58152,NA,W 27 AND AVE 7
58153,92,ALLEN
58154,60,MERCER
58155,232,10
58156,196,AND CHURCH
58157,59,DOWNING
58158,133,CANAL
58159,168,W 16
58160,184,HENRY
58161,87,STATE
58162,194,HENRY
58163,190,LAURENS
58164,170,BROOME
58165,NA,W 43D AND AVE 8
58166,29,WEST
58167,369,4
58168,100,ALLEN
58169,23,HESTER
58170,2314,DIVISION
58171,66,AVE D
58172,29,AVE 4
58173,309,HENRY
58174,65,W 2IST
58175,65,CLINTON
58176,203,CHRYSTIE
58177,499,WASHINGTON
58178,178,MOTT
58179,70,FE 19
58180,161,LEWIS
58181,NA,WMSBRG
58182,16,BEACH
58183,168,ATTORNEY
58184,46,REMSEN BHKLYN
58185,157,HENRY
58186,NA,ENGLAND
58187,47,CHRYSTIE
58188,140,THOMPSON
58189,NA,7I SANDS BROOKLYN
58190,NA,W 28 AND AVE 9
58191,NA,PACIFIC AND HENRY BROOKLYN
58192,605,GRAND
58193,NA,AMENIA
58194,194,BROADWAY
58195,62,CEDAR
58196,207,PEARL
58197,110,FRONT
58198,25,ORANGE
58199,NA,BKLYN
58200,NA,GREENWICH
58201,171,AVE 1
58202,232,DELANCEY
58203,566,BROOME
58204,NA,W 33D AND AVE 10
58205,NA,BROOKLYN
58206,9,WILLOW
58207,NA,BROOKLYN
58208,6,ALBANY
58209,36,OLIVER 49 MADISON
58210,116,BROADWAY
58211,793,BROADWAY
58212,28,AVE 6
58213,236,AVE 4
58214,236,AVE 4
58215,236,AVE 4
58216,NA,NEW JERSEY I
58217,75,LEWIS VE
58218,96,CATHARINE
58219,109,GRAND
58220,77,PINE V
58221,40,GROVE
58222,140,PITT
58223,207,WALKER
58224,2,MADISON
58225,231,CENTRE
58226,47,WALL
58227,303,
58228,97,SPRING
58229,NA,E 24 AND AVE 14
58230,65,W BROADWAY 4
58231,NA,ASTOR
58232,111,FRONT
58233,120,AVE 4
58234,70,CHATHAM
58235,374,CARMINE
58236,44,CHATHAM
58237,237,E 25
58238,44,MURRAY
58239,281,6
58240,69,CANAL
58241,155,E 21
58242,164,ATTORNEY
58243,84,W 20
58244,219,HOUSTON
58245,74,W 20
58246,15,MANGIN
58247,48,BEAVER
58248,49,BEAVER
58249,97,TT
58250,NA,BROOKLYN
58251,182,ELIZABETH
58252,44,CATHARINE
58253,608,WATER
58254,325,BROADWAY
58255,44,ROBINSON
58256,181,WOOSTER
58257,295,BLEECKER
58258,NA,DOBBS FERRY
58259,358,8
58260,NA,DOBBS FERRY
58261,95,BLEE6KER
58262,NA,BROADWAY AND BARCLAY
58263,30,BOWERY
58264,20,GREENWICH
58265,76,WALL
58266,NA,BARCLAY
58267,246,CLINTON
58268,78,CARMINE
58269,51,FACTORY
58270,289,7
58271,293,5
58272,553,4
58273,123,CANNON
58274,120,JOHNSON
58275,101,STANTON
58276,6,WARREN
58277,179,MADISON
58278,391,6
58279,46,PERRY
58280,5,DOYERS
58281,324,MADISON
58282,14,WALL
58283,217,METT
58284,10,YORK
58285,NA,BKLYN
58286,78,WASHINGTON
58287,50,SREENWICH
58288,15,FULTON
58289,NA,WILLIAMSBURGH
58290,298,PEARL
58291,NA,W 18 AND ALY 6
58292,234,4
58293,58,BARCLAY
58294,42,W WASHINGTON PL
58295,NA,BERGEN
58296,234,CHURCH
58297,6,BANK
58298,49,HAMILTON
58299,88,ANN
58300,14,LEONARD
58301,87,CHER
58302,118,LUDLOW
58303,66,AVE 5
58304,106,WILLOW
58305,9,OAK
58306,NA,BROOKLYN
58307,345,AVE 3
58308,183,W 18
58309,228,12
58310,70,KING
58311,202,4
58312,2,W 13
58313,13,MURRAY
58314,NA,W 33D AND AVE 9
58315,39,CLINTON
58316,253,AVE 10
58317,243,W 18
58318,332,W 26
58319,173,W 20
58320,NA,LONDON
58321,NA,LONDON
58322,40,JOHN
58323,7,AVE 5
58324,106,CANAL
58325,148,W 28
58326,118,W 14
58327,NA,W 14 NM AVE 6
58328,364,10
58329,NA,N BRIGHTON
58330,37,NASSAU
58331,25,NASSAU
58332,NA,BROOKLYN
58333,363,AVE 6
58334,142,HAMMOND
58335,439,BROOME
58336,61,JAMES
58337,29,LEROY
58338,211,SPRING
58339,205,MERCER
58340,796,GREENWICH
58341,NA,W 28 AND AVE 6
58342,16,COENTIES SL
58343,133,AVE 1
58344,258,AVE 10
58345,90,W 16
58346,NA,BUTLER AND SMITH BROOKLYN
58347,79,BUTLER
58348,111,LEROY
58349,249,HICKS BROOKES EO NES 151 BROADWAY
58350,56,GANSEVOORT GREENWICH 7 WILLIAM 107
58351,115,ILI
58352,107,
58353,7,
58354,53,FORS
58355,641,HUDSON HUDSON
58356,177,GREENE
58357,93,VARICK
58358,125,AMITY
58359,90,PRINCE
58360,28,BUT
58361,45,WALKER
58362,11,AVE
58363,18,FLETCHER 53 FORSYTH
58364,NA,JERSEY CITY
58365,NA,4 AND GREENE
58366,20,PINE
58367,158,W 20
58368,227,11
58369,186,W 17
58370,75,AVE C
58371,4,ESSEX
58372,NA,W 30 AND AVE 7
58373,457,AVE 6
58374,105,AVE D
58375,162,E 27
58376,381,WASHINGTON
58377,76,HUDSON
58378,107,AVE D
58379,NA,W 25 AND ALY 9
58380,450,WATER
58381,167,MURRAY
58382,56,ANTHONY
58383,109,ALY 8 BH 164 HOUSTON
58384,107,ALY D
58385,696,4
58386,NA,W 24 AND AVE 8
58387,NA,AVE E 4N 3IST
58388,168,WASHINGTON
58389,199,FULTON
58390,336,8
58391,50,VESEY
58392,101,CANNON
58393,198,MERCER
58394,92,PERRY
58395,26,COMMERCE
58396,97,CHARLTON
58397,169,STANTON
58398,70,CEDAR NEW JERSEY
58399,15,SOUTH 6
58400,76,A AND 9
58401,13,CARROLL PL
58402,250,HENRY
58403,63,BROOKLYN
58404,NA,PIERREPONT BROOKLYN
58405,33,HOUSTON
58406,6,JAMES I
58407,70,CEDAR
58408,7,NASSAU ISON
58409,3,HARRISA
58410,472,AND GRATES
58411,NA,HESTER
58412,117,FORSYTH
58413,54,STANTON
58414,4724,GRAND
58415,7,
58416,167,BROOME BYNG ELIZA A 28 DOWNING
58417,46,ELIZABT
58418,10,AVE
58419,NA,STATE AND BOND BROOKLYN
58420,150,GREENWICH BYNNER RICHARD 111 CHRYSTIE
58421,886,BROADWAY 4444
58422,886,BROADWAY
58423,NA,
58424,3,E LEWIS 18
58425,100,GRAND
58426,20,WILLIAM BYRELEY JOSEPH 6744
58427,20,WILLIAM BYRES SAMUEL H 11 HAMMOND
58428,88,BROADWAY
58429,NA,UTICA
58430,20,WILLIAM BYRNE CHARLES 382 GRAND
58431,20,RENWICK E BYRNE CHRISTOPHER 17
58432,20,WILLIAM BYRNE DANIEL 12
58433,9,VANDWT
