,hn_1,best_match1
58434,10,AVE
58435,73,W 15 BYRNE ELIZA 292 RIVINGTE
58436,46,W 6 CITY HALL PL
58437,NA,ATHENS
58438,5,AVE
58439,124,HENRY
58440,197,FRANKLIN
58441,72,10
58442,NA,W 19 AND AVE 5
58443,102,ELM
58444,521,GRAND
58445,84,GREENE
58446,139,READE
58447,101,W 27
58448,198,DELANCEY
58449,289,AVE A
58450,186,2
58451,6,ALBANY
58452,61,MARKET
58453,10,STUYVESANT
58454,22,AVE 8
58455,168,CHRIS R
58456,61,FULTON
58457,174,ADAMS
58458,NA,BKLYN
58459,57,CEDAR
58460,5,7
58461,282,3
58462,402,8
58463,302,STANTON 274 STANTON
58464,22,AVE B
58465,NA,E 93D AND AVE 4
58466,106,ELM
58467,297,DIVISION
58468,43,AVE 1
58469,106,ELM
58470,248,HOUSTON
58471,115,AMOS
58472,34,VANDAM
58473,496,HUDSON
58474,NA,WMSBG
58475,NA,CONGRESS PL
58476,165,W 21
58477,171,WOOSTER
58478,449,AVE 1
58479,129,CLINTON CLINT
58480,318,BICKR
58481,94,AVE C
58482,97,NASSAU
58483,136,SPRING BUZIAN GASPAR 45 NORFOLK
58484,201,W 15
58485,NA,BROOKLYN
58486,246,W 18
58487,24,STONE
58488,12,LEONARD
58489,NA,SCHERMERHORN
58490,NA,BRUOKLYN
58491,22,HOUSTON
58492,28,DOWNING
58493,NA,23D AND AVE 7
58494,46,ELIZABT
58495,NA,STATE AND BOND BROOKLYN
58496,111,CHRYSTIE
58497,88,PEAR
58498,444,4
58499,NA,
58500,17,WASHINGTON
58501,100,GRAND
58502,674,4
58503,11,HAMMOND
58504,708,GREENWICH
58505,38,OLIVER
58506,382,GRAND
58507,NA,E 17 AND AVE A
58508,NA,12 AND AVE C
58509,9,VANDWT
58510,10,AVE
58511,292,RIVINGTE
58512,6,CITY HALL PL
58513,NA,ATHENS
58514,136,NASSAU
58515,NA,Q7 ELIZABETH
58516,76,JAMES
58517,84,ESSE
58518,17,CITY HALL PL
58519,27,SHERIFF
58520,2,6
58521,151,ELIZABETH
58522,38,W 13T
58523,259,MULBERRY 271 MULBER
58524,250,2
58525,66,AVE 7
58526,506,GREENWICH
58527,41,ELM
58528,124,MONROE
58529,51,RUTGER
58530,19,WASHING
58531,24,HOUSTON
58532,51,MARION
58533,670,WATER
58534,153,GRAT
58535,98,GREENE
58536,29,G DEN
58537,53,DR
58538,223,W 28
58539,113,KING
58540,NA,JERSEY CIT
58541,171,ALLEN
58542,112,MULBERRY
58543,119,W 19
58544,217,ELIZABETH
58545,NA,AVE E AN 14
58546,93,CLIFF
58547,175,E 11
58548,NA,GRAND AND CENTRE
58549,NA,WASHINGTON MKT
58550,153,LUDLOW
58551,NA,E 25 NM AVE 3
58552,37,CANNON
58553,30,LEONARD
58554,13,WALL
58555,25,12
58556,27,SHERIFF
58557,824,MADISON
58558,55,GREENWICH
58559,NA,AVE 3N KE 35
58560,434,10
58561,239,MULBERRY
58562,35,WASHI
58563,141,WASHINGTON
58564,210,AVE 9
58565,270,AVE 10
58566,40,COLUMBIA
58567,574,BOWERY GREENWICH
58568,258,E 25
58569,37,CHARLTON
58570,161,10
58571,NA,BROOKLYN
58572,NA,
58573,86,SOUTH
58574,344,AVE 6
58575,246,CLINTON
58576,22,MAIDEN LN
58577,109,LEONARD
58578,9,BEDFORD
58579,157,HUDSON
58580,150,W 40
58581,449,BROADWAY
58582,183,READE
58583,42,OAK
58584,44,CANAL
58585,3,DUANE
58586,209,FRANKLIN
58587,20,THOMAS
58588,292,WASHINGTON
58589,80,LAIGHT
58590,NA,ENGLAND
58591,82,CLIFF
58592,139,FORSYTH
58593,15,WEST
58594,18,DOWNING
58595,89,WILLIAM
58596,1,COLONADE ROW
58597,89,WILLIAM
58598,473,AVE 6
58599,75,W 19
58600,29,NORFOLK
58601,606,4
58602,311,S HUDSON
58603,146,GREENWICH
58604,31,WATTS
58605,311,HUDSON
58606,282,6
58607,323,9
58608,667,G WICH
58609,308,WEST
58610,157,AVE 8
58611,58,WHITEHALL
58612,NA,HUDSON COR HUBERT
58613,94,COLUMBIA
58614,57,2
58615,107,E BROADWAY
58616,NA,BROOKLYN
58617,247,
58618,153,STANTON
58619,93,AVE D
58620,102,PEARL
58621,238,DELANCEY NEWARK
58622,135,
58623,135,DIVISION
58624,227,7
58625,240,5
58626,76,W 18
58627,125,GOERCK
58628,184,CHURCH
58629,NA,W 27 AND AVE 9
58630,21,VANDEWATR
58631,64,LISPENARD
58632,280,
58633,60,WOOSTER
58634,99,GREENE
58635,87,CEDAR
58636,82,
58637,384,BOWERY
58638,NA,
58639,657,
58640,233,DELANCEY
58641,76,BEEKMAN
58642,297,AVE 3
58643,22,CHERRY
58644,156,ORCHARD
58645,81,HOUSTON
58646,160,WOOSTER
58647,75,WHITE
58648,63,CANNON
58649,26,DOWNING
58650,22,E 26
58651,444,CHERRY
58652,335,G WICH
58653,53,CHRYSTIE
58654,243,ELIZABET
58655,92,ESSEX
58656,23,1
58657,NA,E 36 AND AVE 3
58658,774,ORCHARD
58659,NA,E LITH
58660,259,AVE 3
58661,157,HOUSTON
58662,136,PEARL
58663,108,CANNON
58664,NA,WESTCHESTER
58665,141,MONROE
58666,16,WATER STATEN ISLAND
58667,34,RECTOR
58668,3,RIVINGTON PL
58669,544,HUDSON
58670,NA,BROOKLYN
58671,115,
58672,78,ELDRIDGE
58673,28,CORTLANDT
58674,330,MADISON
58675,16,STANTON
58676,NA,E 8 AND AVE 4
58677,576,HUDSON
58678,42,AVE D
58679,300,E 23
58680,7,AND 8
58681,21,SCAMMEL
58682,91,AVE 9
58683,63,CANNON
58684,794,WASHINGTON
58685,152,W BROADWAY
58686,345,HUDSON
58687,157,FRANKLIN
58688,95,CLINTON ALY
58689,16,W 14
58690,12,SIDNEY PL
58691,116,W 27
58692,35,CANNON
58693,522,WASHINGTON
58694,120,WILLETT
58695,18,COMMERCE
58696,643,WASHINGTON
58697,23,PARK PL
58698,1114,GREENWICH
58699,91,SULLIVAN
58700,78,ELDRIDGE
58701,4,STAPLE
58702,480,HOUSTON
58703,242,ELIZABETH
58704,NA,NEWARK
58705,NA,23D AND AVE 5
58706,122,MONRO
58707,36,DOWNING
58708,47,FORSYTH
58709,142,LEWIS
58710,674,WUTER
58711,NA,E 1
58712,NA,BROOKLYN
58713,76,WILLIAM JERSEY
58714,20,NORFOLK WW
58715,454,GREENWICH
58716,213,5
58717,47,DELANCEY
58718,182,CLINTON
58719,92,BARROW
58720,168,ESSEX
58721,6,AVE D
58722,820,BROADWAY
58723,27,TROY
58724,677,BROADWAY
58725,61,CHERRY
58726,116,COLUMBIA
58727,81,BEEKMAN
58728,135,ELIZABETH
58729,76,NASSAU 531 BROADWAY
58730,9,CITY HALL
58731,406,4
58732,244,W 24
58733,19,AVE B
58734,356,BROADWAY
58735,676,4 LONDON TER
58736,NA,LUDLOW AND GRAND
58737,182,HENRY
58738,136,EK BROADWAY
58739,671,HOUSTON
58740,240,SPRING
58741,207,W 13
58742,46,THOMAS
58743,206,CANAL
58744,162,WAVERLEY PL
58745,35,5
58746,847,ALY 8
58747,301,AVE 1
58748,293,DELANC
58749,191,W 17
58750,313,W 27
58751,380,GRAND
58752,337,BROADWAY
58753,296,W 19
58754,81,KING
58755,266,CANAL
58756,227,W 16
58757,NA,ALBANY
58758,NA,WILLIAMSBURGH
58759,66,CARMINE
58760,225,HENRY
58761,58,PRINCE
58762,16,STATE
58763,41,SOUTH
58764,143,E 21
58765,NA,B KLYN
58766,71,STATE
58767,NA,ALBANY
58768,109,S 8 WILLIAMSBURG
58769,131,NORFOLK
58770,NA,MARBLED FANCY
58771,21,SCAMMEL
58772,243,CENTRE 131 NORFOLK
58773,NA,W 4 AND AVE 6
58774,268,ALY 8
58775,8,HUBERT
58776,56,LISPENARD
58777,480,HOUSTON
58778,480,HOUSTN
58779,NA,ALY AND W AND 40
58780,NA,BROOKLYN
58781,183,FORSYTH
58782,22,OLIVER
58783,17,GAY
58784,208,
58785,NA,27D
58786,NA,5 SSBROSSEG
58787,36,CLINTON PL
58788,96,ELM
58789,225,SPRING
58790,368,HUDSON
58791,104,AVE 9
58792,55,4
58793,671,HOUSTON
58794,52,SANDS
58795,224,7
58796,547,HUDSON
58797,27,CHARLES
58798,NA,W 29 AND ALY 7
58799,25,WHITE
58800,67,F ACTORY
58801,294,MADISON
58802,85,RUTGERS
58803,88,WALL
58804,49,CLINTON
58805,52,UNION PL
58806,243,GREENWICH
58807,NA,WASHINGTON AND JANE
58808,161,CHARLES
58809,101,W 16
58810,183,THOTNP SON
58811,80,BEDFORD
58812,10,FERRY THOMPSON
58813,231,WASHINGTON
58814,272,AVE 8
58815,2,STANTON
58816,16,BEDFORD
58817,321,8
58818,48,VANDAM
58819,677,WATER
58820,NA,114RIDGE
58821,NA,E 25 AND AVE 2
58822,NA,OPPOSITE 11
58823,25,NASSAU
58824,125,W 16
58825,NA,SAN FRANCISCO
58826,NA,WILLIAMSBURG
58827,141,READE
58828,88,LAURENS
58829,139,WASHINGTOW
58830,233,STANTON
58831,14,
58832,113,BLEECKER
58833,389,BROADWAY
58834,29,LEWIS
58835,46,RIVINGTA
58836,183,THOMPSON
58837,76,MONROE
58838,113,HUDSON
58839,40,E 24
58840,572,GRAND
58841,181,RIVINGTON
58842,76,WALL 671 HOUSTON
58843,59,CATHARINE
58844,27,PERRY
58845,1824,BROADWAY 337 AVE 4
58846,3,1 NORFOLK
58847,359,BRO
58848,NA,NEW ORLEANS
58849,8,
58850,NA,BROOKLYN
58851,215,GREENWICH
58852,76,WILLIAM
58853,36,BURLING SLIP
58854,45,CEDAR
58855,136,FRONT
58856,87,PIKE SLIP
58857,205,WEST
58858,73,FULTON
58859,62,PEARL
58860,99,CANAL
58861,81,S MARK PL
58862,165,BROOME
58863,204,AVE 8
58864,378,CHERRY
58865,492,WEST
58866,NA,COM L EX
58867,261,AVE 3
58868,76,HOUSTON
58869,386,AVE 6
58870,439,HOUSTON
58871,121,SUFFOLK
58872,285,BOWERY
58873,288,2
58874,172,W 16
58875,NA,BROADWAY W AND 26
58876,60,CARMINE
58877,72,GANSEVOORT
58878,90,BROOME
58879,66,IRVING PL
58880,NA,ASTORH
58881,63,ROBINSON
58882,11,LEONARD
58883,11,CHRISTOPHER
58884,10,AVE D
58885,NA,HOBOKEN
58886,19,AVE 6
58887,195,MULBERRY
58888,54,HARRISON
58889,296,G 193 DUANE
58890,20,SPRING
58891,88,LAURENS
58892,333,HENRY
58893,93,PRINCE
58894,144,BROADWAY
58895,88,BARROW
58896,258,AVE 8
58897,NA,W 38 AND AVE 9
58898,106,MADISON
58899,9,HENRY
58900,11,RIDGE
58901,NA,3LST AND AVE 3
58902,640,HUDSON
58903,7,CHRYSTIE
58904,94,AVE 3
58905,10,HAMMOND
58906,53,E 16
58907,34,N MOORE
58908,419,GREENWICH
58909,347,AVE 6
58910,114,12
58911,10,FULTN FULTN
58912,379,BROOME
58913,242,5
58914,242,5
58915,124,SHERIFF
58916,14,WALL
58917,62,BOWERY
58918,127,SUFFOLK
58919,80,2
58920,309,5
58921,457,HUDSON
58922,329,6
58923,92,AVE 3
58924,NA,BROOKLYN
58925,37,PEARL
58926,910,BROADWAY
58927,267,DIVISION
58928,97,BANK
58929,70,GREENWICH
58930,NA,F CHESTER
58931,4,E 28
58932,296,MULBERRY
58933,119,4
58934,46,CARMINE
58935,161,CHRYSTIE
58936,18,BATAVIA
58937,122,ESSEX
58938,58,NORTH MOORE
58939,564,BROADWAY
58940,261,ALY 8
58941,NA,WILLIAMSBURG
58942,NA,W 33 AND AVE 9
58943,88,BARROW
58944,100,W 14
58945,3,AVE
58946,49,NORFOLK
58947,18,LIBERTY
58948,75,HAMERSLEY
58949,66,HUDSN
58950,48,1
58951,144,READE
58952,66,HUDSON
58953,118,WILLIAM
58954,126,ANTHONY
58955,204,W 16
58956,312,MONROE
58957,167,STANTON
58958,164,LEONARD
58959,200,7
58960,53,WALKER
58961,66,12
58962,59,WALKER
58963,24,CORTLANDT
58964,165,W 21
58965,43,W 19
58966,26,WATER
58967,163,GREENE
58968,74,SUFFOLK
58969,211,W 13
58970,77,VARICK
58971,127,PERRY
58972,65,AVE 9
58973,7,
58974,671,WASHINGTON
58975,NA,W 29 AND AVE 9
58976,NA,W 25 AND AVE 8
58977,152,WEST 317WASHINGTON
58978,139,MULBERRY
58979,73,SULLIVAN
58980,63,AVE 9
58981,14,RENWICK
58982,165,HESTER
58983,139,AVE 10
58984,9,ALY
58985,73,SULLIVAN
58986,31,CORNELIA
58987,83,2
58988,8,BIRMINGHAM
58989,81,AVE B
58990,49,CHARLES
58991,292,W 18
58992,185,7
58993,185,5
58994,246,7
58995,8,ALY
58996,19,LEONARD
58997,NA,115E 16
58998,48,LISPENARD 233 HOUSTON SHOES 233 HOUSTON AND 79 AVE C H
58999,48,LISPENARD AND THATCHER STEPHEN E D H 26 I
59000,29,VANDAM AND THATFORD GILBERT HALRDRESSEN DY ARD
59001,92,LUDLOW
59002,402,GRND
59003,2,PIKE THAULE GEORGE AND WILLIAM 98
59004,87,KING WOOSTER H 102 WOOSTER UO
59005,106,
59006,92,MADISON THAYER DAVID H 216 AVE 6
59007,127,CLINTON THAYER EBENEZER 6 WALL
59008,31,AND THAYER ERASTUS D 98 MAIDEN LN H
59009,42,REMSEN THAYER EMORY 173 PEARL H CHARLESTON
59010,261,HOUSTON
59011,58,CARMINE THAYER HENRY B 51 WILLIAM H 216 ALY 6
59012,97,FRANKLIN AND THAYER HORACE 50 ANN H 4888
59013,38,PIKE WILLIAMSBURG
59014,NA,CLIF
59015,110,AVE N STATEN ISLAND
59016,31,MANGIN THAYER
59017,7,NASSAU H 21 BROADWAY
59018,59,WILLOW 7 COLUMBIA PL
59019,88,AVE 6
59020,20,CHELSEA AND THAYER NELSON D 2 HORATIO
59021,756,BROADWAY
59022,2,HORATIO
59023,15,MINETTA THAYER STEPHEN H 18 BEEKMAN H STATE H
59024,174,HICKS AND HENRY
59025,141,W 16
59026,20,CHELSEA AND W THAYER WARREN 29
59027,95,WIL
59028,38,DEY LOUGHBY
59029,NA,JERSEY CITY AND THAYER AND FORD 7 AVE 6
59030,136,AVE C THAYN JAMES 17 CITY HALL PL
59031,75,GOERCK THAYRER THOMAS 30 CHERRY
59032,NA,97 FRANKLO AND THEADOR GEORGE STANTON EC AND NORFOLK
59033,NA,THEALL ABRAHAM 105 LUDLOW H 105 LUDLW
59034,212,BLEECKER
59035,97,FRANKLIN THEALL CHARLOTTE 69 MURRAY
59036,162,RIVINGTON
59037,47,RUTGERS
59038,223,VARICK AND THEALL JOSEPH H 6 PIKE
59039,293,AVE 6 THEBAUD EDWARD 25 OLD SLIP H 16 LEROY PL
59040,87,CHRISTOPHER AND THEILIG FRANZ 294 WOOSTER
59041,NA,THEILING WILLIAM T 14 HAMERSLEY PL
59042,172,CHRISTOPHER
59043,316,GRAND
59044,38,BROAD THEISINGER PETER 1762
59045,38,BROAD THEISZ H 39 SUFFOLK
59046,581,4
59047,142,ORANGE AND THEISZ MATHIAS 47 AVE B
59048,317,9 THELER FREDERICK 111 READE
59049,NA,W 39 AND AVE 10 THELER W VALENTINE 12516
59050,620,AND THENAN JOHN 202 RIVINGTON
59051,75,AMOS
59052,58,GOUVERNEUR THERASSON AND BRYAN 13 WALL
59053,4,
59054,92,OLIVER
59055,243,3
59056,27,HENRY THIBAULT CHARLES 15 WASHINGTON PL
59057,NA,
59058,189,PEARL 154 WALKER
59059,245,MONROE
59060,85,MADISON
59061,344,SUFFOLK THIEL
59062,318,W 17 PIKE SLIP AK
59063,44,ATTORNEY THIELE WILLIAM 2234 DIVISION BH 223
59064,99,PITT DIVISION
59065,306,BROOME THIEMANN WILLIAM 3198
59066,28,PITT W THIENNE FREDERICK 258 WILLIAM 258
59067,528,GRAND WILLIAM
59068,53,CANNON THIERIOT FERDINAND CLOCKS
59069,246,230 CORTLANDT H JERSEY CITY
59070,20,THAMES
59071,75,PEARL THIERY IGNATZ 1912
59072,130,LAURENS AND THIES WILLIAM 557 G H 857 G WICH
59073,393,BROOME AND THIESSE AUGUSTE F 60 AVE B
59074,195,KF BROADWAY THILEMANN FREDERICK AVE 4
59075,NA,AVE E 3C 42D
59076,111,GREENE THIRLAND GEORGE 61 AVE B 5 FICHTH
59077,358,8
59078,19,CENTRE
59079,215,E BROADWA THISON HENRY 80 NASSAU
59080,103,4
59081,NA,AVE 2C EB 24
59082,294,W 18
59083,84,BROOME
59084,213,AVE 10
59085,364,AVE 8
59086,80,W 16
59087,16,
59088,155,W 26
59089,15,AMITY PL
59090,3,RIVINGTON PL
59091,61,STATE BKLYN
59092,NA,W 31 AND AVE 10
59093,116,HICKS
59094,96,MOTT
59095,41,JOHN
59096,26,PITT
59097,160,CHERRY
59098,108,ESSEX
59099,24,WHITE
59100,68,GRAND
59101,NA,NEWARK
59102,NA,JERSEY CITY
59103,NA,N BERGEN J
59104,196,AVE 3
59105,109,AMITY
59106,324,AVE A
59107,69,NORFOLK
59108,NA,WESTCHESTER
59109,NA,JERSEY
59110,31,CLARKSON
59111,134,SUFFOLK
59112,292,HENRY
59113,18,CHRYSTIE
59114,66,W 13
59115,15,RIDGE
59116,5,E 17
59117,68,W 14
59118,97,GRAND
59119,21,CLINTON
59120,55,5
59121,79,MONTGOMERY 214 HOUSTON
59122,83,JOHN
59123,669,4
59124,131,3
59125,224,DELANCEY
59126,206,10
59127,NA,JERSEY
59128,9,NASSAU
59129,57,GOUVERNEUR
59130,57,GOUVERNEUR
59131,363,BROOME
59132,46,AVE 6
59133,NA,BROOKLYN
59134,179,ORANGE
59135,211,AVE B
59136,NA,W 35 AND BROADWAY
59137,808,WASHINGTON THOMAS JANE 189 CHURCH
59138,12,GAY
59139,297,6
59140,41,COLUMBIA
59141,189,CHURCH
59142,25,THOMAS JOHN 16 SPRUCE AND 59 ANN H 15
59143,82,W 16
59144,11,AMITY PL
59145,68,CROSBY
59146,95,CANNON
59147,154,HESTER
59148,7,AVE 2
59149,4,MECHANICS
59150,162,WAVERLEY PL
59151,NA,W 35 AND AVE 10
59152,167,W 18
59153,64,VANDAM
59154,15,
59155,434,CHERRY
59156,13,EB 16
59157,48,ORCHARD
59158,169,ALLEN
59159,169,E 21
59160,NA,BROOKLYN
59161,6,NORTH MOORE
59162,72,SUFFOLK
59163,268,GREENWICH
59164,NA,AVE E 3C 31
59165,100,CANAL
59166,265,W 16
59167,68,S MARK PL
59168,40,DELANCEY
59169,185,HENRY
59170,118,WOOSTER
59171,343,PEARL
59172,160,CHERRY
59173,122,W 19
59174,140,ORCHARD
59175,9,ESS
59176,NA,BROOKLYN
59177,38,W BROADWAY
59178,133,LIBERTY
59179,63,ATTORNEY
59180,405,BROOME
59181,NA,W 32D AND AVE
59182,128,NORFOLK
59183,10,1
59184,181,CHERRY
59185,181,CHERRY
59186,3,GOERCK
59187,18,VANDEWATER
59188,450,AVE 1
59189,37,CANAL
59190,63,NASSAU
59191,91,CLIF
59192,42,CLINTON
59193,4,HAMERSLEY PL
59194,75,MURRAY
59195,75,MURRAY
59196,36,PITT
59197,141,BROOME
59198,343,AVE 8
59199,43,HAMMOND
59200,NA,NEW JERSE
59201,135,EK 20
59202,73,W 18
59203,205,CHURCH
59204,19,CLINTON
59205,261,GOLD
59206,92,WALL 75 MURRAY
59207,137,AVE C
59208,55,5
59209,250,BOWERY
59210,53,EXCHANGE PL
59211,16,BROAD
59212,NA,FRANKLIN PL
59213,63,NASSAU
59214,37,CANAL
59215,67,BROAD
59216,9,WATER
59217,128,PEARL
59218,212,WASHINGTON
59219,86,WILLIAM
59220,83,JOHN
59221,51,DEY
59222,NA,BROOKLYN
59223,308,AVE A
59224,NA,TROY
59225,35,WALL
59226,577,BROOME
59227,133,LE ROY
59228,11,FE
59229,NA,C
59230,165,12
59231,107,
59232,83,BEEKMAN
59233,174,WILLIAM
59234,451,
59235,14,WALL
59236,612,WATER
59237,110,LAURENS
59238,116,SUFFOLK
59239,325,3
59240,573,
59241,NA,
59242,132,2
59243,420,CHERRY
59244,300,W 17
59245,205,LEWIS
59246,68,HORATIO
59247,15,MADISON
59248,80,SHERIFF
59249,80,SHERIFF
59250,42,BROOME
59251,42,BROOME
59252,44,HENRY
59253,2233,BOWERY
59254,580,HUDSON
59255,5,LEWIS
59256,14,FACTORY
59257,39,RIDGE
59258,146,
59259,NA,2IST
59260,11,
59261,198,STANTON
59262,58,LEWIS
59263,73,NASSAU
59264,150,GREENWICH ALY
59265,248,WEST
59266,5,AVE
59267,NA,TER CO 52
59268,25,LAFAYETTE PL
59269,175,CHAMBERS
59270,3684,AVE 3
59271,NA,
59272,25,MINETTA LA
59273,132,READE
59274,83,BEEKMAN
59275,129,VARICK
59276,75,MERCER
59277,42,JOHN
59278,4,WASHINGTON
59279,NA,N J
59280,2,CHARLES
59281,222,PEARL
59282,8,MANGIN
59283,67,MURRAY
59284,288,
59285,218,5
59286,60,CARMINE
59287,NA,E 42D AND ALY 3
59288,NA,W
59289,95,NORFOLK
59290,364,BLEECKER
59291,60,CARMINE
59292,105,
59293,310,DELANCEY
59294,20,COLLEGE PL
59295,40,
59296,64,MACDOUGAL
59297,253,12
59298,701,4
59299,14,DUTCH
59300,36,CARMINE
59301,76,W 24
59302,44,HUBERT
59303,111,CANNON
59304,23,LEONARD
59305,78,9
59306,32,CHRYSTIE
59307,56,LEWIS
59308,NA,MALB Y
59309,169,
59310,7,ALY
59311,211,ALY B
59312,78,MONROE
59313,176,DELANCEY
59314,369,PEARL
59315,33,RIVINGTON
59316,NA,TABS AND RUCHEG
59317,0,
59318,53,DIY P
59319,NA,AVE W 9C 25
59320,48,
59321,NA,
59322,185,AVE 2
59323,30,LEONARD
59324,NA,NYACK
59325,235,
59326,22,DEY
59327,51,HUDSON
59328,103,GREENE
59329,325,3
59330,136,W 16
59331,345,AVE 6
59332,89,CROSBY
59333,71,MANGIA
59334,93,RIDGE
59335,37,ATTORNEY
59336,74,HENRY
59337,328,MONROE
59338,315,BOWERY
59339,102,GRAND
59340,146,AVE 8
59341,72,1
59342,277,DIVISION
59343,159,CHRYSTIE
59344,1,VANDEWATER
59345,191,CHERRY
59346,536,PRI
59347,156,GOLD
59348,NA,
59349,361,HUDSON
59350,21,1
59351,53,DIVISION
59352,145,LEWIS
59353,64,WALL
59354,9,GRAMERCY PARK
59355,9,RECTOR
59356,282,W 19
59357,195,5
59358,127,DUANE
59359,5,DESBROSSES
59360,301,E 25
59361,71,CHERRY
59362,149,PEARL
59363,58,LEWIS
59364,7,HENRY
59365,262,W 24
59366,47,WATTS
59367,40,THOMPSON
59368,115,CHARLTON
59369,128,LUDLOW
59370,1,SACKETT
59371,4,BIRMINGHAM
59372,47,SOUTH
59373,265,AVE 4
59374,244,CHERRY
59375,182,AVE B
59376,89,CATHARINE
59377,NA,NEW CITY
59378,294,W 20
59379,NA,W 26 AND AVE 8 LAW
59380,NA,LAW
59381,NA,BROOKLYN L
59382,68,WE WASHINGTON P
59383,112,LEONARD BROAD
59384,112,THOMPSON
59385,18,BANK
59386,135,MADISON
59387,165,CHAMBERS
59388,362,10
59389,52,ORCHARD
59390,22,DEY
59391,63,GRAND
59392,133,LEROY
59393,598,4
59394,7,MINETTA
59395,96,CLIFF
59396,112,MONROE
59397,11,E
59398,141,HOUSTON
59399,93,MARKET
59400,133,NORFOLK
59401,29,DOUGLAS
59402,69,W 17
59403,41,RIVINGTON
59404,42,THOMAS
59405,NA,WILLIAMSBURG
59406,384,GREENWICH
59407,324,AVE 8
59408,230,AVE 1
59409,55,ATTORNEY
59410,822,9
59411,11,ANTHONY
59412,356,GREENWICH
59413,269,MONROE
59414,61,MARKET
59415,6,COLUMBIA PL
59416,21,MANGIN
59417,97,E 27
59418,197,F
59419,27,HUDSON
59420,NA,W 26 AND AVE 9
59421,32,AVE 9
59422,223,CENTRE
59423,NA,W 28 AND AVE 10
59424,74,E 16
59425,81,W 18
59426,179,LAURENS
59427,43,LEONARD
59428,154,BROOME
59429,102,FULTON
59430,NA,BRKLYN
59431,NA,BROOKLYN
59432,2,AVE
59433,220,12
59434,2,AVE
59435,325,3
59436,116,W 19
59437,105,WILLOW
59438,43,GOLD 69 UNIVERSITY PL 145 RIVINGTON
59439,NA,BROOKLYN
59440,149,MULBERRY
59441,602,WASHINGTON
59442,NA,N J
59443,67,E 27
59444,160,STANTON
59445,157,DUANE
59446,61,MARKET
59447,220,5
59448,18,HORATIO
59449,303,GREENWICH
59450,89,CHRISTOPHER
59451,255,E 18
59452,89,CHRISTOPHER
59453,531,BROADWAY
59454,2,COMMERCE
59455,136,W 20
59456,173,DELANCEY
59457,120,AMITY
59458,158,W 20
59459,108,GREENWICH
59460,32,PEARL
59461,NA,WILLIAMSBURG
59462,670,WATER
59463,109,RIDGE
59464,26,HAMMOND
59465,90,AVE 2
59466,141,SUFFOLK
59467,51,HESTER
59468,44,PERRY
59469,NA,AMERICAN
59470,2,WATER
59471,290,MADISON
59472,169,MOTT
59473,151,CHATHAM E H 18 BROADWAY
59474,290,7
59475,468,BROOME
59476,169,WATER
59477,89,CATHARINE
59478,365,AVE 4
59479,8,SPRUCE
59480,25,NASSAU
59481,400,BOWERY
59482,149,PEARL
59483,NA,
59484,23,SOUTH
59485,79,PEARL
59486,NA,G WICH
59487,87,CEDAR
59488,235,BROADWAY
59489,74,WALL
59490,15,BEAVER
59491,NA,DR X
59492,116,NASSAU
59493,189,DUANE
59494,204,HENRY
59495,32,VESEY
59496,254,GREENWICH
59497,235,BROADWAY 38 LISPENARD
59498,16,VARICK
59499,57,WARREN
59500,56,GOUVERNEUR
59501,127,CHARLES
59502,52,GRAND
59503,83,CLIFF
59504,14,WALL
59505,123,2
59506,95,W 17
59507,16,W 11
59508,326,9
59509,60,MONROE
59510,67,HAMMOND
59511,183,AVE 8
59512,34,W AND 16
59513,NA,BROOKLYN
59514,114,WALL
59515,11,WAVERLEY PL
59516,203,AVE 3
59517,175,GRAND
59518,89,W 19
59519,112,AVE 8
59520,2694,MONROE
59521,34,W 15
59522,271,W 18
59523,55,VESTRY
59524,272,W 18
59525,134,8
59526,183,AVE 8
59527,23,MAIDEN LA 208
59528,293,W 19
59529,136,E 27
59530,149,
59531,10,PITT
59532,15,
59533,3,WASHT
59534,73,RIDGE
59535,58,
59536,4,
59537,5,J
59538,7,BROOKLYN
59539,NA,AVE 10
59540,56,CHERRY
59541,NA,INS
59542,112,GREENE P MS
59543,12,I
59544,16,
59545,NA,BROOKLYN A
59546,168,WAY
59547,5,JONES IER PL
59548,NA,LEA
59549,71,ELAN
59550,524,CANNTRIDGE
59551,NA,E 25
59552,NA,
59553,362,10
59554,284,SUFFOLK
59555,154,7
59556,349,WATER
59557,NA,W 30 AND AVE 9
59558,239,W 16
59559,67,KIN
59560,92,FRANK FORT
59561,122,FULTON HB
59562,89,WILLETT
59563,35,ELDRIDGE
59564,95,LEXINGTON ALY
59565,NA,154E
59566,7,
59567,272,W 18
59568,92,WATTS
59569,77,
59570,4,IN FRONT OF THE
59571,124,BEEKMAN
59572,56,CHERRY
59573,176,CENTRE
59574,45,EX
59575,99,DELANCEY
59576,421,CHERRY
59577,15,JOHN
59578,304,GREENWICH
59579,81,
59580,40,
59581,50,HAMERSLEY
59582,92,FULTON
59583,40,BEACH
59584,166,W 20
59585,74,
59586,330,MADISON
59587,58,STANTON
59588,228,STANTON
59589,183,W 14
59590,5,
59591,12,GOERCK
59592,NA,2187
59593,25,LEWIS
59594,308,8
59595,199,
59596,142,GREENE
59597,45,
59598,57,
59599,57,ALY 8
59600,11,AMITY PL
59601,172,W 20
59602,NA,NEW ORLEANS
59603,62,AVE D
59604,364,LISPENARD
59605,16,
