,n_street1,n_street2,c_street1,c_street2,Full Address,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City
69362,,,,,128 Leonard,128 LEONARD,128.0,LEONARD,,,,,
69363,,,,,,,,,,,,,
69364,,,,,Lafayette pl,LAFAYETTE PL,,,LAFAYETTE PL,,,,
69365,,,,,325 Broadway,325 BROADWAY,325.0,BROADWAY,,,,,
69366,,,,,213 Pearl bh,213 PEARL BH,213.0,PEARL BH,,,,,
69367,,,,,80 Eldridge,80 ELDRIDGE,80.0,ELDRIDGE,,,,,
69368,,,,,316 Fourth,316 4TH,316.0,FOURTH,,,,,
69369,,,,,46 Delancy,46 DELANCY,46.0,DELANCY,,,,,
69370,,,,,269 Stanton,269 STANTON,269.0,STANTON,,,,,
69371,,,,,73 Hudson,73 HUDSON,73.0,HUDSON,,,,,
69372,,,,,358 Tenth,358 10TH,358.0,TENTH,,,,,
69373,,,,,,,,,,,,,
69374,,,,,Wil,WIL,,,,,,,
69375,,,,,66 Wall,66 WALL,66.0,WALL,,,,,
69376,,,,,Brooklyn,BROOKLYN,,,,,,,
69377,,,,,116 Av 8,116 AV 8,116.0,AV 8,,,,,
69378,,,,,37 Barclay,37 BARCLAY,37.0,BARCLAY,,,,,
69379,,,,,24,24,24.0,,,,,,
69380,,,,,269 Grand,269 GRAND,269.0,GRAND,,,,,
69381,,,,,327 Av 6,327 AV 6,327.0,AV 6,,,,,
69382,,,,,89 Ridge,89 RIDGE,89.0,RIDGE,,,,,
69383,,,,,52 Oliver,52 OLIVER,52.0,OLIVER,,,,,
69384,,,,,402 Houston,402 HOUSTON,402.0,HOUSTON,,,,,
69385,,,,,44 Orchard,44 ORCHARD,44.0,ORCHARD,,,,,
69386,,,,,327 Ninth,327 9TH,327.0,NINTH,,,,,
69387,,,,,2 Abingdon sq,2 ABINGDON SQ,2.0,ABINGDON SQ,,,,,
69388,,,,,243 Canal,243 CANAL,243.0,CANAL,,,,,
69389,,,,,45 E 24th,45 E 24TH,45.0,E 24TH,,,,,
69390,,,,,E 23d,E 23D,,,E 23D,,,,
69391,,,,,Av 4,AV 4,4.0,,,,,,
69392,,,,,1,1,1.0,,,,,,
69393,,,,,277 Mott,277 MOTT,277.0,MOTT,,,,,
69394,,,,,96 Orchard,96 ORCHARD,96.0,ORCHARD,,,,,
69395,,,Av 3,E 42d,Av 3 c E 42d,AV 3 C E 42D,3.0,C E 42D,,,,,
69396,W 27th,Av 7,,,W 27th n Av 7,W 27TH N AV 7,,,W 27TH N AV 7,,,,
69397,,,,,,,,,,,,,
69398,,,,,,,,,,,,,
69399,E 19th,Broadway,,,E 19th n Broadway,E 19TH N BROADWAY,,,E 19TH N BROADWAY,,,,
69400,,,,,50 Av 10,50 AV 10,50.0,AV 10,,,,,
69401,,,,,340 W 29th,340 W 29TH,340.0,W 29TH,,,,,
69402,W 29th,Av 11,,,W 29th n Av 11,W 29TH N AV 11,,,W 29TH N AV 11,,,,
69403,,,,,721 Washington,721 WASHINGTON,721.0,WASHINGTON,,,,,
69404,,,,,703 Fourth,703 4TH,703.0,FOURTH,,,,,
69405,,,,,250 Mon,250 MON,250.0,MON,,,,,
69406,,,,,85 I,85 I,85.0,I,,,,,
69407,,,,,113 Leona,113 LEONA,113.0,LEONA,,,,,
69408,,,,,17 Broad,17 BROAD,17.0,BROAD,,,,,
69409,,,,,Mark s pl,MARK S PL,,,MARK S PL,,,,
69410,,,,,154 Elizabeth,154 ELIZABETH,154.0,ELIZABETH,,,,,
69411,,,,,Brooklyn,BROOKLYN,,,,,,,
69412,,,,,47 Beach,47 BEACH,47.0,BEACH,,,,,
69413,,,,,20 South,20 SOUTH,20.0,SOUTH,,,,,
69414,Fiftieth,Av 5,,,Fiftieth n Av 5,50TH N AV 5,,,FIFTIETH N AV 5,,,,
69415,,,,,358 Water,358 WATER,358.0,WATER,,,,,
69416,,,,,200 W,200 W,200.0,W,,,,,
69417,,,,,39 Pearl,39 PEARL,39.0,PEARL,,,,,
69418,,,,,Av 5,AV 5,5.0,,,,,,
69419,,,,,194 W 30th,194 W 30TH,194.0,W 30TH,,,,,
69420,Av 11,W 37th,,,Av 11 n W 37th,AV 11 N W 37TH,11.0,N W 37TH,,,,,
69421,,,,,7 Ludlow,7 LUDLOW,7.0,LUDLOW,,,,,
69422,,,,,90 Pine 376 Fourt,90 PINE 376 FOURT,90.0,PINE 376 FOURT,,,,,
69423,,,,,Herkimer,HERKIMER,,,,,,,
69424,,,,,148 Sullivan,148 SULLIVAN,148.0,SULLIVAN,,,,,
69425,,,,,40 Laight,40 LAIGHT,40.0,LAIGHT,,,,,
69426,,,,,323 Rivington,323 RIVINGTON,323.0,RIVINGTON,,,,,
69427,,,,,153 Washington Brooklyn,153 WASHINGTON BROOKLYN,153.0,WASHINGTON,BROOKLYN,,,,
69428,,,,,90 Pine,90 PINE,90.0,PINE,,,,,
69429,,,,,Av 7 nu W 36th,AV 7 NU W 36TH,7.0,NU W 36TH,,,,,
69430,,,,,31 Rose 31 Rose,31 ROSE 31 ROSE,31.0,ROSE 31 ROSE,,,,,
69431,,,,,62 Suffolk,62 SUFFOLK,62.0,SUFFOLK,,,,,
69432,,,,,307 Monroe,307 MONROE,307.0,MONROE,,,,,
69433,,,,,55 Carmine,55 CARMINE,55.0,CARMINE,,,,,
69434,,,,,146 Broome,146 BROOME,146.0,BROOME,,,,,
69435,,,,,118 Delancy,118 DELANCY,118.0,DELANCY,,,,,
69436,,,,,19 Rivington,19 RIVINGTON,19.0,RIVINGTON,,,,,
69437,,,,,64 Prince,64 PRINCE,64.0,PRINCE,,,,,
69438,,,,,22 Beekman,22 BEEKMAN,22.0,BEEKMAN,,,,,
69439,,,,,136 E 21st,136 E 21ST,136.0,E 21ST,,,,,
69440,,,,,101 Front,101 FRONT,101.0,FRONT,,,,,
69441,,,,,473 Av 6,473 AV 6,473.0,AV 6,,,,,
69442,,,,,205,205,205.0,,,,,,
69443,,,,,47 E 24th,47 E 24TH,47.0,E 24TH,,,,,
69444,,,,,106 Church,106 CHURCH,106.0,CHURCH,,,,,
69445,,,,,157 E Broadway,157 E BROADWAY,157.0,E BROADWAY,,,,,
69446,,,,,69 Camon,69 CAMON,69.0,CAMON,,,,,
69447,,,,,128 Suffolk,128 SUFFOLK,128.0,SUFFOLK,,,,,
69448,,,,,324 Bower,324 BOWER,324.0,BOWER,,,,,
69449,,,,,Jersey city,JERSEY CITY,,,JERSEY CITY,,,,
69450,,,,,Newburgh,NEWBURGH,,,,,,,
69451,,,,,177 Chambers,177 CHAMBERS,177.0,CHAMBERS,,,,,
69452,,,,,10 Hamersley pl,10 HAMERSLEY PL,10.0,HAMERSLEY PL,,,,,
69453,,,,,Williamsbgh,WILLIAMSBGH,,,,,,,
69454,,,,,885 B way,885 B WAY,885.0,B WAY,,,,,
69455,,,,,111 Clinton,111 CLINTON,111.0,CLINTON,,,,,
69456,,,,,197 W 27th,197 W 27TH,197.0,W 27TH,,,,,
69457,,,,,58 Av 4,58 AV 4,58.0,AV 4,,,,,
69458,,,,,101 Front,101 FRONT,101.0,FRONT,,,,,
69459,,,,,24,24,24.0,,,,,,
69460,,,,,80 Thompson,80 THOMPSON,80.0,THOMPSON,,,,,
69461,,,,,888 B way,888 B WAY,888.0,B WAY,,,,,
69462,W 27th,Av 10,,,W 27th n Av 10,W 27TH N AV 10,,,W 27TH N AV 10,,,,
69463,,,,,220 Broome,220 BROOME,220.0,BROOME,,,,,
69464,W 26th,Ay 10,,,W 26th n Ay 10,W 26TH N AY 10,,,W 26TH N AY 10,,,,
69465,W 3lst,Av 10,,,W 3lst n Av 10,W 3LST N AV 10,,,W 3LST N AV 10,,,,
69466,,,,,248 Eleventh,248 11TH,248.0,ELEVENTH,,,,,
69467,W 25th,Av 6,,,W 25th n Av 6,W 25TH N AV 6,,,W 25TH N AV 6,,,,
69468,,,,,73 Av 1,73 AV 1,73.0,AV 1,,,,,
69469,,,,,6 Cornelia,6 CORNELIA,6.0,CORNELIA,,,,,
69470,,,,,71 Mers ex bds 106 W 14th,71 MERS EX BDS 106 W 14TH,71.0,MERS EX BDS 106 W 14TH,,,,,
69471,,,,,91 W 18th,91 W 18TH,91.0,W 18TH,,,,,
69472,,,,,4 Pelham,4 PELHAM,4.0,PELHAM,,,,,
69473,,,,,49 Clinton,49 CLINTON,49.0,CLINTON,,,,,
69474,,,,,332 Fifth,332 5TH,332.0,FIFTH,,,,,
69475,,,,,109 Roosevelt,109 ROOSEVELT,109.0,ROOSEVELT,,,,,
69476,,,,,297 Seventh,297 7TH,297.0,SEVENTH,,,,,
69477,,,,,100 Pitt,100 PITT,100.0,PITT,,,,,
69478,,,,,364 G wich,364 G WICH,364.0,G WICH,,,,,
69479,,,,,26 Prince,26 PRINCE,26.0,PRINCE,,,,,
69480,,,,,265 Elizabeth,265 ELIZABETH,265.0,ELIZABETH,,,,,
69481,,,,,117 Monroe,117 MONROE,117.0,MONROE,,,,,
69482,,,,,413 Cherry,413 CHERRY,413.0,CHERRY,,,,,
69483,,,,,,,,,,,,,
69484,,,,,53 Market,53 MARKET,53.0,MARKET,,,,,
69485,,,,,176 E lth,176 E LTH,176.0,E LTH,,,,,
69486,,,,,222 Broome,222 BROOME,222.0,BROOME,,,,,
69487,,,,,Av A & 1,AV A & 1,,,AV A & 1,,,,
69488,28th,Av 5,,,28th n Av 5,28TH N AV 5,,,28TH N AV 5,,,,
69489,,,,,58 W Broadway,58 W BROADWAY,58.0,W BROADWAY,,,,,
69490,,,,,196 Elm,196 ELM,196.0,ELM,,,,,
69491,,,,,135 & Washington,135 & WASHINGTON,135.0,& WASHINGTON,,,,,
69492,,,,,6 Union court,6 UNION COURT,6.0,UNION COURT,,,,,
69493,,,,,132 Av C,132 AV C,132.0,AV C,,,,,
69494,W 27th,Av 10,,,W 27th n Av 10,W 27TH N AV 10,,,W 27TH N AV 10,,,,
69495,W 23d,Av 8,,,W 23d n Av 8,W 23D N AV 8,,,W 23D N AV 8,,,,
69496,,,,,497 Houstn 247 Elizabth,497 HOUSTN 247 ELIZABTH,497.0,HOUSTN 247 ELIZABTH,,,,,
69497,,,Av & 10,W 15th,Av & 10 c W 15th,AV & 10 C W 15TH,,,AV & 10 C W 15TH,,,,
69498,,,,,291 E 11th,291 E 11TH,291.0,E 11TH,,,,,
69499,,,,,134 Av C,134 AV C,134.0,AV C,,,,,
69500,,,,,86 W 19th,86 W 19TH,86.0,W 19TH,,,,,
69501,,,,,54 Roosevelt,54 ROOSEVELT,54.0,ROOSEVELT,,,,,
69502,,,,,29 Broadway,29 BROADWAY,29.0,BROADWAY,,,,,
69503,,,,,97 Wooster,97 WOOSTER,97.0,WOOSTER,,,,,
69504,,,,,71 Mangin,71 MANGIN,71.0,MANGIN,,,,,
69505,,,,,219 W 26th,219 W 26TH,219.0,W 26TH,,,,,
69506,Av 7,W 22d,,,Av 7 n W 22d,AV 7 N W 22D,7.0,N W 22D,,,,,
69507,,,,,39 Elm,39 ELM,39.0,ELM,,,,,
69508,,,,,192 Delancy,192 DELANCY,192.0,DELANCY,,,,,
69509,Fortieth,Ay 11,,,Fortieth n Ay 11,FORTIETH N AY 11,,,FORTIETH N AY 11,,,,
69510,,,,,42 Av 10,42 AV 10,42.0,AV 10,,,,,
69511,,,,,7 Patchin pl,7 PATCHIN PL,7.0,PATCHIN PL,,,,,
69512,,,,,7 Patchin pl,7 PATCHIN PL,7.0,PATCHIN PL,,,,,
69513,,,,,1 Anthony,1 ANTHONY,1.0,ANTHONY,,,,,
69514,,,,,76 Jackson,76 JACKSON,76.0,JACKSON,,,,,
69515,,,,,102 Washington,102 WASHINGTON,102.0,WASHINGTON,,,,,
69516,W 29th,Av 10,,,W 29th n Av 10,W 29TH N AV 10,,,W 29TH N AV 10,,,,
69517,,,,,5 Beaver,5 BEAVER,5.0,BEAVER,,,,,
69518,,,,,140 E Broadway,140 E BROADWAY,140.0,E BROADWAY,,,,,
69519,,,,,Av 3c Twenty ninth,AV 3C TWENTY 9TH,,,AV 3C TWENTY NINTH,,,,
69520,W 32d,Av 8,,,W 32d n Av 8,W 32D N AV 8,,,W 32D N AV 8,,,,
69521,,,,,100 E Broadway,100 E BROADWAY,100.0,E BROADWAY,,,,,
69522,Av 3,E 39th,,,Av 3 n E 39th,AV 3 N E 39TH,3.0,N E 39TH,,,,,
69523,,,,,5 Beaver,5 BEAVER,5.0,BEAVER,,,,,
69524,,,,,10 Jackson,10 JACKSON,10.0,JACKSON,,,,,
69525,,,,,335 Frort,335 FRORT,335.0,FRORT,,,,,
69526,,,,,Williamsburg,WILLIAMSBURG,,,,,,,
69527,,,,,Williamsb,WILLIAMSB,,,,,,,
69528,,,,,101 W Lit,101 W LIT,101.0,W LIT,,,,,
69529,,,,,330 Front,330 FRONT,330.0,FRONT,,,,,
69530,,,,,45 W Broadway,45 W BROADWAY,45.0,W BROADWAY,,,,,
69531,,,,,124 Cedar,124 CEDAR,124.0,CEDAR,,,,,
69532,,,,,37 Mulberry,37 MULBERRY,37.0,MULBERRY,,,,,
69533,,,,,1 Anthony,1 ANTHONY,1.0,ANTHONY,,,,,
69534,,,,,5 Chatham sq,5 CHATHAM SQ,5.0,CHATHAM SQ,,,,,
69535,,,,,489 Pearl,489 PEARL,489.0,PEARL,,,,,
69536,,,,,304 Mott,304 MOTT,304.0,MOTT,,,,,
69537,,,,,73 Av B,73 AV B,73.0,AV B,,,,,
69538,E 26th,Av 1,,,E 26th n Av 1,E 26TH N AV 1,,,E 26TH N AV 1,,,,
69539,,,,,323 West,323 WEST,323.0,WEST,,,,,
69540,,,,,191 Bowry,191 BOWRY,191.0,BOWRY,,,,,
69541,,,,,386 Broadway,386 BROADWAY,386.0,BROADWAY,,,,,
69542,,,,,85 West,85 WEST,85.0,WEST,,,,,
69543,,,,,85 West,85 WEST,85.0,WEST,,,,,
69544,,,,,34 Cortlandt,34 CORTLANDT,34.0,CORTLANDT,,,,,
69545,,,,,65 Carmine,65 CARMINE,65.0,CARMINE,,,,,
69546,,,,,45 Clarkson,45 CLARKSON,45.0,CLARKSON,,,,,
69547,,,,,156 Charles,156 CHARLES,156.0,CHARLES,,,,,
69548,,,,,392 Cherry,392 CHERRY,392.0,CHERRY,,,,,
69549,,,,,110 W 24th,110 W 24TH,110.0,W 24TH,,,,,
69550,,,,,110 W 24th,110 W 24TH,110.0,W 24TH,,,,,
69551,,,,,82 Av 10,82 AV 10,82.0,AV 10,,,,,
69552,,,,,177 Orange,177 ORANGE,177.0,ORANGE,,,,,
69553,W 35th,Av 7,,,W 35th n Av 7,W 35TH N AV 7,,,W 35TH N AV 7,,,,
69554,W 42d,Ay 7,,,W 42d n Ay 7,W 42D N AY 7,,,W 42D N AY 7,,,,
69555,W 30th,Av 8,,,W 30th n Av 8,W 30TH N AV 8,,,W 30TH N AV 8,,,,
69556,,,,,11 Ludlow,11 LUDLOW,11.0,LUDLOW,,,,,
69557,,,,,99 Av 10,99 AV 10,99.0,AV 10,,,,,
69558,,,,,984 Essex,984 ESSEX,984.0,ESSEX,,,,,
69559,,,,,29 Renwick,29 RENWICK,29.0,RENWICK,,,,,
69560,,,,,51 Marion,51 MARION,51.0,MARION,,,,,
69561,,,,,Av 4 & E 34th,AV 4 & E 34TH,4.0,& E 34TH,,,,,
69562,,,,,171 W 22d,171 W 22D,171.0,W 22D,,,,,
69563,,,,,230 Twelfth,230 12TH,230.0,TWELFTH,,,,,
69564,,,,,61 Artillery Brooklyn,61 ARTILLERY BROOKLYN,61.0,ARTILLERY,BROOKLYN,,,,
69565,,,,,197 W 19th,197 W 19TH,197.0,W 19TH,,,,,
69566,,,,,293 E 11th,293 E 11TH,293.0,E 11TH,,,,,
69567,,,,,281 Mott,281 MOTT,281.0,MOTT,,,,,
69568,,,,,178 Adams Bklyn,178 ADAMS BKLYN,178.0,ADAMS BKLYN,,,,,
69569,,,,,363 South,363 SOUTH,363.0,SOUTH,,,,,
69570,,,,,54 Watts,54 WATTS,54.0,WATTS,,,,,
69571,Av 1,E 27th,,,Av 1 n E 27th,AV 1 N E 27TH,1.0,N E 27TH,,,,,
69572,,,,,45 Henry,45 HENRY,45.0,HENRY,,,,,
69573,,,,,35 Av 2,35 AV 2,35.0,AV 2,,,,,
69574,,,,,214 Elizabeth,214 ELIZABETH,214.0,ELIZABETH,,,,,
69575,,,,,309 Mott,309 MOTT,309.0,MOTT,,,,,
69576,,,,,43 Anthony,43 ANTHONY,43.0,ANTHONY,,,,,
69577,,,,,273 W 17th,273 W 17TH,273.0,W 17TH,,,,,
69578,,,,,25 Rose,25 ROSE,25.0,ROSE,,,,,
69579,,,,,321 Fifth,321 5TH,321.0,FIFTH,,,,,
69580,,,,,219 Walker,219 WALKER,219.0,WALKER,,,,,
69581,W 27th,Av 10,,,W 27th n Av 10,W 27TH N AV 10,,,W 27TH N AV 10,,,,
69582,,,,,170 W 20th,170 W 20TH,170.0,W 20TH,,,,,
69583,,,,,271 Mulberry,271 MULBERRY,271.0,MULBERRY,,,,,
69584,,,,,269 E 25th,269 E 25TH,269.0,E 25TH,,,,,
69585,,,,,JY eee,JY EEE,,,JY EEE,,,,
69586,,,,,218 W 26th,218 W 26TH,218.0,W 26TH,,,,,
69587,,,,,126 E 18th,126 E 18TH,126.0,E 18TH,,,,,
69588,,,,,126 E 18th,126 E 18TH,126.0,E 18TH,,,,,
69589,,,,,291 Broome,291 BROOME,291.0,BROOME,,,,,
69590,,,,,226 Wil,226 WIL,226.0,WIL,,,,,
69591,,,,,77,77,77.0,,,,,,
69592,,,,,77 Pearl,77 PEARL,77.0,PEARL,,,,,
69593,,,,,171 Madison,171 MADISON,171.0,MADISON,,,,,
69594,,,,,,,,,,,,,
69595,,,,,46 Division,46 DIVISION,46.0,DIVISION,,,,,
69596,Twelfth,Av A,,,Twelfth n Av A,12TH N AV A,,,TWELFTH N AV A,,,,
69597,,,,,impc,IMPC,,,,,,,
69598,,,,,308 Av A,308 AV A,308.0,AV A,,,,,
69599,,,,,359 Rivington,359 RIVINGTON,359.0,RIVINGTON,,,,,
69600,,,,,266 Secc,266 SECC,266.0,SECC,,,,,
69601,,,,,95 Av 8,95 AV 8,95.0,AV 8,,,,,
69602,,,,,197 W 16th,197 W 16TH,197.0,W 16TH,,,,,
69603,,,,,91 Av 8,91 AV 8,91.0,AV 8,,,,,
69604,,,,,43 Canal,43 CANAL,43.0,CANAL,,,,,
69605,,,,,151 Waverley,151 WAVERLEY,151.0,WAVERLEY,,,,,
69606,,,,,177 Varick,177 VARICK,177.0,VARICK,,,,,
69607,,,,,40 Spring,40 SPRING,40.0,SPRING,,,,,
69608,,,,,224 Mulberry,224 MULBERRY,224.0,MULBERRY,,,,,
69609,,,,,47 Princ,47 PRINC,47.0,PRINC,,,,,
69610,,,,,46 Prir,46 PRIR,46.0,PRIR,,,,,
69611,,,,,24 Mul,24 MUL,24.0,MUL,,,,,
69612,,,,,240 Mott,240 MOTT,240.0,MOTT,,,,,
69613,,,,,210 Ay,210 AY,210.0,AY,,,,,
69614,,,,,14 Franklin,14 FRANKLIN,14.0,FRANKLIN,,,,,
69615,,,,,597 Greenwich,597 GREENWICH,597.0,GREENWICH,,,,,
69616,,,,,418 Tenth,418 10TH,418.0,TENTH,,,,,
69617,,,,,113 Washington,113 WASHINGTON,113.0,WASHINGTON,,,,,
69618,,,,,177 Vai,177 VAI,177.0,VAI,,,,,
69619,,,,,509 Pearl,509 PEARL,509.0,PEARL,,,,,
69620,,,,,95 Av 9,95 AV 9,95.0,AV 9,,,,,
69621,,,,,36 W 13th,36 W 13TH,36.0,W 13TH,,,,,
69622,,,,,23 Av 8,23 AV 8,23.0,AV 8,,,,,
69623,,,,,494 Pearl,494 PEARL,494.0,PEARL,,,,,
69624,,,,,174 Ludlow,174 LUDLOW,174.0,LUDLOW,,,,,
69625,,,,,106 Allen,106 ALLEN,106.0,ALLEN,,,,,
69626,,,,,48 West,48 WEST,48.0,WEST,,,,,
69627,,,,,13 E Bway,13 E BWAY,13.0,E BWAY,,,,,
69628,,,,,16 Walker,16 WALKER,16.0,WALKER,,,,,
69629,,,,,38 Trinity pl,38 TRINITY PL,38.0,TRINITY PL,,,,,
69630,,,,,59 Orchard,59 ORCHARD,59.0,ORCHARD,,,,,
69631,,,,,145 Ludlow,145 LUDLOW,145.0,LUDLOW,,,,,
69632,,,,,39 W 13th,39 W 13TH,39.0,W 13TH,,,,,
69633,,,,,111 Canal,111 CANAL,111.0,CANAL,,,,,
69634,,,,,13 E Broadway,13 E BROADWAY,13.0,E BROADWAY,,,,,
69635,,,,,100 Wall,100 WALL,100.0,WALL,,,,,
69636,,,,,76 W B way,76 W B WAY,76.0,W B WAY,,,,,
69637,,,,,45 Stanton,45 STANTON,45.0,STANTON,,,,,
69638,,,,,274 Rivington,274 RIVINGTON,274.0,RIVINGTON,,,,,
69639,,,,,45 Stanton,45 STANTON,45.0,STANTON,,,,,
69640,,,,,7 Dover,7 DOVER,7.0,DOVER,,,,,
69641,,,,,196 Cherry,196 CHERRY,196.0,CHERRY,,,,,
69642,,,,,Av 1c E 23d,AV 1C E 23D,,,AV 1C E 23D,,,,
69643,,,,,,,,,,,,,
69644,,,,,Brooklyn,BROOKLYN,,,,,,,
69645,,,,,101 Cannon,101 CANNON,101.0,CANNON,,,,,
69646,,,,,14 Pelham,14 PELHAM,14.0,PELHAM,,,,,
69647,,,,,518 Broadway,518 BROADWAY,518.0,BROADWAY,,,,,
69648,,,,,62 Suffolk,62 SUFFOLK,62.0,SUFFOLK,,,,,
69649,,,,,518 Broadway,518 BROADWAY,518.0,BROADWAY,,,,,
69650,,,,,8,8,8.0,,,,,,
69651,,,,,,,,,,,,,
69652,,,,,36,36,36.0,,,,,,
69653,,,,,55 W B way,55 W B WAY,55.0,W B WAY,,,,,
69654,Av 8,W 28th,,,Av 8 n W 28th,AV 8 N W 28TH,8.0,N W 28TH,,,,,
69655,,,,,69 Clinton,69 CLINTON,69.0,CLINTON,,,,,
69656,,,Corlears,Water,Corlears c Water,CORLEARS C WATER,,,CORLEARS C WATER,,,,
69657,,,,,272 Greenwich,272 GREENWICH,272.0,GREENWICH,,,,,
69658,Willett,Rivingt,,,Willett n Rivingt,WILLETT N RIVINGT,,,WILLETT N RIVINGT,,,,
69659,,,,,27 Rutgers,27 RUTGERS,27.0,RUTGERS,,,,,
69660,,,,,23 Roosevelt,23 ROOSEVELT,23.0,ROOSEVELT,,,,,
69661,,,,,49 North,49 NORTH,49.0,NORTH,,,,,
69662,,,Jersey,,Jersey c,JERSEY C,,,JERSEY C,,,,
69663,,,,,,,,,,,,,
69664,,,,,68,68,68.0,,,,,,
69665,,,,,240 Mott,240 MOTT,240.0,MOTT,,,,,
69666,,,,,65 Cran & Cavanagh Patrick h 243 Elizabetk,65 CRAN & CAVANAGH PATRICK H 243 ELIZABETK,65.0,CRAN & CAVANAGH PATRICK H 243 ELIZABETK,,,,,
69667,,,,,Brook,BROOK,,,,,,,
69668,,,,,207 Fulton,207 FULTON,207.0,FULTON,,,,,
69669,,,,,13 Rose,13 ROSE,13.0,ROSE,,,,,
69670,,,,,103 Canal,103 CANAL,103.0,CANAL,,,,,
69671,,,,,253,253,253.0,,,,,,
69672,,,,,253,253,253.0,,,,,,
69673,,,,,82 W 17th,82 W 17TH,82.0,W 17TH,,,,,
69674,,,,,27 Cortlandt,27 CORTLANDT,27.0,CORTLANDT,,,,,
69675,,,,,410 Tenth,410 10TH,410.0,TENTH,,,,,
69676,,,,,28 Ludlow,28 LUDLOW,28.0,LUDLOW,,,,,
69677,,,,,679,679,679.0,,,,,,
69678,,,,,679 Washington,679 WASHINGTON,679.0,WASHINGTON,,,,,
69679,,,,,202 Wooster,202 WOOSTER,202.0,WOOSTER,,,,,
69680,,,,,100 Jane,100 JANE,100.0,JANE,,,,,
69681,,,,,395 Atlantic,395 ATLANTIC,395.0,ATLANTIC,,,,,
69682,,,,,390 Cherry,390 CHERRY,390.0,CHERRY,,,,,
69683,,,,,281 Mott,281 MOTT,281.0,MOTT,,,,,
69684,,,,,3 Essex,3 ESSEX,3.0,ESSEX,,,,,
69685,,,,,297 Mott,297 MOTT,297.0,MOTT,,,,,
69686,,,,,20 Cherry,20 CHERRY,20.0,CHERRY,,,,,
69687,,,,,109 Charlton,109 CHARLTON,109.0,CHARLTON,,,,,
69688,,,,,82 Broadway,82 BROADWAY,82.0,BROADWAY,,,,,
69689,,,,,167 Reade,167 READE,167.0,READE,,,,,
69690,,,,,9 Factory,9 FACTORY,9.0,FACTORY,,,,,
69691,,,,,19 Av 6,19 AV 6,19.0,AV 6,,,,,
69692,,,,,22 Renwick,22 RENWICK,22.0,RENWICK,,,,,
69693,,,,,155 Prince,155 PRINCE,155.0,PRINCE,,,,,
69694,,,,,30 Rose,30 ROSE,30.0,ROSE,,,,,
69695,,,,,489 Pearl,489 PEARL,489.0,PEARL,,,,,
69696,,,,,293 Washington,293 WASHINGTON,293.0,WASHINGTON,,,,,
69697,,,,,2324 Div,2324 DIV,2324.0,DIV,,,,,
69698,,,,,8 E 14th,8 E 14TH,8.0,E 14TH,,,,,
69699,,,,,,,,,,,,,
69700,,,,,144 Spring,144 SPRING,144.0,SPRING,,,,,
69701,,,,,Brooklyn,BROOKLYN,,,,,,,
69702,,,,,74,74,74.0,,,,,,
69703,,,,,,,,,,,,,
69704,,,,,25 E Broadway,25 E BROADWAY,25.0,E BROADWAY,,,,,
69705,,,,,91 Macdougal,91 MACDOUGAL,91.0,MACDOUGAL,,,,,
69706,,,,,14 State,14 STATE,14.0,STATE,,,,,
69707,,,,,364 Sixth,364 6TH,364.0,SIXTH,,,,,
69708,,,,,158 Greene,158 GREENE,158.0,GREENE,,,,,
69709,,,,,41 William,41 WILLIAM,41.0,WILLIAM,,,,,
69710,,,,,15 W Broadway,15 W BROADWAY,15.0,W BROADWAY,,,,,
69711,,,,,71 Vesey,71 VESEY,71.0,VESEY,,,,,
69712,,,,,145 Green,145 GREEN,145.0,GREEN,,,,,
69713,,,,,47 Lewis,47 LEWIS,47.0,LEWIS,,,,,
69714,,,,,107 E 24th,107 E 24TH,107.0,E 24TH,,,,,
69715,,,,,25 Oak,25 OAK,25.0,OAK,,,,,
69716,,,,,342 Sixth,342 6TH,342.0,SIXTH,,,,,
69717,,,,,19 Elm,19 ELM,19.0,ELM,,,,,
69718,,,,,215 Williar,215 WILLIAR,215.0,WILLIAR,,,,,
69719,,,,,54 Madison,54 MADISON,54.0,MADISON,,,,,
69720,,,,,159 Chrystie,159 CHRYSTIE,159.0,CHRYSTIE,,,,,
69721,,,,,59 Suffo,59 SUFFO,59.0,SUFFO,,,,,
69722,,,,,Brook,BROOK,,,,,,,
69723,,,,,Brookly,BROOKLY,,,,,,,
69724,,,,,509 Broadway,509 BROADWAY,509.0,BROADWAY,,,,,
69725,,,,,64 Water,64 WATER,64.0,WATER,,,,,
69726,,,,,89 White,89 WHITE,89.0,WHITE,,,,,
69727,,,,,729 Was,729 WAS,729.0,WAS,,,,,
69728,,,,,,,,,,,,,
69729,,,,,106 Pearl,106 PEARL,106.0,PEARL,,,,,
69730,,,,,56 Mott,56 MOTT,56.0,MOTT,,,,,
69731,,,,,312 Rivington,312 RIVINGTON,312.0,RIVINGTON,,,,,
69732,,,,,355 G wich,355 G WICH,355.0,G WICH,,,,,
69733,,,,,13 Broadway,13 BROADWAY,13.0,BROADWAY,,,,,
69734,,,,,56 W 14th,56 W 14TH,56.0,W 14TH,,,,,
69735,,,,,Jersey city,JERSEY CITY,,,JERSEY CITY,,,,
69736,,,,,,,,,,,,,
69737,,,,,6 Battery pl,6 BATTERY PL,6.0,BATTERY PL,,,,,
