,n_street1,n_street2,c_street1,c_street2,Full Address,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City
69738,,,,,185 Water,185 WATER,185.0,WATER,,,,,
69739,,,,,20 Old slip,20 OLD SLIP,20.0,OLD SLIP,,,,,
69740,,,,,13 Mulberry,13 MULBERRY,13.0,MULBERRY,,,,,
69741,,,,,215 William,215 WILLIAM,215.0,WILLIAM,,,,,
69742,,,,,215 William,215 WILLIAM,215.0,WILLIAM,,,,,
69743,,,,,20 & Bwry,20 & BWRY,20.0,& BWRY,,,,,
69744,,,,,204 Bowery,204 BOWERY,204.0,BOWERY,,,,,
69745,,,,,7 Ludlow,7 LUDLOW,7.0,LUDLOW,,,,,
69746,,,,,189 W 20th,189 W 20TH,189.0,W 20TH,,,,,
69747,,,,,53 S & cond,53 S & COND,53.0,S & COND,,,,,
69748,,,,,65 Mott,65 MOTT,65.0,MOTT,,,,,
69749,,,,,86 Pitt,86 PITT,86.0,PITT,,,,,
69750,,,,,336 Front,336 FRONT,336.0,FRONT,,,,,
69751,,,,,233 Bleecker,233 BLEECKER,233.0,BLEECKER,,,,,
69752,,,,,153 Delancy,153 DELANCY,153.0,DELANCY,,,,,
69753,,,,,332 Stanton,332 STANTON,332.0,STANTON,,,,,
69754,,,,,37 Forsyth,37 FORSYTH,37.0,FORSYTH,,,,,
69755,,,,,33 Pike,33 PIKE,33.0,PIKE,,,,,
69756,,,,,74 Broome,74 BROOME,74.0,BROOME,,,,,
69757,,,,,39 King,39 KING,39.0,KING,,,,,
69758,,,,,12 Chestnut,12 CHESTNUT,12.0,CHESTNUT,,,,,
69759,,,,,327 Spring,327 SPRING,327.0,SPRING,,,,,
69760,,,W 36th,Ay 11,W 36th c Ay 11,W 36TH C AY 11,,,W 36TH C AY 11,,,,
69761,,,,,325 Front,325 FRONT,325.0,FRONT,,,,,
69762,,,,,282 Sixth,282 6TH,282.0,SIXTH,,,,,
69763,,,,,48 Leroy,48 LEROY,48.0,LEROY,,,,,
69764,,,,,328 Madison,328 MADISON,328.0,MADISON,,,,,
69765,,,,,328 Madison,328 MADISON,328.0,MADISON,,,,,
69766,,,,,102 Nassau,102 NASSAU,102.0,NASSAU,,,,,
69767,,,,,1664 Bowery,1664 BOWERY,1664.0,BOWERY,,,,,
69768,,,,,93 Charlton,93 CHARLTON,93.0,CHARLTON,,,,,
69769,,,,,9 Frankfort,9 FRANKFORT,9.0,FRANKFORT,,,,,
69770,,,,,24 Av 4,24 AV 4,24.0,AV 4,,,,,
69771,,,,,30 Clinton pl,30 CLINTON PL,30.0,CLINTON PL,,,,,
69772,,,,,6 Mercer,6 MERCER,6.0,MERCER,,,,,
69773,,,,,310 Hudson,310 HUDSON,310.0,HUDSON,,,,,
69774,,,,,5 Mercer,5 MERCER,5.0,MERCER,,,,,
69775,,,,,58 Walker,58 WALKER,58.0,WALKER,,,,,
69776,,,,,110 Hamersley,110 HAMERSLEY,110.0,HAMERSLEY,,,,,
69777,,,,,565 Greenwich,565 GREENWICH,565.0,GREENWICH,,,,,
69778,,,,,Globe hotel,GLOBE HOTEL,,,GLOBE HOTEL,,,,
69779,,,,,57 Pine,57 PINE,57.0,PINE,,,,,
69780,,,,,,,,,,,,,
69781,,,,,32 Vandewater,32 VANDEWATER,32.0,VANDEWATER,,,,,
69782,,,,,Charleston,CHARLESTON,,,,,,,
69783,,,,,699 Greenwich,699 GREENWICH,699.0,GREENWICH,,,,,
69784,,,,,73 Chambers,73 CHAMBERS,73.0,CHAMBERS,,,,,
69785,,,,,Brooklyn,BROOKLYN,,,,,,,
69786,,,,,33d and 34th,33D AND 34TH,,,33D AND 34TH,,,,
69787,,,,,24 Cornelia,24 CORNELIA,24.0,CORNELIA,,,,,
69788,,,,,42 Third,42 3RD,42.0,THIRD,,,,,
69789,,,,,11 Weehawken,11 WEEHAWKEN,11.0,WEEHAWKEN,,,,,
69790,,,,,299 Tenth,299 10TH,299.0,TENTH,,,,,
69791,,,,,Jersey City,JERSEY CITY,,,JERSEY CITY,,,,
69792,,,,,Western hotel,WESTERN HOTEL,,,WESTERN HOTEL,,,,
69793,,,,,33 Second,33 2ND,33.0,SECOND,,,,,
69794,,,,,153 Forsyth,153 FORSYTH,153.0,FORSYTH,,,,,
69795,,,,,658 Greenwich,658 GREENWICH,658.0,GREENWICH,,,,,
69796,,,,,103 Front,103 FRONT,103.0,FRONT,,,,,
69797,,,,,,,,,,,,,
69798,,,,,514 Carmine,514 CARMINE,514.0,CARMINE,,,,,
69799,,,,,82 Water and 118 Pearl,82 WATER AND 118 PEARL,82.0,WATER AND 118 PEARL,,,,,
69800,,,,,103 Front,103 FRONT,103.0,FRONT,,,,,
69801,,,,,310 Pearl,310 PEARL,310.0,PEARL,,,,,
69802,,,,,77 and 79 68 70 and 72 Robinson change stables,77 AND 79 68 70 AND 72 ROBINSON CHANGE STABLES,77.0,AND 79 68 70 AND 72 ROBINSON CHANGE STABLES,,,,,
69803,,,,,sale and ex,SALE AND EX,,,SALE AND EX,,,,
69804,,,,,59 Morton,59 MORTON,59.0,MORTON,,,,,
69805,,,,,Madison Av 89th,MADISON AV 89TH,,,MADISON AV 89TH,,,,
69806,,,,,Jersey City,JERSEY CITY,,,JERSEY CITY,,,,
69807,,,,,77 and 79 Robinson,77 AND 79 ROBINSON,77.0,AND 79 ROBINSON,,,,,
69808,,,,,114 Ch bers,114 CH BERS,114.0,CH BERS,,,,,
69809,,,,,1 Coenties sl Rathbun s ho,1 COENTIES SL RATHBUN S HO,1.0,COENTIES SL RATHBUN S HO,,,,,
69810,,,,,Madison Av E 39th,MADISON AV E 39TH,,,MADISON AV E 39TH,,,,
69811,,,,,280 Second,280 2ND,280.0,SECOND,,,,,
69812,,,,,25 Jay,25 JAY,25.0,JAY,,,,,
69813,,,,,Hoboken,HOBOKEN,,,,,,,
69814,,,,,2614 Bleecker,2614 BLEECKER,2614.0,BLEECKER,,,,,
69815,,,,,245,245,245.0,,,,,,
69816,,,,,31 Carmine,31 CARMINE,31.0,CARMINE,,,,,
69817,,,,,55 Willett,55 WILLETT,55.0,WILLETT,,,,,
69818,,,,,330 West,330 WEST,330.0,WEST,,,,,
69819,,,,,1 Coenties slip,1 COENTIES SLIP,1.0,COENTIES SLIP,,,,,
69820,,,,,77 Essex,77 ESSEX,77.0,ESSEX,,,,,
69821,,,,,56 Clarkson,56 CLARKSON,56.0,CLARKSON,,,,,
69822,,,,,172 Ludlow,172 LUDLOW,172.0,LUDLOW,,,,,
69823,,,,,42 Seventh,42 7TH,42.0,SEVENTH,,,,,
69824,,,,,59 Monroe,59 MONROE,59.0,MONROE,,,,,
69825,,,,,383 Greenwich,383 GREENWICH,383.0,GREENWICH,,,,,
69826,,,,,249 W 16th,249 W 16TH,249.0,W 16TH,,,,,
69827,,,,,34 Rutgers,34 RUTGERS,34.0,RUTGERS,,,,,
69828,,,,,182 Hester,182 HESTER,182.0,HESTER,,,,,
69829,,,,,639 Washgtn,639 WASHGTN,639.0,WASHGTN,,,,,
69830,,,,,362 Ninth,362 9TH,362.0,NINTH,,,,,
69831,,,,,160 Henry,160 HENRY,160.0,HENRY,,,,,
69832,,,,,408 Pearl,408 PEARL,408.0,PEARL,,,,,
69833,,,,,37 Clinton,37 CLINTON,37.0,CLINTON,,,,,
69834,,,,,201 W 24th,201 W 24TH,201.0,W 24TH,,,,,
69835,,,,,80 Charlton,80 CHARLTON,80.0,CHARLTON,,,,,
69836,,,,,5 Walker,5 WALKER,5.0,WALKER,,,,,
69837,,,,,48 Watts,48 WATTS,48.0,WATTS,,,,,
69838,,,,,29 Barclay,29 BARCLAY,29.0,BARCLAY,,,,,
69839,,,,,385 B 162 Woostr,385 B 162 WOOSTR,385.0,B 162 WOOSTR,,,,,
69840,,,,,110 Av D,110 AV D,110.0,AV D,,,,,
69841,,,,,527 Greenwich,527 GREENWICH,527.0,GREENWICH,,,,,
69842,,,,,3 Extra,3 EXTRA,3.0,EXTRA,,,,,
69843,,,,,23 Ferry,23 FERRY,23.0,FERRY,,,,,
69844,,,,,43 Liberty,43 LIBERTY,43.0,LIBERTY,,,,,
69845,,,,,351 Broadway and 61 Lewis,351 BROADWAY AND 61 LEWIS,351.0,BROADWAY AND 61 LEWIS,,,,,
69846,,,,,308 Broadway,308 BROADWAY,308.0,BROADWAY,,,,,
69847,,,,,207 Mercer,207 MERCER,207.0,MERCER,,,,,
69848,,,,,247 Spring,247 SPRING,247.0,SPRING,,,,,
69849,,,,,314 Rivington,314 RIVINGTON,314.0,RIVINGTON,,,,,
69850,,,,,47 Barclay,47 BARCLAY,47.0,BARCLAY,,,,,
69851,,,,,23 Minetta lane,23 MINETTA LANE,23.0,MINETTA LANE,,,,,
69852,,,,,399 Av 6,399 AV 6,399.0,AV 6,,,,,
69853,,,,,Washington pl Greene,WASHINGTON PL GREENE,,,WASHINGTON PL GREENE,,,,
69854,,,,,173 Eleventh,173 11TH,173.0,ELEVENTH,,,,,
69855,,,,,18 Washington pl,18 WASHINGTON PL,18.0,WASHINGTON PL,,,,,
69856,,,,,18 Washington pl,18 WASHINGTON PL,18.0,WASHINGTON PL,,,,,
69857,,,,,19 Gay,19 GAY,19.0,GAY,,,,,
69858,,,,,159 Christopher,159 CHRISTOPHER,159.0,CHRISTOPHER,,,,,
69859,,,,,63 Jane,63 JANE,63.0,JANE,,,,,
69860,,,,,36 E B way,36 E B WAY,36.0,E B WAY,,,,,
69861,,,,,69 Market,69 MARKET,69.0,MARKET,,,,,
69862,,,,,42 Cliff,42 CLIFF,42.0,CLIFF,,,,,
69863,,,,,42 Clif,42 CLIF,42.0,CLIF,,,,,
69864,,,,,656 Broadway,656 BROADWAY,656.0,BROADWAY,,,,,
69865,,,,,246 Fifth,246 5TH,246.0,FIFTH,,,,,
69866,,,,,126 W 13th,126 W 13TH,126.0,W 13TH,,,,,
69867,,,,,4 Warren,4 WARREN,4.0,WARREN,,,,,
69868,,,,,190 Church,190 CHURCH,190.0,CHURCH,,,,,
69869,,,,,5 W 27th,5 W 27TH,5.0,W 27TH,,,,,
69870,,,,,86 Pil,86 PIL,86.0,PIL,,,,,
69871,,,,,129 Waverley place,129 WAVERLEY PLACE,129.0,WAVERLEY PLACE,,,,,
69872,,,,,221 Centre,221 CENTRE,221.0,CENTRE,,,,,
69873,,,,,239 W 16th,239 W 16TH,239.0,W 16TH,,,,,
69874,,,,,63 Av 2,63 AV 2,63.0,AV 2,,,,,
69875,,,,,134 Cherry Murray,134 CHERRY MURRAY,134.0,CHERRY MURRAY,,,,,
69876,,,,,63 J,63 J,63.0,J,,,,,
69877,,,,,134 Cherry,134 CHERRY,134.0,CHERRY,,,,,
69878,,,,,155 Hudson,155 HUDSON,155.0,HUDSON,,,,,
69879,,,,,76 A,76 A,76.0,A,,,,,
69880,,,,,98 Av C,98 AV C,98.0,AV C,,,,,
69881,,,,,,,,,,,,,
69882,,,,,149 Wa,149 WA,149.0,WA,,,,,
69883,,,,,186 Mercer,186 MERCER,186.0,MERCER,,,,,
69884,,,,,Mercer,MERCER,,,,,,,
69885,,,,,83 Av 6,83 AV 6,83.0,AV 6,,,,,
69886,,,,,35 Wall,35 WALL,35.0,WALL,,,,,
69887,,,,,41 Rutgers,41 RUTGERS,41.0,RUTGERS,,,,,
69888,,,,,376 Bower,376 BOWER,376.0,BOWER,,,,,
69889,,,,,217 Walker,217 WALKER,217.0,WALKER,,,,,
69890,,,,,144 Spring,144 SPRING,144.0,SPRING,,,,,
69891,,,,,138 Orchard,138 ORCHARD,138.0,ORCHARD,,,,,
69892,,,,,8 Eldr,8 ELDR,8.0,ELDR,,,,,
69893,,,,,342 W 24th,342 W 24TH,342.0,W 24TH,,,,,
69894,,,,,187 Broome,187 BROOME,187.0,BROOME,,,,,
69895,,,,,64,64,64.0,,,,,,
69896,,,,,362 Av 10,362 AV 10,362.0,AV 10,,,,,
69897,,,,,297 W 17th,297 W 17TH,297.0,W 17TH,,,,,
69898,,,,,82 Broadwa 82 Broadway,82 BROADWA 82 BROADWAY,82.0,BROADWA 82 BROADWAY,,,,,
69899,,,Orchard,Sta,Orchard c Sta,ORCHARD C STA,,,ORCHARD C STA,,,,
69900,,,,,20 Bec,20 BEC,20.0,BEC,,,,,
69901,,,,,195 W 19th,195 W 19TH,195.0,W 19TH,,,,,
69902,,,,,53 Mer,53 MER,53.0,MER,,,,,
69903,,,,,17 Mott,17 MOTT,17.0,MOTT,,,,,
69904,W 41st,Av,,,W 41st n Av,W 41ST N AV,,,W 41ST N AV,,,,
69905,,,,,Staten,STATEN,,,,,,,
69906,,,,,87 Bleecker,87 BLEECKER,87.0,BLEECKER,,,,,
69907,,,,,33 Washington ml 63 Second,33 WASHINGTON ML 63 2ND,33.0,WASHINGTON ML 63 SECOND,,,,,
69908,,,,,4 Av 3,4 AV 3,4.0,AV 3,,,,,
69909,,,,,E 29th no,E 29TH NO,,,E 29TH NO,,,,
69910,,,,,Rooseve 52 Market,ROOSEVE 52 MARKET,52.0,MARKET,,,,,
69911,,,,,302 Rivington,302 RIVINGTON,302.0,RIVINGTON,,,,,
69912,,,,,119 Broad,119 BROAD,119.0,BROAD,,,,,
69913,49 E 24th,Av 2,,,49 E 24th n Av 2,49 E 24TH N AV 2,49.0,E 24TH N AV 2,,,,,
69914,,,,,67 Market,67 MARKET,67.0,MARKET,,,,,
69915,,,,,Seventh h Av,7TH H AV,,,SEVENTH H AV,,,,
69916,,,,,,,,,,,,,
69917,,,,,19 Norfolk,19 NORFOLK,19.0,NORFOLK,,,,,
69918,,,,,147 Hammond Second,147 HAMMOND 2ND,147.0,HAMMOND SECOND,,,,,
69919,,,,,,,,,,,,,
69920,,,,,452 Hudson,452 HUDSON,452.0,HUDSON,,,,,
69921,,,,,143 W 28th,143 W 28TH,143.0,W 28TH,,,,,
69922,,,,,37 City all pl,37 CITY ALL PL,37.0,CITY ALL PL,,,,,
69923,,,,,88 White,88 WHITE,88.0,WHITE,,,,,
69924,,,,,362 Bleecker,362 BLEECKER,362.0,BLEECKER,,,,,
69925,,,,,18 Christopher,18 CHRISTOPHER,18.0,CHRISTOPHER,,,,,
69926,,,,,181 Henry,181 HENRY,181.0,HENRY,,,,,
69927,,,,,74 Gouverneur,74 GOUVERNEUR,74.0,GOUVERNEUR,,,,,
69928,,,,,45 E 13th,45 E 13TH,45.0,E 13TH,,,,,
69929,,,,,22 Market,22 MARKET,22.0,MARKET,,,,,
69930,,,,,Williamsburg,WILLIAMSBURG,,,,,,,
69931,,,,,305 Third,305 3RD,305.0,THIRD,,,,,
69932,,,,,77 Nassau 202 Hester,77 NASSAU 202 HESTER,77.0,NASSAU 202 HESTER,,,,,
69933,,,,,30 Rose,30 ROSE,30.0,ROSE,,,,,
69934,,,,,104 Le Roy,104 LE ROY,104.0,LE ROY,,,,,
69935,,,,,11 Lispenard,11 LISPENARD,11.0,LISPENARD,,,,,
69936,,,,,Brooklyn,BROOKLYN,,,,,,,
69937,,,,,8 Butler Brooklyn,8 BUTLER BROOKLYN,8.0,BUTLER,BROOKLYN,,,,
69938,,,,,W msburg,W MSBURG,,,W MSBURG,,,,
69939,,,,,125 Lewis,125 LEWIS,125.0,LEWIS,,,,,
69940,,,,,11 Lispenard,11 LISPENARD,11.0,LISPENARD,,,,,
69941,,,,,366 Tenth,366 10TH,366.0,TENTH,,,,,
69942,,,,,220 Broome,220 BROOME,220.0,BROOME,,,,,
69943,,,,,642 Hudson,642 HUDSON,642.0,HUDSON,,,,,
69944,,,,,Riving,RIVING,,,,,,,
69945,,,,,,,,,,,,,
69946,,,,,,,,,,,,,
69947,,,,,177 Av 6,177 AV 6,177.0,AV 6,,,,,
69948,E 24th,Av 4,,,E 24th n Av 4,E 24TH N AV 4,,,E 24TH N AV 4,,,,
69949,,,,,128 Barrow,128 BARROW,128.0,BARROW,,,,,
69950,,,,,296 W 18th,296 W 18TH,296.0,W 18TH,,,,,
69951,,,,,18 Park pl,18 PARK PL,18.0,PARK PL,,,,,
69952,,,,,77 Duane,77 DUANE,77.0,DUANE,,,,,
69953,,,Pineapple,Willow Brooklyn,,,,,,,,,
69954,,,,,148 Chatham,148 CHATHAM,148.0,CHATHAM,,,,,
69955,,,,,Brooklyn,BROOKLYN,,,,,,,
69956,,,,,Brooklyn,BROOKLYN,,,,,,,
69957,,,,,55 Stanton,55 STANTON,55.0,STANTON,,,,,
69958,,,,,203 Ninth,203 9TH,203.0,NINTH,,,,,
69959,,,,,337 Hudson 337 Hudson,337 HUDSON 337 HUDSON,337.0,HUDSON 337 HUDSON,,,,,
69960,,,,,140 Fourth,140 4TH,140.0,FOURTH,,,,,
69961,,,,,98 Barrow,98 BARROW,98.0,BARROW,,,,,
69962,,,,,191 W 24th,191 W 24TH,191.0,W 24TH,,,,,
69963,,,,,806 Washington,806 WASHINGTON,806.0,WASHINGTON,,,,,
69964,,,,,178 Madison,178 MADISON,178.0,MADISON,,,,,
69965,,,,,120 Lewis,120 LEWIS,120.0,LEWIS,,,,,
69966,E 23d,Av 2,,,E 23d n Av 2,E 23D N AV 2,,,E 23D N AV 2,,,,
69967,,,,,7 Tillary Brooklyn,7 TILLARY BROOKLYN,7.0,TILLARY,BROOKLYN,,,,
69968,,,,,7 Tillary Brooklyn Chase Josiah D 71 FE B h 71 E E,7 TILLARY BROOKLYN CHASE JOSIAH D 71 FE B H 71 E E,7.0,TILLARY  CHASE JOSIAH D 71 FE B H 71 E E,BROOKLYN,,,,
69969,6 St Marl 234,Av 3 Chase Matthew H 21 City Hall,,,7 New h 6 St Marl 234 n Av 3 Chase Matthew H 21 City Hall,7 NEW H 6 ST MARL 234 N AV 3 CHASE MATTHEW H 21 CITY HALL,7.0,NEW H 6 ST MARL 234 N AV 3 CHASE MATTHEW H 21 CITY HALL,,,,,
69970,,,,,Kingsbridge,KINGSBRIDGE,,,,,,,
69971,,,,,146 1,146 1,146.0,1,,,,,
69972,,,,,45 Hammond,45 HAMMOND,45.0,HAMMOND,,,,,
69973,,,,,27 Maiden 1a,27 MAIDEN 1A,27.0,MAIDEN 1A,,,,,
69974,,,,,63 Second,63 2ND,63.0,SECOND,,,,,
69975,,,,,33 Coenties slip,33 COENTIES SLIP,33.0,COENTIES SLIP,,,,,
69976,,,,,102 Li,102 LI,102.0,LI,,,,,
69977,,,E 24th,Av 2,E 24th c Av 2,E 24TH C AV 2,,,E 24TH C AV 2,,,,
69978,,,,,33 Washgingto,33 WASHGINGTO,33.0,WASHGINGTO,,,,,
69979,,,,,53 Exchang,53 EXCHANG,53.0,EXCHANG,,,,,
69980,,,,,315 T Chasteney Edward 36 Rivington,315 T CHASTENEY EDWARD 36 RIVINGTON,315.0,T CHASTENEY EDWARD 36 RIVINGTON,,,,,
69981,,,,,317 T,317 T,317.0,T,,,,,
69982,,,,,156 Ri,156 RI,156.0,RI,,,,,
69983,,,,,332 Third,332 3RD,332.0,THIRD,,,,,
69984,,,,,88 Bayard,88 BAYARD,88.0,BAYARD,,,,,
69985,,,,,58 V,58 V,58.0,V,,,,,
69986,,,,,118 Wooster,118 WOOSTER,118.0,WOOSTER,,,,,
69987,,,,,100 Kin,100 KIN,100.0,KIN,,,,,
69988,,,,,48 W 11,48 W 11,48.0,W 11,,,,,
69989,,,,,67,67,67.0,,,,,,
69990,,,,,36 Rivington,36 RIVINGTON,36.0,RIVINGTON,,,,,
69991,,,,,37 Chambers,37 CHAMBERS,37.0,CHAMBERS,,,,,
69992,,,,,77 Duane,77 DUANE,77.0,DUANE,,,,,
69993,,,,,2424,2424,2424.0,,,,,,
69994,,,,,169 Reade,169 READE,169.0,READE,,,,,
69995,,,,,Brooklyn,BROOKLYN,,,,,,,
69996,,,,,12 Downing,12 DOWNING,12.0,DOWNING,,,,,
69997,,,,,11 Mangin,11 MANGIN,11.0,MANGIN,,,,,
69998,,,,,241 Elizabeth,241 ELIZABETH,241.0,ELIZABETH,,,,,
69999,,,,,49 Av B,49 AV B,49.0,AV B,,,,,
70000,,,,,61 Mer Ex,61 MER EX,61.0,MER EX,,,,,
70001,,,,,113 Pacific Brooklyn,113 PACIFIC BROOKLYN,113.0,PACIFIC,BROOKLYN,,,,
70002,,,,,92 Liberty and ald 5th,92 LIBERTY AND ALD 5TH,92.0,LIBERTY AND ALD 5TH,,,,,
70003,,,,,437 Greenwich,437 GREENWICH,437.0,GREENWICH,,,,,
70004,,,,,158 W 20th,158 W 20TH,158.0,W 20TH,,,,,
70005,,,,,248 W 17th,248 W 17TH,248.0,W 17TH,,,,,
70006,,,,,3 Reade,3 READE,3.0,READE,,,,,
70007,,,,,179 Eldridge,179 ELDRIDGE,179.0,ELDRIDGE,,,,,
70008,,,,,55 Stanton,55 STANTON,55.0,STANTON,,,,,
70009,,,,,130 Pearl,130 PEARL,130.0,PEARL,,,,,
70010,,,,,61 Mer Ex,61 MER EX,61.0,MER EX,,,,,
70011,,,,,360 Broome,360 BROOME,360.0,BROOME,,,,,
70012,,,,,460 Greenwich,460 GREENWICH,460.0,GREENWICH,,,,,
70013,,,,,460 G wich,460 G WICH,460.0,G WICH,,,,,
70014,,,,,73 Nassau,73 NASSAU,73.0,NASSAU,,,,,
70015,,,,,337 Av 4,337 AV 4,337.0,AV 4,,,,,
70016,,,,,Av 4c E 50th,AV 4C E 50TH,,,AV 4C E 50TH,,,,
70017,,,,,184 Cherry,184 CHERRY,184.0,CHERRY,,,,,
70018,,,,,2 Franklin sq,2 FRANKLIN SQ,2.0,FRANKLIN SQ,,,,,
70019,,,,,85 Canal,85 CANAL,85.0,CANAL,,,,,
70020,,,,,138 Sullivan,138 SULLIVAN,138.0,SULLIVAN,,,,,
70021,,,,,389 Tenth,389 10TH,389.0,TENTH,,,,,
70022,,,,,295,295,295.0,,,,,,
70023,,,,,79 Sullivan,79 SULLIVAN,79.0,SULLIVAN,,,,,
70024,,,,,815 Greenwich,815 GREENWICH,815.0,GREENWICH,,,,,
70025,,,,,244 W 18th,244 W 18TH,244.0,W 18TH,,,,,
70026,,,,,1 Lispenard,1 LISPENARD,1.0,LISPENARD,,,,,
70027,,,,,152 Sullivan,152 SULLIVAN,152.0,SULLIVAN,,,,,
70028,,,,,147 Ludlow,147 LUDLOW,147.0,LUDLOW,,,,,
70029,,,,,23 Troy,23 TROY,23.0,TROY,,,,,
70030,,,,,120 Greene,120 GREENE,120.0,GREENE,,,,,
70031,,,,,123 Amity,123 AMITY,123.0,AMITY,,,,,
70032,,,,,621 Greenwich,621 GREENWICH,621.0,GREENWICH,,,,,
70033,,,,,20 Washgton sq,20 WASHGTON SQ,20.0,WASHGTON SQ,,,,,
70034,,,,,105 St Mark s pl,105 ST MARK S PL,105.0,ST MARK S PL,,,,,
70035,,,,,349 Fourth,349 4TH,349.0,FOURTH,,,,,
70036,,,,,70 Christopher,70 CHRISTOPHER,70.0,CHRISTOPHER,,,,,
70037,,,,,98 Franklin,98 FRANKLIN,98.0,FRANKLIN,,,,,
70038,,,,,375 Av 1,375 AV 1,375.0,AV 1,,,,,
70039,,,,,168 E 20th,168 E 20TH,168.0,E 20TH,,,,,
70040,,,,,Av 1 & 2,AV 1 & 2,1.0,& 2,,,,,
70041,,,,,1194 Greene,1194 GREENE,1194.0,GREENE,,,,,
70042,,,,,119 Greene,119 GREENE,119.0,GREENE,,,,,
70043,,,,,12 W 16th,12 W 16TH,12.0,W 16TH,,,,,
70044,,,,,288 W 17th,288 W 17TH,288.0,W 17TH,,,,,
70045,,,,,176 Fulton,176 FULTON,176.0,FULTON,,,,,
70046,,,,,259 Delancy,259 DELANCY,259.0,DELANCY,,,,,
70047,,,,,316 G wich,316 G WICH,316.0,G WICH,,,,,
70048,,,,,473 Broadway,473 BROADWAY,473.0,BROADWAY,,,,,
70049,Av C,Tenth,,,Av C n Tenth,AV C N 10TH,,,AV C N TENTH,,,,
70050,,,,,113 Suffolk,113 SUFFOLK,113.0,SUFFOLK,,,,,
70051,,,,,189 Av 10,189 AV 10,189.0,AV 10,,,,,
70052,,,,,189 Av 10,189 AV 10,189.0,AV 10,,,,,
70053,,,,,425 Cherry,425 CHERRY,425.0,CHERRY,,,,,
70054,,,,,82 Amity,82 AMITY,82.0,AMITY,,,,,
70055,,,,,157 G wich,157 G WICH,157.0,G WICH,,,,,
70056,,,,,21 E 15th,21 E 15TH,21.0,E 15TH,,,,,
70057,,,,,17 Eldridge,17 ELDRIDGE,17.0,ELDRIDGE,,,,,
70058,,,,,5 Sixth,5 6TH,5.0,SIXTH,,,,,
70059,,,,,352 Tenth,352 10TH,352.0,TENTH,,,,,
70060,Tenth,Av B,,,Tenth n Av B,10TH N AV B,,,TENTH N AV B,,,,
70061,,,,,75 Crosby,75 CROSBY,75.0,CROSBY,,,,,
70062,,,,,E 15th,E 15TH,,,E 15TH,,,,
70063,,,,,64 Willett,64 WILLETT,64.0,WILLETT,,,,,
70064,,,,,151 Church,151 CHURCH,151.0,CHURCH,,,,,
70065,,,,,270 Broadway,270 BROADWAY,270.0,BROADWAY,,,,,
70066,,,,,13 Charlton,13 CHARLTON,13.0,CHARLTON,,,,,
70067,,,,,28,28,28.0,,,,,,
70068,,,,,584 Broome,584 BROOME,584.0,BROOME,,,,,
70069,,,,,644 Water,644 WATER,644.0,WATER,,,,,
70070,,,,,106 Reade,106 READE,106.0,READE,,,,,
70071,,,,,560 Hudsn,560 HUDSN,560.0,HUDSN,,,,,
70072,,,,,92 Av 4,92 AV 4,92.0,AV 4,,,,,
70073,,,,,341 Monroe,341 MONROE,341.0,MONROE,,,,,
70074,,,,,288 Seventh,288 7TH,288.0,SEVENTH,,,,,
70075,,,,,221 Mott,221 MOTT,221.0,MOTT,,,,,
70076,,,,,33 Clintn mkt 462 Washgtn,33 CLINTN MKT 462 WASHGTN,33.0,CLINTN MKT 462 WASHGTN,,,,,
70077,,,,,439 Houston,439 HOUSTON,439.0,HOUSTON,,,,,
70078,,,,,304 Ninth,304 9TH,304.0,NINTH,,,,,
70079,,,,,15 N Wm,15 N WM,15.0,N WM,,,,,
70080,,,,,311 Ninth,311 9TH,311.0,NINTH,,,,,
70081,,,,,8 Albany 8 Albany,8 ALBANY 8 ALBANY,8.0,ALBANY 8 ALBANY,,,,,
70082,,,,,38 Twelfth,38 12TH,38.0,TWELFTH,,,,,
70083,,,,,7 Factory,7 FACTORY,7.0,FACTORY,,,,,
70084,,,,,109 Av 2,109 AV 2,109.0,AV 2,,,,,
70085,,,,,35 Greenwich,35 GREENWICH,35.0,GREENWICH,,,,,
70086,,,,,10 More,10 MORE,10.0,MORE,,,,,
70087,,,,,33 Howard,33 HOWARD,33.0,HOWARD,,,,,
70088,,,,,653 Fourth,653 4TH,653.0,FOURTH,,,,,
70089,,,,,216 Tenth,216 10TH,216.0,TENTH,,,,,
70090,,,E 28th,Ay 4,E 28th c Ay 4,E 28TH C AY 4,,,E 28TH C AY 4,,,,
70091,,,,,71 W 15th,71 W 15TH,71.0,W 15TH,,,,,
70092,,,,,80 Charlton,80 CHARLTON,80.0,CHARLTON,,,,,
70093,,,,,88 King,88 KING,88.0,KING,,,,,
70094,,,,,162 Broadway,162 BROADWAY,162.0,BROADWAY,,,,,
70095,,,,,Willamsbe,WILLAMSBE,,,,,,,
70096,,,,,369 Houstn,369 HOUSTN,369.0,HOUSTN,,,,,
70097,,,,,177 E Broadway,177 E BROADWAY,177.0,E BROADWAY,,,,,
70098,,,,,35 Watts,35 WATTS,35.0,WATTS,,,,,
70099,Av 9,W 41st,,,Av 9 n W 41st,AV 9 N W 41ST,9.0,N W 41ST,,,,,
70100,,,,,87 Willow Brooklyn,87 WILLOW BROOKLYN,87.0,WILLOW,BROOKLYN,,,,
70101,,,,,94 Reade,94 READE,94.0,READE,,,,,
